,Count
AAK1,1
TPMT,1
CD274,1
GH1,1
TXNRD2,1
HPSE,1
NDUFAF4,1
TIMP2,1
HRH3,1
ACAD9,1
CDC42,1
NDUFAF1,1
NDUFAF2,1
NDUFAF3,1
NDUFAF5,1
MMP14,1
NDUFS1,1
NDUFS2,1
NDUFS3,1
NDUFS4,1
NDUFS6,1
NDUFV1,1
NDUFV2,1
AGK,1
ARTN,1
HBEGF,1
ACE,1
NHEJ1,1
RAD51C,1
XRCC2,1
FPR1,1
RYR1,1
RFC2,1
DCLRE1C,1
LTA4H,1
CALM3,1
CHEK2,1
SHANK3,1
NEFL,1
KRAS,1
FGFR4,1
ERBB2,1
DLG4,1
TMEM126B,1
PCCB,1
PCCA,1
TRH,1
ESR1,1
ESR2,1
BECN1,1
CYP1B1,1
PPARA,1
CSF3R,1
ELANE,1
ALAS1,1
CD36,1
BAAT,1
DLD,1
DRD4,1
SLC18A2,1
SHC1,1
F3,1
FGF2,1
DRD2,1
PLAUR,1
KCNQ2,1
ABL1,1
TLR4,1
FGF7,1
VWF,1
ARRB2,1
SF3B1,1
SRSF2,1
NGF,1
CYP4A11,1
NOS2,1
TTR,1
IL1B,1
C6,1
PNOC,1
RIT1,1
COMT,1
PTGER1,1
