Gene,Mean Difference in -log(BH)
AFP,-0.600880662648489
AGER,-0.37258327773635663
AGL,-0.08408153870294933
AGR2,-0.35322613379276624
AGT,-0.5980039918641891
AGTR1,-0.7238672434395488
AGTR2,-0.5881860122576066
AGXT,-0.600880662648489
AHCYP3,-0.7241589630474792
AHR,-0.08408153870294933
AHSA1,-0.2585546164033702
AHSG,-0.7241589630474792
AIFM1,-0.600880662648489
AIMP1,-0.7241589630474792
AIMP2,-0.2585546164033702
AIP,-0.2616585861011098
AIRE,-0.7226370087215657
AKR1A1,-0.7173284513718173
AKR1B1,-0.08982375119123312
AKT1,-0.7117451527675352
AKT1S1,-0.7186984253567977
ALAD,-0.600880662648489
ALB,-0.2932456273058418
ALDH2,-0.638227462076644
ALDH7A1,-0.024538863437767216
ALMS1,-0.7241589630474792
ALOX12,-0.600880662648489
ALOX15,-0.7226370087215657
ALOX5,-0.37106726892646175
ALOX5AP,-0.7238672434395488
AMACR,-0.600880662648489
AMMECR1,-0.83370462769801
AMN,-0.3656669573005462
AMPD1,-0.5881860122576066
AMPD2,-0.2585546164033702
AMT,-0.4551251428672465
AMY2A,-0.35322613379276624
ANG,-0.34361909114729405
ANGPT1,-0.347185568847667
ANGPT2,-0.49944850490091763
ANGPTL1,-0.6313298223058947
ANGPTL3,-0.3034492896799361
ANIB1,-0.35322613379276624
ANK2,-0.7241589630474792
ANKRD18EP,-0.7241589630474792
ANKRD26,-0.21132595518782496
ANLN,-0.83370462769801
ANP32B,-0.7241589630474792
ANXA1,-0.6313298223058947
ANXA5,-0.7241589630474792
AOAH,-0.2585546164033702
AOC2,-0.024538863437767216
AOC3,-0.024538863437767216
AP1S1,-0.600880662648489
AP2S1,-0.35322613379276624
AP3B1,-0.21132595518782496
AP3D1,-0.7241589630474792
APC,-0.2905464341659337
APCS,-0.35322613379276624
APEX1,-0.7241589630474792
APOA1,-0.3660399526351967
APOA2,-0.6434167025021932
APOA4,-0.6434167025021932
APOA5,-0.5867941525101098
APOB,-0.6434167025021932
APOBEC1,-0.3034492896799361
APOC1,-0.5472011809774874
APOC2,-0.33123171430105064
APOC3,-0.6434167025021932
APOE,-0.52478322474797
APOF,-0.3034492896799361
APOH,-0.7186984253567977
APOPT1,-0.83370462769801
APRT,-0.11319048995842515
APTX,-0.600880662648489
AQP1,0.34378280057691296
AQP5,-0.2585546164033702
AR,-0.3582220588586273
ARC,-0.5705838811732471
ARG1,-0.7241589630474792
ARHGDIA,-0.3656669573005462
ARHGEF2,-0.024538863437767216
ARHGEF5,-0.024538863437767216
ARHGEF7,-0.3993276586283946
ARID1B,-0.11378164600453868
ARL6IP1,-0.600880662648489
ARRB2,-0.7511245830492573
ARSA,-0.642991342103656
ARTN,-0.600880662648489
AS3MT,-0.3034492896799361
ASCC1,-0.3993276586283946
ASNS,-0.35322613379276624
ASPG,-0.21132595518782496
ASRGL1,-0.3034492896799361
ASS1,-0.2585546164033702
ATF3,-0.10433561004426355
ATG16L1,-0.2585546164033702
ATM,-0.7186984253567977
ATN1,0.34378280057691296
ATOH1,-0.7241589630474792
ATP10D,-0.7241589630474792
ATP2B1,-0.7241589630474792
ATP6,-0.2686230295282266
ATP6V0A1,-0.2585546164033702
ATP6V0A2,-0.2585546164033702
ATP6V0A4,-0.2585546164033702
ATP7A,-0.600880662648489
ATP7B,-0.3035302029671116
ATP8B1,-0.35322613379276624
ATR,-0.6096428544962943
ATRX,-0.21132595518782496
ATXN1,-0.7241589630474792
ATXN2,-0.7226370087215657
ATXN3,-0.600880662648489
ATXN7,-0.2585546164033702
ATXN8,-0.600880662648489
ATXN8OS,-0.600880662648489
AURKA,-0.600880662648489
AVPR1A,-0.7241589630474792
AZI2,-0.2585546164033702
B2M,-0.3656669573005462
BAAT,-0.2585546164033702
BACE1,-0.6313298223058947
BAD,-0.11378164600453868
BANK1,-0.7241589630474792
BARD1,-0.7241589630474792
BAX,-0.3976695832296136
BAZ1B,-0.83370462769801
BBC3,-0.2585546164033702
BCKDHA,-0.35322613379276624
BCKDHB,-0.35322613379276624
BCL2,-0.33884056878127744
BCL2L1,-0.5744437720746824
BCR,-0.21132595518782496
BDKRB1,-0.5744437720746824
BDKRB2,-0.5202060295952191
BDNF,-0.45241642917667874
BECN1,-0.7241589630474792
BGN,-0.7241589630474792
BIRC5,-0.7186984253567977
BLNK,-0.09951478429082447
BLVRA,-0.2585546164033702
BMP1,-0.024538863437767216
BMP4,-0.024538863437767216
BMP6,-0.7241589630474792
BMP7,-0.6262549623629937
BNIP3L,-0.35322613379276624
BPI,-0.5881860122576066
BRAF,-0.35322613379276624
BRAP,-0.7241589630474792
BRCA1,-0.37258327773635663
BRCA2,-0.07073352053724387
BRINP3,-0.7241589630474792
BRIP1,-0.21132595518782496
BSG,-0.6313298223058947
BSND,-0.6392099142205949
BTK,-0.024538863437767216
BTN2A1,-0.7241589630474792
BTNL2,-0.21132595518782496
BUD13,-0.3034492896799361
C12orf65,-0.600880662648489
C1D,-0.7241589630474792
C1QBP,-0.024538863437767216
C20orf181,-0.7186984253567977
C3,-0.36439594129339153
C3AR1,-0.09951478429082447
C3orf58,-0.7241589630474792
C4B,-0.7241589630474792
C5,-0.32087457560207633
C5AR1,-0.09951478429082447
C5AR2,-0.3034492896799361
C6,-0.38148425535571584
C6orf118,-0.7241589630474792
C7,-0.47803620150488657
C8A,-0.7186984253567977
C8B,-0.7241589630474792
C9orf152,-0.7241589630474792
CA2,-0.13268241765795388
CA3,-0.3976695832296136
CACNA1B,-0.600880662648489
CACYBP,-0.7241589630474792
CAD,-0.49030833545882
CADM1,-0.2585546164033702
CALCA,-0.28959445469543443
CALCOCO2,-0.7241589630474792
CALM1,-0.6313298223058947
CALM2,-0.22813824314324604
CALM3,-0.22813824314324604
CALML3,-0.2585546164033702
CALR,-0.7241589630474792
CAMKMT,-0.044869343523860294
CAMP,-0.2585546164033702
CAPG,-0.600880662648489
CARD11,-0.024538863437767216
CARD8,-0.7241589630474792
CARS,-0.2585546164033702
CARTPT,-0.6313298223058947
CASP1,-0.36471550239247097
CASP12,-0.29841630793574747
CASP3,-0.5175559391092837
CASP8,-0.38309697639441675
CASP9,-0.26621226064960923
CASR,-0.6385590793733147
CAST,-0.7241589630474792
CAT,-0.49565516202739274
CAV1,-0.3703389711921722
CAV3,-0.7226370087215657
CBS,-0.5415725799746656
CCDC88A,-0.2616585861011098
CCK,-0.22871500014288793
CCL11,-0.3976695832296136
CCL13,-0.024538863437767216
CCL17,-0.024538863437767216
CCL19,-0.024538863437767216
CCL2,-0.32002667182208483
CCL20,-0.024538863437767216
CCL22,-0.024538863437767216
CCL24,-0.024538863437767216
CCL26,-0.024538863437767216
CCL3,-0.06499159402897571
CCL4,-0.09864753237709455
CCL4L1,-0.044869343523860294
CCL4L2,-0.044869343523860294
CCL5,-0.38914166823695295
CCL7,-0.024538863437767216
CCL8,-0.024538863437767216
CCNA2,-0.5881860122576066
CCND1,-0.7241589630474792
CCNH,-0.6313298223058947
CCR1,-0.024538863437767216
CCR2,-0.3660805758894655
CCR3,-0.3976695832296136
CCR5,-0.6434167025021932
CCR6,-0.024538863437767216
CCR7,-0.3034492896799361
CCR8,-0.024538863437767216
CCR9,-0.024538863437767216
CCT7,-0.7241589630474792
CD14,-0.3703389711921722
CD151,-0.7241589630474792
CD163,-0.5881860122576066
CD177,-0.2585546164033702
CD19,-0.024538863437767216
CD1D,-0.600880662648489
CD274,-0.024538863437767216
CD28,-0.7241589630474792
CD2AP,-0.83370462769801
CD34,-0.7241589630474792
CD36,-0.5619569714511238
CD38,-0.35322613379276624
CD4,-0.3528523649618528
CD40,-0.3528136992207238
CD40LG,-0.35457881939355934
CD44,-0.024538863437767216
CD55,-0.83370462769801
CD59,-0.7241589630474792
CD68,-0.08408153870294933
CD80,-0.2585546164033702
CD81,-0.024538863437767216
CD86,-0.09951478429082447
CD93,-0.7241589630474792
CDA,-0.21132595518782496
CDC20,-0.35322613379276624
CDC42,-0.06499159402897571
CDC73,-0.6434167025021932
CDCP1,-0.6434167025021932
CDH13,-0.6434167025021932
CDH6,-0.7241589630474792
CDH7,-0.7241589630474792
CDK4,-0.6313298223058947
CDK9,-0.2585546164033702
CDKN1A,-0.7241589630474792
CDKN1B,-0.7241589630474792
CDKN1C,-0.7241589630474792
CDKN2A,-0.6382002373092687
CDKN2B,-0.7241589630474792
CDKN2B-AS1,-0.7241589630474792
CDR1,-0.7241589630474792
CEACAM1,-0.6313298223058947
CEACAM5,-0.35322613379276624
CECR,-0.7241589630474792
CEL,-0.3790763632414559
CELA3B,-0.35322613379276624
CELF4,-0.7241589630474792
CELSR2,-0.7241589630474792
CEP19,-0.7241589630474792
CEP72,-0.600880662648489
CEP83-AS1,-0.7241589630474792
CETP,-0.6434167025021932
CFB,-0.09951478429082447
CFH,-0.533288106180154
CFTR,-0.09447215721586966
CHAT,-0.7241589630474792
CHD7,-0.07304062489163274
CHDH,-0.6434167025021932
CHI3L1,-0.5881860122576066
CHIA,-0.024538863437767216
CHIT1,-0.2585546164033702
CHRNA1,-0.2616585861011098
CHRNA5,-0.7241589630474792
CHRND,-0.2616585861011098
CHRNG,-0.2616585861011098
CHUK,-0.024538863437767216
CICP17,-0.7241589630474792
CIDEC,-0.35322613379276624
CIITA,-0.7241589630474792
CIRBP,-0.2585546164033702
CISD1P1,-0.7241589630474792
CKB,-0.7241589630474792
CKM,-0.7241589630474792
CLCN5,-0.83370462769801
CLCNKA,-0.2616585861011098
CLCNKB,-0.2616585861011098
CLDN2,-0.35322613379276624
CLDN4,0.34378280057691296
CLDN5,-0.7241589630474792
CLEC16A,-0.7241589630474792
CLEC6A,-0.024538863437767216
CLIP2,-0.83370462769801
CLU,-0.83370462769801
CMSS1,-0.7241589630474792
CNBP,-0.3034492896799361
CNPY2,-0.35322613379276624
CNR1,-0.4816411001213038
CNR2,-0.35322613379276624
COA5,-0.83370462769801
COL18A1,-0.11378164600453868
COL1A1,-0.7241589630474792
COL26A1,-0.7241589630474792
COL2A1,-0.2616585861011098
COL3A1,-0.7241589630474792
COL4A1,-0.7241589630474792
COL4A2,-0.7241589630474792
COL4A3,-0.83370462769801
COL4A4,-0.83370462769801
COL4A5,-0.30353020296711164
COL8A1,-0.7241589630474792
COMMD7,-0.7241589630474792
COMT,-0.730381798432505
COPD,-0.024538863437767216
COQ6,-0.83370462769801
COQ7,-0.600880662648489
COQ8B,-0.3656669573005462
COTL1,-0.2585546164033702
COX1,-0.36480885295283566
COX10,-0.83370462769801
COX14,-0.83370462769801
COX2,-0.3558262704761122
COX20,-0.83370462769801
COX3,-0.36313231494699516
COX6B1,-0.83370462769801
COX8A,-0.22896819171237284
CP,-0.3470607604512149
CPA1,-0.35322613379276624
CPB2,-0.6613890011676024
CPE,-0.2151903682812749
CPOX,-0.600880662648489
CPT1C,-0.600880662648489
CR2,-0.36193937322724745
CREB1,-0.7186984253567977
CREBBP,-0.2585546164033702
CREG1,-0.7241589630474792
CREM,-0.7241589630474792
CRH,-0.2585546164033702
CRISPLD2,-0.2585546164033702
CRK,-0.2585546164033702
CRLF2,-0.024538863437767216
CRLS1,-0.024538863437767216
CRP,-0.3672265208673173
CRYZ,-0.7511245830492573
CSF2,-0.36113690003129245
CSF3,-0.525010197204949
CSRP3,-0.2585546164033702
CST3,-0.7241589630474792
CTC1,-0.21132595518782496
CTGF,-0.7241589630474792
CTLA4,-0.4280388408436869
CTNS,-0.83370462769801
CTRB2,-0.35322613379276624
CTRC,-0.35322613379276624
CTSB,-0.555157908559773
CTSD,-0.7241589630474792
CTSG,-0.4052070102965904
CTSK,-0.024538863437767216
CTSL,-0.4218659186363725
CTSS,-0.600880662648489
CUBN,-0.83370462769801
CUL4B,-0.600880662648489
CX3CL1,-0.4052070102965904
CX3CR1,-0.7241589630474792
CXCL1,-0.3889281637920561
CXCL10,-0.729375423268933
CXCL12,-0.3794648347727805
CXCL13,-0.024538863437767216
CXCL2,-0.08696862622853001
CXCL5,-0.024538863437767216
CXCL6,-0.7241589630474792
CXCL8,-0.3220266958195512
CXCL9,-0.024538863437767216
CXCR2,-0.09654646276801292
CXCR3,-0.024538863437767216
CXCR4,-0.09951478429082447
CXCR5,-0.7241589630474792
CYBA,-0.7241589630474792
CYBB,-0.3889281637920561
CYCS,-0.21132595518782496
CYLD,-0.024538863437767216
CYP11B2,-0.6855586583381638
CYP17A1,-0.730381798432505
CYP17A1-AS1,-0.7241589630474792
CYP19A1,-0.3034492896799361
CYP1A1,-0.39153945227280706
CYP1A2,-0.6167299954619834
CYP27A1,-0.642991342103656
CYP2B6,-0.7155383287327071
CYP2C19,-0.533252610750681
CYP2C8,-0.7226370087215657
CYP2C9,-0.5111131029071939
CYP2D6,-0.6644328743162544
CYP2E1,-0.10845901757095847
CYP2J2,-0.7241589630474792
CYP3A4,-0.6628991701646358
CYP3A5,-0.09120362011757936
CYP4A11,-0.7186984253567977
CYP4F2,-0.7186984253567977
CYP4F3,-0.730381798432505
CYP4V2,0.0563220956567818
CYP7A1,-0.3034492896799361
CYR61,-0.2585546164033702
CYTB,-0.03265635356749569
D2HGDH,-0.600880662648489
DAB2,-0.7241589630474792
DAB2IP,-0.7241589630474792
DAG1,-0.600880662648489
DAPK1,-0.600880662648489
DBH,-0.7511245830492573
DBT,-0.35322613379276624
DCAF17,-0.3034492896799361
DCAF7,-0.43485784574513
DCLK2,-0.7241589630474792
DCLRE1C,-0.10169434198003294
DCN,-0.7241589630474792
DCR,-0.6313298223058947
DDAH1,-0.7241589630474792
DDAH2,-0.7241589630474792
DDIT3,-0.6855586583381638
DDX39A,-0.7241589630474792
DDX39B,-0.7241589630474792
DECR1,-0.4215395232569099
DEFB1,-0.2585546164033702
DEFB4A,-0.09951478429082447
DEFB4B,-0.09951478429082447
DES,-0.7241589630474792
DGAT1,-0.3034492896799361
DGCR2,-0.7241589630474792
DGKB,-0.7241589630474792
DGKE,-0.83370462769801
DGKZ,-0.7241589630474792
DGUOK,-0.2275574013320193
DHFR,-0.07073352053724387
DHH,-0.600880662648489
DHPS,-0.024538863437767216
DIO3,-0.7241589630474792
DIS3L2,-0.2616585861011098
DISC1,-0.6434167025021932
DKC1,-0.21132595518782496
DLD,-0.2585546164033702
DLG4,-0.6313298223058947
DLK1,-0.7241589630474792
DMRTA1,-0.7241589630474792
DNAH8,-0.7241589630474792
DNAI1,-0.024538863437767216
DNASE1,-0.729375423268933
DNASE1L3,-0.83370462769801
DNM2,-0.600880662648489
DNMT3B,-0.024538863437767216
DOCK8,-0.024538863437767216
DOT1L,-0.7241589630474792
DPP4,-0.5965798110760819
DPYD,-0.600880662648489
DRD1,-0.7511245830492573
DRD2,-0.5291586506269899
DRD3,-0.5291586506269897
DRD4,-0.7511245830492573
DST,-0.600880662648489
DUSP1,-0.29841630793574747
DUSP10,-0.35322613379276624
DUSP3,-0.2585546164033702
DUSP6,-0.35322613379276624
DVL1,-0.7241589630474792
DYM,-0.2585546164033702
DYNC1I1,-0.600880662648489
E2F1,-0.7241589630474792
E2F4,-0.7241589630474792
EBF2,-0.642991342103656
EBP,-0.6388273854868718
ECE1,-0.024538863437767216
EDIL3,-0.6313298223058947
EDN1,-0.4779188306273248
EDN2,-0.7241589630474792
EDNRA,-0.6385590793733147
EDNRB,-0.7173284513718173
EEF1A2,-0.6434167025021932
EGF,-0.34120566075069175
EGFR,-0.600880662648489
EGLN3,-0.7241589630474792
EGR1,-0.35322613379276624
EGR2,-0.600880662648489
EHHADH,-0.83370462769801
EIF3B,-0.2585546164033702
EIF4A3,-0.7241589630474792
EIF4HP1,-0.7241589630474792
ELANE,-0.37258327773635663
ELF3,-0.3034492896799361
ELN,-0.4089951688002213
ELP1,-0.600880662648489
EMP1,-0.06499159402897571
ENG,-0.6786250673410513
ENO1,-0.7241589630474792
ENPP1,-0.7241589630474792
ENTPD1,-0.6313298223058947
EPAS1,-0.7241589630474792
EPHB2,-0.600880662648489
EPHX1,-0.7241589630474792
EPHX2,-0.6313298223058947
EPO,-0.5142401934385507
EPOR,-0.7241589630474792
EPRS,-0.7241589630474792
ERBB3,-0.2616585861011098
ERCC1,-0.600880662648489
ERCC3,-0.600880662648489
ERCC4,-0.2275574013320193
ERCC5,-0.2616585861011098
ERCC6,-0.31414986224144653
ERCC6L2,-0.21132595518782496
ERCC8,-0.7871398346881058
ERVK-11,-0.2585546164033702
ERVK-19,-0.2585546164033702
ESAM,-0.024538863437767216
ESR1,-0.7186984253567977
ESR2,-0.7241589630474792
ESRRA,-0.3034492896799361
ETS2,-0.024538863437767216
ETV6,-0.21132595518782496
F10,-0.5828294044302436
F11,-0.3624495918346875
F13A1,-0.7051228396644484
F13B,-0.37258327773635663
F2,-0.36417379798411864
F2R,-0.41086060711039146
F2RL1,-0.3976695832296136
F2RL3,-0.6313298223058947
F3,-0.3977604114399641
F5,-0.35387836429981295
F7,-0.34543408489496186
F8,-0.0680586654594749
F9,-0.7051228396644484
FABP1,-0.6313298223058947
FABP2,-0.6428356024927557
FABP3,-0.7241589630474792
FABP4,-0.7241589630474792
FABP5,-0.024538863437767216
FADS2,-0.7241589630474792
FAIM2,-0.7241589630474792
FAM126A,-0.600880662648489
FAN1,-0.83370462769801
FANCA,-0.21132595518782496
FANCB,-0.21132595518782496
FANCC,-0.21132595518782496
FANCD2,-0.21132595518782496
FANCE,-0.21132595518782496
FANCF,-0.21132595518782496
FANCG,-0.21132595518782496
FANCI,-0.21132595518782496
FANCL,-0.21132595518782496
FANCM,-0.21132595518782496
FAS,-0.5337674860132627
FASLG,-0.2585546164033702
FASN,-0.2585546164033702
FASTKD2,-0.83370462769801
FBLN5,-0.600880662648489
FBN1,-0.044869343523860294
FBXO15,-0.024538863437767216
FBXO32,-0.2585546164033702
FCAR,-0.5881860122576066
FCGR1A,-0.09951478429082447
FCGR2A,-0.11992475993075313
FCGR2C,-0.21132595518782496
FCGR3A,-0.37258327773635663
FCGR3B,-0.37258327773635663
FDX1,-0.35322613379276624
FECH,-0.2616585861011098
FER,-0.2963906990334369
FERMT3,-0.37506576263153263
FES,-0.7241589630474792
FGA,-0.5807982275322123
FGB,-0.5415725799746656
FGF10,0.34378280057691296
FGF2,-0.5370248111951124
FGF21,-0.3034492896799361
FGF7,-0.009402356697437893
FGFR2,-0.11378164600453868
FGFR3,-0.7241589630474792
FGG,-0.38645011650087996
FHOD3,-0.7241589630474792
FIG4,-0.600880662648489
FILIP1L,-0.7241589630474792
FLI1,-0.21132595518782496
FLJ20021,-0.7241589630474792
FLNA,-0.21132595518782496
FLT1,-0.7241589630474792
FN1,-0.5087983265176196
FOLH1,-0.7241589630474792
FOS,-0.14922884204218986
FOSB,-0.12413585086559624
FOSL1,-0.024538863437767216
FOXD3,-0.7241589630474792
FOXL1,-0.7241589630474792
FOXM1,-0.024538863437767216
FOXO1,-0.7241589630474792
FOXO3,-0.3976695832296136
FOXO4,-0.5744437720746824
FOXP3,-0.2391571305469855
FPR2,-0.2585546164033702
FSD1,-0.7241589630474792
FSD1L,-0.7241589630474792
FST,-0.5881860122576066
FSTL1,-0.7241589630474792
FTO,-0.7051228396644484
FUCA1,-0.600880662648489
FURIN,0.0563220956567818
FUZ,-0.7511245830492573
FXN,-0.7226370087215657
FYB1,-0.21132595518782496
FZD2,-0.7241589630474792
G6PC,-0.3006852576346447
G6PC3,-0.2391571305469855
G6PD,-0.5900141398020256
GAA,-0.7241589630474792
GABPA,-0.12413585086559624
GAL,-0.3794648347727805
GALNS,-0.2585546164033702
GAN,-0.600880662648489
GAPDH,-0.2585546164033702
GARS,-0.600880662648489
GAST,-0.19475635826151222
GATA1,-0.21132595518782496
GATA3,-0.024538863437767216
GATA4,-0.7241589630474792
GBA,-0.21132595518782496
GBE1,-0.2616585861011098
GCG,-0.3660805758894655
GCH1,-0.7511245830492573
GCK,-0.7226370087215657
GCKR,-0.7241589630474792
GCLC,-0.39901535196748694
GCLM,-0.3976695832296136
GDAP1,-0.600880662648489
GDE1,-0.5881860122576066
GDF1,-0.7241589630474792
GDF15,-0.7241589630474792
GDNF,-0.6262549623629937
GFAP,-0.7173284513718173
GFER,-0.600880662648489
GFI1B,-0.21132595518782496
GFPT1,-0.3034492896799361
GFPT2,-0.7241589630474792
GFRA1,-0.7451148262332268
GFRA2,-0.7511245830492573
GGT1,-0.6434167025021932
GGT2,-0.3034492896799361
GGTLC3,-0.3034492896799361
GGTLC4P,-0.3034492896799361
GGTLC5P,-0.3034492896799361
GH1,-0.6434167025021932
GHRH,-0.6855586583381638
GHRL,-0.5336035926995595
GHSR,-0.7241589630474792
GIT2,-0.2585546164033702
GJA1,-0.7241589630474792
GJA4,-0.7241589630474792
GJB1,-0.600880662648489
GJB3,-0.600880662648489
GJE1,-0.600880662648489
GLA,-0.6503264684726697
GLB1,-0.3034492896799361
GLE1,-0.2616585861011098
GLI1,-0.600880662648489
GLI2,-0.7511245830492573
GLI3,-0.7241589630474792
GNB3,-0.7241589630474792
GOLGA4,-0.7241589630474792
GOLT1A,-0.6313298223058947
GOLT1B,-0.6313298223058947
GORASP1,-0.2585546164033702
GOT1,-0.6313298223058947
GP1BA,-0.6096428544962943
GP1BB,-0.21132595518782496
GP6,-0.7241589630474792
GP9,-0.21132595518782496
GPIHBP1,-0.35322613379276624
GPR162,-0.7241589630474792
GPRC5A,-0.024538863437767216
GPX1,-0.7226370087215657
GRAP2,-0.2585546164033702
GRIK2,-0.3076039856010708
GRIN2B,-0.7511245830492573
GRK4,-0.7241589630474792
GRK5,-0.2585546164033702
GRM8,-0.7241589630474792
GRN,-0.6313298223058947
GRP,-0.2585546164033702
GRPR,-0.2585546164033702
GSK3B,-0.7241589630474792
GSN,-0.5882973688399827
GSR,-0.6392099142205949
GSTM1,-0.39153945227280706
GSTM2,-0.7241589630474792
GSTP1,-0.39273568776066814
GSTT1,-0.39273568776066814
GTF2I,-0.83370462769801
GTF2IRD1,-0.83370462769801
GUCY1A3,-0.7241589630474792
GUSB,-0.83370462769801
GYS1,-0.7241589630474792
GZMB,-0.09951478429082447
GZMK,-0.2585546164033702
H2AFX,-0.6313298223058947
HABP2,0.0563220956567818
HADH,-0.7278637202028101
HADHA,-0.600880662648489
HADHB,-0.600880662648489
HARS,-0.600880662648489
HARS2,-0.600880662648489
HAVCR1,-0.06827755339778033
HBA1,-0.6313298223058947
HBB,-0.2585546164033702
HBEGF,-0.7186984253567977
HCCS,-0.024538863437767216
HDAC6,-0.600880662648489
HELZ2,-0.3034492896799361
HFE,-0.642991342103656
HGF,-0.3621601785517849
HHIPL1,-0.7241589630474792
HIC1,-0.7241589630474792
HIF1A,-0.337633010745023
HK1,0.10761693477056244
HLA-A,-0.21132595518782496
HLA-B,-0.5965798110760819
HLA-DPB1,-0.5370290532464127
HLA-DPB2,-0.7241589630474792
HLA-DQA1,-0.4218659186363725
HLA-DQA2,-0.35322613379276624
HLA-DQB1,-0.35322613379276624
HLA-DRB1,-0.1519872986097695
HLA-DRB3,-0.21132595518782496
HLCS,-0.21132595518782496
HMBS,-0.600880662648489
HMGB1,-0.3794648347727805
HMGCR,-0.6434167025021932
HMOX1,-0.3849612715699128
HNF1A,-0.7241589630474792
HNF1B,-0.83370462769801
HNF4A,-0.83370462769801
HNRNPUL1,-0.7241589630474792
HP,-0.3587056410907601
HPGDS,-0.3976695832296136
HPS5,-0.21132595518782496
HPSE,-0.5965798110760819
HPSE2,-0.729375423268933
HRG,-0.5881860122576066
HRH3,-0.11378164600453868
HSD11B1,-0.3034492896799361
HSD11B2,-0.7241589630474792
HSF1,-0.35322613379276624
HSH2D,-0.2585546164033702
HSP90AB1,-0.35322613379276624
HSPA12B,-0.2585546164033702
HSPA14,-0.024538863437767216
HSPA1A,-0.120788709426165
HSPA1B,-0.13486663397171283
HSPA2,-0.35322613379276624
HSPA4,-0.5900141398020256
HSPA5,-0.7241589630474792
HSPB1,-0.7173284513718173
HSPB2,-0.7186984253567977
HSPB3,-0.7173284513718173
HSPB8,-0.600880662648489
HSPD1,-0.37258327773635663
HSPG2,-0.5533145697000225
HTR1D,-0.7241589630474792
HTR2A,-0.6596651113125539
HTR2C,-0.7511245830492573
IAPP,-0.11378164600453868
IARS2,-0.600880662648489
ICAM1,-0.3859562918052979
ICOS,-0.03265635356749569
ICOSLG,-0.024538863437767216
ID2,-0.3034492896799361
IER3,-0.35322613379276624
IFI27,-0.2585546164033702
IFNA2,-0.5244523261355112
IFNAR1,-0.21132595518782496
IFNG,-0.3801691802368876
IFT172,-0.35322613379276624
IGF1,-0.38264389243941593
IGF1R,-0.7226370087215657
IGF2,-0.7241589630474792
IGF2R,-0.7241589630474792
IKBKB,-0.024538863437767216
IL10,-0.33547832954335227
IL11,-0.5413823888309524
IL12B,-0.7241589630474792
IL12RB1,-0.2585546164033702
IL13,-0.10845901757095847
IL15,-0.35322613379276624
IL16,-0.024538863437767216
IL17A,-0.3221710865284692
IL17C,-0.6313298223058947
IL17D,-0.14746023616520718
IL18,-0.3764944157939109
IL19,-0.2585546164033702
IL1A,-0.3792008904443056
IL1B,-0.34451624688072335
IL1R1,-0.024538863437767216
IL1R2,-0.022292725685140853
IL1RL1,-0.2585546164033702
IL1RN,-0.3353682087966608
IL2,-0.33379785750006313
IL21,-0.06499159402897571
IL21R,-0.024538863437767216
IL22,-0.16578862957962714
IL23A,-0.09951478429082447
IL23R,-0.7241589630474792
IL25,-0.024538863437767216
IL27,-0.09951478429082447
IL2RA,-0.29841630793574747
IL2RB,-0.024538863437767216
IL2RG,-0.07304062489163274
IL3,-0.3801549638499521
IL33,-0.024538863437767216
IL4,-0.3794648347727805
IL4R,-0.7241589630474792
IL5,-0.024538863437767216
IL5RA,-0.024538863437767216
IL6,-0.3408037669136436
