,Count
BSND,98
MAP2K6,98
GSR,98
CFTR,97
CEL,97
IL13,94
CYP2E1,94
ABCF1,94
APRT,94
REG3A,94
PF4,93
TERT,93
NIPBL,93
MS4A1,93
LRBA,93
DHFR,93
SLC35A1,93
BRCA2,93
RPS19,93
XPR1,93
P2RY12,92
ENG,92
PTEN,92
IL6R,91
AKR1B1,90
AHR,89
TNFRSF25,89
ALOX5AP,89
AGTR1,89
CD68,89
NR3C2,89
RMRP,88
LIG4,88
VIP,88
IL7R,88
IL2RG,88
CHD7,88
SERPINC1,87
HSPB1,86
AKR1A1,86
EDNRB,86
GFAP,86
HSPB3,86
NPY,86
C20orf181,85
APOH,85
TM7SF2,85
PLA2G7,85
SETD2,85
HBEGF,85
P2RY2,85
KLK4,85
BIRC5,85
ATM,85
SLC33A1,85
HSPB2,85
LGALS2,85
ESR1,85
PTGIS,85
CREB1,85
MDK,85
SP1,85
MAP3K5,85
ROS1,85
CYP4F2,85
CYP4A11,85
TBXA2R,85
ADORA1,85
TGFBR2,85
AKT1S1,85
NPPA,85
NOTCH3,85
RAMP1,85
SH2B1,84
CXCL10,84
DNASE1,84
HPSE2,84
SST,83
CYP11B2,83
DDIT3,83
GHRH,83
SERPIND1,82
F9,82
F13A1,82
LEP,82
FTO,82
SERPINA5,82
MTR,82
LIPG,82
PDX1,81
IGF1R,81
FXN,81
LTC4S,81
KCNJ11,81
ND2,81
GPX1,81
CAV3,81
CYP2C8,81
ATXN2,81
AIRE,81
ALOX15,81
SMAD3,81
ABCG1,81
AR,81
TXN2,81
PRKCE,81
VCAN,80
TSPAN10,80
LRP8,80
LRPAP1,80
TET2,80
RYR3,80
TSPO,80
SOCS1,80
LRRFIP1,80
LTA4H,80
SMG6,80
TRPC3,80
TRPC4,80
TTLL6,80
LOC643339,80
TIPARP,80
LOC392232,80
SCAP,80
SCARB1,80
SCG2,80
TRK-CTT1-2,80
SCN5A,80
TRIB3,80
SMARCA4,80
TRIB1,80
LTB,80
TIMP4,80
SMAD9,80
RPS6KB1,80
MIR126,80
MIR100,80
RPL35P4,80
THBS4,80
MICA,80
MIAT,80
MIA3,80
MIA,80
MGP,80
RPL39P30,80
RPS24P4,80
MEF2C,80
MEF2A,80
TXN,80
MAP2K7,80
TIMP3,80
RPSAP22,80
TUBGCP2,80
MDH2,80
MCTP1,80
MB,80
MAT2B,80
MAT2A,80
TENM3,80
SOD3,80
MAPT,80
RUNX1T1,80
TTPA,80
SDC4,80
SELPLG,80
SEC24D,80
LINC01020,80
SLC24A5,80
KIF6,80
KIF2C,80
TMEM182,80
SLF1,80
SLC27A6,80
KIF28P,80
SLC2A6,80
SLC7A9,80
SLC2A9,80
KIAA1462,80
KCNQ1,80
TMPRSS4,80
KCNMA1,80
KCNK5,80
KCNK2,80
TNFSF13,80
TNFRSF4,80
KCNK12,80
KCNJ2,80
SLC5A5,80
SLC6A4,80
KCNE2,80
JRKL-AS1,80
JPH3,80
TNFRSF14,80
TNC,80
SLPI,80
SLC1A7,80
SIRPA,80
TNNT2,80
LINC00861,80
RPL31P39,80
LINC00841,80
LINC00310,80
LINC00305,80
SEMA3F,80
TM6SF2,80
TPD52,80
SERPINA3,80
LDHA,80
LCP1,80
SERPINA4,80
TGFB2,80
SIK2,80
TNNI3K,80
TNNI3,80
LAYN,80
SF3A2,80
LAMA4,80
SFRP2,80
SH2B3,80
SIAH2,80
LAMA3,80
KRT16,80
KMT2A,80
SMAD2,80
MIR151A,80
MIR17,80
SORT1,80
NPPB,80
PCSK2,80
PPAP2B,80
VAMP8,80
PPP1R42,80
PCSK1,80
PAPPA2,80
PAPPA,80
PALLD,80
P4HB,80
PROM1,80
OSR1,80
XRCC1,80
OR10A4,80
OPRK1,80
OPRD1,80
PSMA6,80
PTGER2,80
OGN,80
UTS2R,80
OGFOD1,80
NUCB2,80
NTRK2,80
NRIP1,80
NRG3,80
PTN,80
NPR3,80
NPR1,80
POU2F3,80
POSTN,80
TBX20,80
PEBP1,80
VDAC2,80
PLCB3,80
PLA1A,80
PKD1,80
PLCL2,80
PI3,80
PHACTR1,80
VEGFB,80
PGBD5,80
PER3,80
PLN,80
THBS1,80
PNMT,80
PDE3A,80
TAS2R50,80
TFAM,80
POM121L12,80
VPS51,80
POM121L9P,80
WARS,80
WARS2,80
PDGFD,80
WDR12,80
WRN,80
PON2,80
PDE5A,80
NPPC,80
PTPRC,80
SP3,80
NOX5,80
RNA5SP347,80
RNF13,80
UBA52P6,80
MST1,80
MSRA,80
MRAS,80
TEAD1,80
ZNF202,80
MMRN1,80
TXNRD3,80
ZNF536,80
TXNRD2,80
ZNF627,80
MLX,80
MIR548G,80
MIR548AB,80
MIR499A,80
TXNRD1,80
MIR4693,80
MIR325,80
MIR23A,80
RPL31P26,80
MIR223,80
MIR210,80
MIR197,80
PLCB1,80
MIR15B,80
ZC3HC1,80
MTHFD1L,80
YY1AP1,80
YBX1,80
QKI,80
NFKBIL1,80
RAD50,80
THBS2,80
RANBP1,80
RAP1BP2,80
UTS2,80
YAP1,80
NES,80
NEIL3,80
SUCLG2P2,80
RCAN1,80
REG1A,80
YTHDF3,80
TBX5,80
USP7,80
MYH7,80
RENBP,80
RFXAP,80
ST6GALNAC1,80
MTND1P36,80
RIPK1,80
RIPK3,80
SPARC,80
RLN2,80
TCFL5,80
PDE8B,80
TBX3,80
ITIH3,80
CA3,80
CELSR2,80
CELF4,80
CECR,80
CDR1,80
CDKN2B-AS1,80
CDKN2B,80
CDKN1C,80
CDKN1B,80
CDKN1A,80
CDH7,80
CDH6,80
CD93,80
CD59,80
CD34,80
CD28,80
CD151,80
CCT7,80
CCND1,80
CAST,80
CARD8,80
CALR,80
CEP19,80
CEP83-AS1,80
CHAT,80
COL3A1,80
CTSD,80
CTGF,80
CST3,80
CREM,80
CREG1,80
COMMD7,80
COL8A1,80
COL4A2,80
COL4A1,80
COL26A1,80
CHRNA5,80
COL1A1,80
CMSS1,80
CLEC16A,80
CLDN5,80
CKM,80
CKB,80
CISD1P1,80
CIITA,80
CICP17,80
CACYBP,80
C9orf152,80
CXCL6,80
C8B,80
ANXA5,80
ANP32B,80
ANKRD18EP,80
ANK2,80
ANG,80
ALMS1,80
AIMP1,80
AHSG,80
AHCYP3,80
ADRB1,80
ADRA2B,80
ADRA1D,80
ADD1,80
ADAMTS1,80
ADAM8,80
ACTA2,80
ACHE,80
ABCC9,80
ABCA4,80
XDH,80
ITGA1,80
AP3D1,80
APEX1,80
ARC,80
BMP6,80
C8A,80
C7,80
C6orf118,80
C4B,80
C3orf58,80
C1D,80
BTN2A1,80
BRINP3,80
BRAP,80
BGN,80
ARG1,80
BECN1,80
BARD1,80
BANK1,80
AVPR1A,80
ATXN1,80
ATR,80
ATP2B1,80
ATP10D,80
ATOH1,80
CX3CR1,80
CALCOCO2,80
CXCR5,80
FLT1,80
GRK4,80
GPR162,80
GP6,80
GOLGA4,80
GNB3,80
GLI3,80
GJA4,80
GJA1,80
GHSR,80
GFPT2,80
GDF15,80
GDF1,80
GCKR,80
GATA4,80
GAA,80
FZD2,80
FSTL1,80
FSD1L,80
FSD1,80
FOXO1,80
FOXD3,80
GRM8,80
GSK3B,80
GSTM2,80
IGF2,80
CYBA,80
INSIG2,80
INHBE,80
INHBA,80
ILF3,80
IL4R,80
IL23R,80
IL12B,80
IGF2R,80
HTR1D,80
GUCY1A3,80
HSPA5,80
HSD11B2,80
HNRNPUL1,80
HNF1A,80
HLA-DPB2,80
HIC1,80
HHIPL1,80
HADH,80
GYS1,80
FOLH1,80
FOXL1,80
FLJ20021,80
DES,80
E2F1,80
DVL1,80
DNAH8,80
DMRTA1,80
DLK1,80
DIO3,80
DGKZ,80
DGKB,80
DGCR2,80
DDX39B,80
EDN2,80
DDX39A,80
DDAH2,80
DDAH1,80
DCN,80
DCLK2,80
DAB2IP,80
DAB2,80
CYP2J2,80
CYP17A1-AS1,80
E2F4,80
DOT1L,80
EGLN3,80
F10,80
FILIP1L,80
FHOD3,80
FGFR3,80
FES,80
FAIM2,80
EIF4A3,80
FABP4,80
FABP3,80
F13B,80
FADS2,80
ESR2,80
ENPP1,80
EPRS,80
EIF4HP1,80
ENO1,80
IRX1,80
EPAS1,80
EPHX1,80
EPOR,80
PINK1,76
EMP1,75
NTF3,75
VIM,75
CALCA,75
CDC42,75
CCL3,75
OFD1,74
HAVCR1,74
ACKR1,74
TGFA,73
ALB,73
PARP9,73
SARS,73
FGF7,73
SFTPC,73
SLC27A5,73
SFTPB,73
IL1R2,72
ICOS,71
CYTB,71
SLC29A2,70
SLC35C1,70
SYK,70
TAGLN,70
TNFRSF11A,70
TIMELESS,70
TNFRSF8,70
TNFSF12,70
TRAF1,70
TSLP,70
TTF1,70
UCN3,70
VASP,70
VCP,70
AD14,70
SLC29A1,70
ARHGEF5,70
SLC11A2,70
SGPL1,70
RETNLB,70
RLFP1,70
RNASE3,70
RNF125,70
RPAIN,70
S100A12,70
SCAF11,70
SCGB1A1,70
SCGB3A2,70
ABCA3,70
SEMA4A,70
SFTPA2,70
RAP1B,70
ADORA2B,70
ACP5,70
VIM2P,70
CTSK,70
CXCL13,70
CXCL1,70
CCR1,70
CCL8,70
CCL7,70
CCL26,70
AOC2,70
CCL24,70
CCL22,70
CCL20,70
CCL19,70
CCL17,70
CCL13,70
CARD11,70
C1QBP,70
AOC3,70
BTK,70
ARHGEF2,70
BMP4,70
CCR6,70
CCR8,70
CCR9,70
CHUK,70
BMP1,70
CRLS1,70
CRLF2,70
CR2,70
COPD,70
WNT4,70
CLEC6A,70
CHIA,70
ZC3H12A,70
ZAP70,70
ALDH7A1,70
CD81,70
ZBTB24,70
CD44,70
CD274,70
CD19,70
RBM45,70
ESAM,70
PTGDS,70
IL16,70
IL21R,70
IL25,70
IL2RB,70
IL33,70
IL5,70
IL5RA,70
PTGDR2,70
ITGA4,70
ITGA5,70
ITGAV,70
ITGAX,70
JAK3,70
JAM3,70
LCLAT1,70
LGALS9,70
LOC102723996,70
LPAR1,70
IL1R1,70
IKBKB,70
LSP1,70
ICOSLG,70
CXCL9,70
CXCR3,70
CYLD,70
DHPS,70
DNAI1,70
DNMT3B,70
DOCK8,70
ECE1,70
ETS2,70
FABP5,70
FBXO15,70
FOSL1,70
FOXM1,70
GATA3,70
GPRC5A,70
HCCS,70
HSPA14,70
LPAR2,70
IL9,70
PDE7A,70
PR@,70
NFATC2,70
PNP,70
NEO1,70
MUC2,70
NFKB2,70
MS4A2,70
PIN1,70
NINJ1,70
PGPEP1,70
MRC1,70
MIR127,70
PRCP,70
NKX2-1,70
NLRC4,70
MIP,70
MICE,70
MCAM,70
PRKCD,70
MASP2,70
MAPK8,70
PDE4A,70
PTAFR,70
CXCL5,70
CNR1,67
S100A8,59
TLR1,59
GAST,59
PROC,59
COX8A,58
ND1,58
CASP12,57
IL2RA,57
NOD2,57
SSRP1,57
DUSP1,57
NQO1,57
PPP3CA,57
SAA1,56
G6PC3,56
FOXP3,56
SHH,55
APC,54
VLDLR,52
CASP9,52
CCK,50
MMP7,50
CA2,48
G6PC,47
MUT,47
SLC7A7,47
SLC37A4,47
TERC,47
PCCB,47
PCCA,47
SH2D1A,47
OXT,44
LEPR,43
SERPINA13P,43
HSPG2,43
APOC2,43
LYST,42
ACTN4,41
LYZ,41
NPHS2,41
NPHS1,41
MVK,41
SERPINA1,40
ABCC8,39
GRIK2,38
ISYNA1,38
IRAK1,38
TAT,38
ITGAL,38
ADAM10,38
KAT5,38
NCF1,36
DRD3,35
SLC6A3,35
DRD2,35
WNK1,34
PTK2B,34
AAK1,33
DEFB1,33
SENP6,33
SCN1A,33
SAA@,33
S1PR3,33
RNF19A,33
RIMS2,33
RELB,33
RELA,33
R3HDM2P2,33
QPCT,33
PYGM,33
PSME3,33
PRKCA,33
PPP6R2,33
POLDIP2,33
PNPLA2,33
PNOC,33
PIGF,33
PDE2A,33
PDCD1,33
PAGR1,33
P2RX7,33
NTS,33
NR4A2,33
SEA,33
SERPINF1,33
ABCC11,33
SERPING1,33
UROD,33
TRPV5,33
TRPM4,33
TREML1,33
TRAF6,33
TOLLIP,33
TNIP3,33
TNIP1,33
TLR8,33
TLR7,33
TCIRG1,33
TAGAP,33
TAB3,33
SYT1,33
SYNCRIP,33
SUFU,33
SPI1,33
SMUG1,33
SLC7A2,33
SIT1,33
SIRT6,33
SIGLEC9,33
SFRP1,33
NR1I3,33
NOX1,33
NOD1,33
NLRP1,33
IRGM,33
IRAK4,33
IL1RL1,33
IL19,33
IL12RB1,33
IFI27,33
HSPA12B,33
HSH2D,33
HBB,33
GZMK,33
GRPR,33
GRP,33
GRK5,33
GRAP2,33
GORASP1,33
GIT2,33
GAPDH,33
GALNS,33
GAL,33
FST,33
FPR2,33
FER,33
FBXO32,33
ISG20,33
KAT8,33
KCNJ8,33
MMP16,33
NHS,33
NFE2,33
NELFE,33
NCR3LG1,33
NCKAP1,33
NAPSA,33
NAP1L1,33
NAA25,33
MUL1,33
MPST,33
MIR608,33
KEAP1,33
MIR483,33
MIR4772,33
MIR155,33
MIR146A,33
MFGE8,33
MAPK14,33
LTBR,33
LIPT1,33
LGALS1,33
LAMP1,33
WNT5A,33
FASN,33
FASLG,33
CYR61,33
CRK,33
CRISPLD2,33
CRH,33
COTL1,33
CIRBP,33
CHIT1,33
CDK9,33
CD80,33
CD177,33
CARS,33
CAMP,33
CALML3,33
CADM1,33
C5,33
ATXN7,33
BLVRA,33
BBC3,33
BAAT,33
AZI2,33
CSRP3,33
CREBBP,33
DLD,33
ATP6V0A1,33
AHSA1,33
AIMP2,33
AMPD2,33
DUSP3,33
AQP5,33
ASS1,33
ATG16L1,33
AOAH,33
ATP6V0A2,33
ERVK-19,33
ATP6V0A4,33
EIF3B,33
ERVK-11,33
DYM,33
SOAT1,30
CTLA4,29
TBXAS1,28
MUC16,28
PHGDH,28
CTSL,28
HLA-DQA1,28
TRNL1,28
TRNS1,28
TRPV1,27
MMACHC,27
SCARB2,27
TREX1,27
SMARCAL1,27
COL4A5,27
ATP7B,27
OCRL,27
ARID1B,26
PGC,26
TFF2,26
BAD,26
MUC6,26
OXTR,26
HRH3,26
PSCA,26
SRF,26
SSB,26
TFF1,26
IAPP,26
VGF,26
FGFR2,26
COL18A1,26
EGF,26
ABCB4,25
GFRA1,25
ND6,25
ND5,25
F8,25
ND4,25
COX3,25
TYMS,25
PIP4K2A,24
PIP4K2C,24
RGS9,24
KRAS,24
HTR2C,24
SLC18A2,24
PAH,24
MTNR1B,24
MTNR1A,24
DRD4,24
GRIN2B,24
GLI2,24
GFRA2,24
GCH1,24
FUZ,24
DRD1,24
DBH,24
CRYZ,24
ARRB2,24
ADORA2A,24
DGUOK,24
ERCC4,24
TPO,24
TNFRSF10A,24
SLC46A1,24
PSAP,24
KRT8,24
ADAMTS18,24
PSEN2,24
HSF1,24
SDF4,24
WNK2,24
FDX1,24
HSP90AB1,24
HSPA2,24
PTHLH,24
PRSS2,24
HLA-DQB1,24
PRSS1,24
PPY,24
PNLIPRP2,24
PNLIP,24
IER3,24
EGR1,24
DUSP6,24
VMP1,24
HLA-DQA2,24
IFT172,24
SULF1,24
ADH4,24
TRNS2,24
TRNH,24
TRNF,24
TRNW,24
TF,24
TACR1,24
STC2,24
SLC25A13,24
UBR1,24
UGT1A7,24
SPINK1,24
SMO,24
SLCO1B3,24
GPIHBP1,24
USP14,24
DUSP10,24
SCT,24
OTC,24
BCKDHA,24
CDC20,24
CD4,24
CD38,24
BRAF,24
BNIP3L,24
NUPR1,24
BCKDHB,24
ATP8B1,24
CELA3B,24
ASNS,24
APCS,24
AP2S1,24
ANIB1,24
AMY2A,24
AMT,24
AGR2,24
CEACAM5,24
TRNQ,24
CIDEC,24
CPA1,24
MORC4,24
CLDN2,24
MDM2,24
LOC101929279,24
LMF1,24
DBT,24
CTRC,24
CTRB2,24
MTCO3P1,24
CNR2,24
IL15,24
NCOA3,24
MTAP,24
CNPY2,24
ETV6,23
FANCG,23
FANCM,23
FANCL,23
FANCF,23
FANCI,23
FANCE,23
FANCD2,23
FLI1,23
FANCC,23
FYB1,23
FANCB,23
FANCA,23
FCGR2C,23
CTC1,23
ERCC6L2,23
DKC1,23
ABL1,23
ACAD9,23
ACD,23
ACTN1,23
ANKRD26,23
AP3B1,23
ASPG,23
GATA1,23
BCR,23
BRIP1,23
BTNL2,23
ABCD4,23
CDA,23
CYCS,23
LMX1B,23
ATRX,23
FLNA,23
GBA,23
SALL4,23
SRC,23
GFI1B,23
SLX4,23
SLC20A2,23
SLC19A2,23
SC5D,23
SBDS,23
RUNX1,23
STIM1,23
RTEL1,23
RNASEH2C,23
RNASEH2A,23
RBM8A,23
RAD51C,23
RAD51,23
PRKACG,23
STAT1,23
STT3B,23
PEPD,23
WAS,23
ZFPM1,23
XRCC2,23
XIAP,23
WRAP53,23
WIPF1,23
WFS1,23
WDR1,23
VPS45,23
TALDO1,23
USB1,23
UROS,23
UBE2T,23
EBP,23
TMEM165,23
TINF2,23
TCN2,23
PRF1,23
SNX10,23
MMAB,23
HPS5,23
IL3,23
IRF7,23
HLCS,23
HLA-DRB3,23
HLA-A,23
ITK,23
ITPA,23
IVD,23
JAK1,23
LMBRD1,23
MAD2L2,23
MASTL,23
MECOM,23
MMAA,23
IFNAR1,23
MPIG6B,23
NBEAL2,23
GP1BB,23
PDGFRB,23
PDGFB,23
PARN,23
PALB2,23
OCLN,23
NRAS,23
NOP10,23
NHP2,23
GP9,23
NHEJ1,23
NBN,23
PDSS2,22
CPE,22
MYO1E,22
ARHGDIA,22
AMN,22
B2M,22
COQ8B,22
PLCE1,22
PTPRO,22
LAMB2,22
MYO5A,20
TFG,20
MIR107,19
NEIL1,19
NEDD4,19
MIR27B,19
MIR143,19
KLRK1,19
GGTLC4P,19
NR1H4,19
KL,19
IRS1,19
ID2,19
HSD11B1,19
HELZ2,19
GLB1,19
NPC1L1,19
ZPR1,19
PPARGC1B,19
SMARCD1,19
ZMPSTE24,19
USF1,19
UCP1,19
TXNIP,19
TRH,19
SREBF1,19
SLC2A4,19
PTH,19
SHC1,19
SDC2,19
SAA3P,19
RGN,19
RAB27A,19
PYGL,19
GGTLC5P,19
ANGPTL3,19
GGTLC3,19
BUD13,19
GGT2,19
ABCG5,19
ABCG8,19
ACAT1,19
ACSL3,19
ACSL5,19
AGL,19
APOBEC1,19
APOF,19
AS3MT,19
ASRGL1,19
ACADSB,19
C5AR2,19
DGAT1,19
CCR7,19
GFPT1,19
ESRRA,19
ELF3,19
FGF21,19
DCAF17,19
CYP7A1,19
CYP19A1,19
CNBP,19
MKKS,18
ERBB3,18
MAPRE2,18
LPIN2,18
INPPL1,18
GLE1,18
GBE1,18
FECH,18
ERCC5,18
CHRND,18
DIS3L2,18
COL2A1,18
CLCNKA,18
CHRNG,18
CHRNA1,18
CCDC88A,18
AIP,18
MRPS22,18
MRPS16,18
CLCNKB,18
SLC26A2,18
SLC9A2,18
SLC9A3,18
STAT6,18
TAC1,18
TUBB,18
ZNHIT3,18
SLC9A1,18
CALM3,16
CALM2,16
VKORC1,14
PTPN11,12
CYP3A5,12
PODXL,12
FERMT3,12
CAMKMT,11
ADAMTS10,11
CCL4L1,11
ABCG2,11
PNN,11
LMO3,11
KRIT1,11
FBN1,11
CCL4L2,11
SRPX,11
LIMK1,9
SEMA6A,8
DCAF7,7
KDR,7
SCNN1A,7
GDNF,6
HLA-DPB1,6
BMP7,6
PDE4D,6
GOLT1A,5
FABP1,5
GOLT1B,5
F2RL3,5
GOT1,5
KCNK3,5
GRN,5
H2AFX,5
HBA1,5
IL17C,5
IL21,5
ENTPD1,5
KIAA1147,5
KIDINS220,5
EPHX2,5
BACE1,5
EDIL3,5
ANGPTL1,5
MAP2,5
RET,5
PMM2,5
KIF1B,5
INSR,5
INF2,5
ERCC6,5
ANXA1,5
DLG4,5
BSG,5
CALM1,5
CARTPT,5
CCNH,5
CDK4,5
CEACAM1,5
DCR,5
LMO1,5
ERCC8,5
MAP3K11,5
PTGDR,5
PWAR4,5
RAC1,5
RAMP2,5
REST,5
SEMA3A,5
SERPINB6,5
SERPINE2,5
SERPINI1,5
SLC19A1,5
SLC1A2,5
SLC6A1,5
SLC8A1,5
SYP,5
ZRANB3,5
MIR320A,5
PTGER1,5
SRR,5
PSPN,5
ODC1,5
PSEN1,5
MSC,5
NDRG4,5
NGB,5
NPR2,5
NRN1,5
MIR491,5
PAWR,5
PRKG1,5
PROZ,5
PIK3R3,5
MIR424,5
PLSCR1,5
PPIG,5
PRKCH,5
GUSB,4
COX10,4
COX14,4
COX20,4
COX6B1,4
CTNS,4
CUBN,4
DGKE,4
DNASE1L3,4
EHHADH,4
FASTKD2,4
GTF2I,4
GTF2IRD1,4
COQ6,4
FAN1,4
CD55,4
COL4A4,4
COL4A3,4
COA5,4
CLU,4
CLIP2,4
CLCN5,4
CD2AP,4
C6,4
BAZ1B,4
APOPT1,4
ANLN,4
AMMECR1,4
ACSL4,4
HNF4A,4
HNF1B,4
RFC2,4
ITGA8,4
KCNE5,4
WDR19,4
VTN,4
VHL,4
TRPC6,4
TRNN,4
TRNK,4
TRNE,4
TBL2,4
TACO1,4
SLITRK6,4
SDHD,4
SDHB,4
SCO1,4
RHOA,4
RAB38,4
PTPN22,4
PRTN3,4
PRODH,4
PET100,4
PAX2,4
PAK2,4
PAK1,4
NUP107,4
NEU1,4
NCK2,4
NCK1,4
MPV17,4
MAFB,4
LRP2,4
PRRT2,4
WDR73,4
SGMS1,3
AQP1,3
WDR26,3
TWIST1,3
SPHK1,3
SGK1,3
PRKAG2,3
MUC5B,3
MARK2,3
ITGB6,3
FGF10,3
ATN1,3
CLDN4,3
PTGIR,2
MTRR,2
KLKB1,2
PROS1,2
HABP2,2
FURIN,2
F11,2
CYP4V2,2
GDAP1,1
GCK,1
GARS,1
ERCC1,1
FUCA1,1
ERCC3,1
GAN,1
FIG4,1
FAM126A,1
FBLN5,1
GFER,1
HARS2,1
GJB1,1
GJB3,1
GJE1,1
GLI1,1
HADHA,1
ELP1,1
ZBTB17,1
YARS,1
XK,1
VPS13A,1
UCHL1,1
TYMP,1
TTR,1
TRPV4,1
TRIM2,1
EPHB2,1
EGFR,1
