,Cerebral Infarction -log(BH) Diff,Cerebral Infarction -log(BH) Diff,Cerebral Infarction -log(BH) Diff,Cerebral Infarction -log(BH) Diff,Cerebral Infarction -log(BH) Diff,Deep Vein Thrombosis -log(BH) Diff,Deep Vein Thrombosis -log(BH) Diff,Deep Vein Thrombosis -log(BH) Diff,Deep Vein Thrombosis -log(BH) Diff,Deep Vein Thrombosis -log(BH) Diff,Delirium -log(BH) Diff,Delirium -log(BH) Diff,Delirium -log(BH) Diff,Delirium -log(BH) Diff,Delirium -log(BH) Diff,Edema -log(BH) Diff,Edema -log(BH) Diff,Edema -log(BH) Diff,Edema -log(BH) Diff,Edema -log(BH) Diff,Gastric ulcer -log(BH) Diff,Gastric ulcer -log(BH) Diff,Gastric ulcer -log(BH) Diff,Gastric ulcer -log(BH) Diff,Gastric ulcer -log(BH) Diff,Hemorrhage -log(BH) Diff,Hemorrhage -log(BH) Diff,Hemorrhage -log(BH) Diff,Hemorrhage -log(BH) Diff,Hemorrhage -log(BH) Diff,Hyperlipidemia -log(BH) Diff,Hyperlipidemia -log(BH) Diff,Hyperlipidemia -log(BH) Diff,Hyperlipidemia -log(BH) Diff,Hyperlipidemia -log(BH) Diff,Myocardial Infarction -log(BH) Diff,Myocardial Infarction -log(BH) Diff,Myocardial Infarction -log(BH) Diff,Myocardial Infarction -log(BH) Diff,Myocardial Infarction -log(BH) Diff,Pancreatitis -log(BH) Diff,Pancreatitis -log(BH) Diff,Pancreatitis -log(BH) Diff,Pancreatitis -log(BH) Diff,Pancreatitis -log(BH) Diff,Peripheral Neuropathy -log(BH) Diff,Peripheral Neuropathy -log(BH) Diff,Peripheral Neuropathy -log(BH) Diff,Peripheral Neuropathy -log(BH) Diff,Peripheral Neuropathy -log(BH) Diff,Pneumonia -log(BH) Diff,Pneumonia -log(BH) Diff,Pneumonia -log(BH) Diff,Pneumonia -log(BH) Diff,Pneumonia -log(BH) Diff,Proteinuria -log(BH) Diff,Proteinuria -log(BH) Diff,Proteinuria -log(BH) Diff,Proteinuria -log(BH) Diff,Proteinuria -log(BH) Diff,Pulmonary Edema -log(BH) Diff,Pulmonary Edema -log(BH) Diff,Pulmonary Edema -log(BH) Diff,Pulmonary Edema -log(BH) Diff,Pulmonary Edema -log(BH) Diff,Sepsis -log(BH) Diff,Sepsis -log(BH) Diff,Sepsis -log(BH) Diff,Sepsis -log(BH) Diff,Sepsis -log(BH) Diff,Tardive Dyskinesia -log(BH) Diff,Tardive Dyskinesia -log(BH) Diff,Tardive Dyskinesia -log(BH) Diff,Tardive Dyskinesia -log(BH) Diff,Tardive Dyskinesia -log(BH) Diff,Thrombocytopenia -log(BH) Diff,Thrombocytopenia -log(BH) Diff,Thrombocytopenia -log(BH) Diff,Thrombocytopenia -log(BH) Diff,Thrombocytopenia -log(BH) Diff
ABCG5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3034492896799361,0.2588530446576906,-0.7238184736771327,0.1906756653533126,-5.765536503918787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCG8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3034492896799361,0.25885304465769066,-0.7238184736771327,0.1906756653533126,-5.765536503918787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.600880662648489,0.0,-0.600880662648489,-0.600880662648489,-0.600880662648489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21132595518782496,0.6714010637798207,-1.9788186985822251,0.7943008267116998,-4.860496969319974
ABO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11378164600453868,0.33660231269985624,-0.873746924972993,0.7838558621265488,-2.9583227961180056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7241589630474792,0.3889383470894495,-1.993921625236842,0.9818616389731174,-57.932717043798334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACAD9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21132595518782496,0.6714010637798207,-1.9788186985822251,0.7943008267116998,-4.860496969319974
ACADSB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3034492896799361,0.25885304465769066,-0.7238184736771327,0.1906756653533126,-5.765536503918787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3034492896799361,0.2588530446576906,-0.7238184736771327,0.1906756653533126,-5.765536503918787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21132595518782496,0.6714010637798206,-1.9788186985822251,0.7943008267116998,-4.860496969319974
ACE,-0.6313298223058947,0.1042045724150404,-0.7159413609125735,-0.4911643324698271,-3.1566491115294735,0.0563220956567818,0.3647671534033865,-0.2016072320688664,0.31425142338243,0.1126441913135636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11378164600453868,0.3366023126998563,-0.873746924972993,0.7838558621265488,-2.9583227961180056,0.0,0.0,0.0,0.0,0.0,-0.3034492896799361,0.2588530446576906,-0.7238184736771327,0.1906756653533126,-5.765536503918787,-0.7241589630474792,0.3889383470894495,-1.993921625236842,0.9818616389731174,-57.932717043798334,0.0,0.0,0.0,0.0,0.0,-0.600880662648489,0.0,-0.600880662648489,-0.600880662648489,-0.600880662648489,-0.024538863437767223,0.7966540894758823,-0.9612872582749395,2.69020138254721,-1.7177204406437057,-0.83370462769801,0.3930403120133961,-1.340930746824771,-0.4941551110670765,-3.33481851079204,0.34378280057691296,0.60789373550925,-0.3568412835404082,0.7312326029000751,1.0313484017307388,-0.2585546164033702,0.7014854822468166,-1.901196468100899,2.580384974496262,-8.532302341311215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACE2,-0.6313298223058947,0.10420457241504037,-0.7159413609125735,-0.4911643324698271,-3.1566491115294735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7241589630474792,0.3889383470894495,-1.993921625236842,0.9818616389731174,-57.932717043798334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024538863437767226,0.7966540894758825,-0.9612872582749395,2.69020138254721,-1.7177204406437059,-0.83370462769801,0.3930403120133961,-1.340930746824771,-0.4941551110670765,-3.33481851079204,0.0,0.0,0.0,0.0,0.0,-0.2585546164033702,0.7014854822468166,-1.901196468100899,2.580384974496262,-8.532302341311215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACHE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7241589630474792,0.3889383470894495,-1.993921625236842,0.9818616389731174,-57.932717043798334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
