Gene,Drug,Adverse Event,Difference in -log(BH),Adverse Event Count,Adverse event mean -log(BH) diff,All Adverse Event Counts,All Adverse events mean -log(BH) diff
F2R,lurasidone,Myocardial Infarction,-0.553838195931954,48.0,-0.7842037199344579,112,-0.5759962479519208
F2R,maprotiline,Myocardial Infarction,-0.818613548972376,48.0,-0.7842037199344579,112,-0.5759962479519208
F2R,metoclopramide,Myocardial Infarction,-0.8376359906638751,48.0,-0.7842037199344579,112,-0.5759962479519208
F2R,mirtazapine,Myocardial Infarction,-0.5564977606077797,48.0,-0.7842037199344579,112,-0.5759962479519208
F2R,nafarelin,Myocardial Infarction,-0.7265873945267582,48.0,-0.7842037199344579,112,-0.5759962479519208
F2R,nortriptyline,Myocardial Infarction,-0.5054846392511241,48.0,-0.7842037199344579,112,-0.5759962479519208
F2R,olanzapine,Myocardial Infarction,-0.631909386264736,48.0,-0.7842037199344579,112,-0.5759962479519208
F2R,olmesartan,Myocardial Infarction,-0.4096354456851934,48.0,-0.7842037199344579,112,-0.5759962479519208
F2R,paroxetine,Myocardial Infarction,-1.3298291530646846,48.0,-0.7842037199344579,112,-0.5759962479519208
F2R,pergolide,Myocardial Infarction,-0.686442119595279,48.0,-0.7842037199344579,112,-0.5759962479519208
F2R,phentolamine,Myocardial Infarction,-0.72600119448939,48.0,-0.7842037199344579,112,-0.5759962479519208
F2R,phenylephrine,Myocardial Infarction,-1.0221840402638254,48.0,-0.7842037199344579,112,-0.5759962479519208
F2R,pilocarpine,Myocardial Infarction,-0.7252194804099492,48.0,-0.7842037199344579,112,-0.5759962479519208
F2R,pramipexole,Myocardial Infarction,-1.360518672475873,48.0,-0.7842037199344579,112,-0.5759962479519208
F2R,pseudoephedrine,Myocardial Infarction,-0.724809404776563,48.0,-0.7842037199344579,112,-0.5759962479519208
F2R,risperidone,Myocardial Infarction,-0.8611946433904603,48.0,-0.7842037199344579,112,-0.5759962479519208
F2R,ropinirole,Myocardial Infarction,-0.9282152844089424,48.0,-0.7842037199344579,112,-0.5759962479519208
F2R,tramadol,Myocardial Infarction,-0.9521137418296064,48.0,-0.7842037199344579,112,-0.5759962479519208
F2R,trazodone,Myocardial Infarction,-1.0603108150263996,48.0,-0.7842037199344579,112,-0.5759962479519208
F2R,trimipramine,Myocardial Infarction,-1.1360095220884947,48.0,-0.7842037199344579,112,-0.5759962479519208
F2R,triptorelin,Myocardial Infarction,-0.7265873945267582,48.0,-0.7842037199344579,112,-0.5759962479519208
F2R,tropicamide,Myocardial Infarction,-0.743321033794544,48.0,-0.7842037199344579,112,-0.5759962479519208
F2R,amitriptyline,Tardive Dyskinesia,-0.7264757988413955,17.0,-0.6684410676131853,112,-0.5759962479519208
F2R,amoxapine,Tardive Dyskinesia,-0.6850847532173159,17.0,-0.6684410676131853,112,-0.5759962479519208
F2R,aripiprazole,Tardive Dyskinesia,-0.5549177615706657,17.0,-0.6684410676131853,112,-0.5759962479519208
F2R,asenapine,Tardive Dyskinesia,-0.7536416673914612,17.0,-0.6684410676131853,112,-0.5759962479519208
F2R,chlorpromazine,Tardive Dyskinesia,-0.5103477945881192,17.0,-0.6684410676131853,112,-0.5759962479519208
F2R,clozapine,Tardive Dyskinesia,-0.5461305563546084,17.0,-0.6684410676131853,112,-0.5759962479519208
F2R,escitalopram,Tardive Dyskinesia,-0.2089667088802898,17.0,-0.6684410676131853,112,-0.5759962479519208
F2R,haloperidol,Tardive Dyskinesia,-0.5974019599710729,17.0,-0.6684410676131853,112,-0.5759962479519208
F2R,iloperidone,Tardive Dyskinesia,-0.9074846690488024,17.0,-0.6684410676131853,112,-0.5759962479519208
F2R,loxapine,Tardive Dyskinesia,-0.7265415463446807,17.0,-0.6684410676131853,112,-0.5759962479519208
F2R,olanzapine,Tardive Dyskinesia,-0.467962963672095,17.0,-0.6684410676131853,112,-0.5759962479519208
F2R,paliperidone,Tardive Dyskinesia,-0.7064127517884486,17.0,-0.6684410676131853,112,-0.5759962479519208
F2R,quetiapine,Tardive Dyskinesia,-0.5675078345557392,17.0,-0.6684410676131853,112,-0.5759962479519208
F2R,risperidone,Tardive Dyskinesia,-0.5907600817008962,17.0,-0.6684410676131853,112,-0.5759962479519208
F2R,thiothixene,Tardive Dyskinesia,-0.920726976339216,17.0,-0.6684410676131853,112,-0.5759962479519208
F2R,trazodone,Tardive Dyskinesia,-1.1355480737708683,17.0,-0.6684410676131853,112,-0.5759962479519208
F2R,ziprasidone,Tardive Dyskinesia,-0.7575862513884761,17.0,-0.6684410676131853,112,-0.5759962479519208
F2R,atropine,Sepsis,-0.3586910540490571,10.0,-0.28022542396463285,112,-0.5759962479519208
F2R,clozapine,Sepsis,-0.2122118097084371,10.0,-0.28022542396463285,112,-0.5759962479519208
F2R,cocaine,Sepsis,-0.1987468697915204,10.0,-0.28022542396463285,112,-0.5759962479519208
F2R,conivaptan,Sepsis,-0.1739713535752418,10.0,-0.28022542396463285,112,-0.5759962479519208
F2R,dexamethasone,Sepsis,-0.2660121012499328,10.0,-0.28022542396463285,112,-0.5759962479519208
F2R,epinephrine,Sepsis,-0.267343186135438,10.0,-0.28022542396463285,112,-0.5759962479519208
F2R,goserelin,Sepsis,-0.5307917003482245,10.0,-0.28022542396463285,112,-0.5759962479519208
F2R,paroxetine,Sepsis,-0.5917718426913918,10.0,-0.28022542396463285,112,-0.5759962479519208
F2R,pramipexole,Sepsis,-0.212455025917599,10.0,-0.28022542396463285,112,-0.5759962479519208
F2R,ropinirole,Sepsis,0.0097407038205137,10.0,-0.28022542396463285,112,-0.5759962479519208
F2R,amitriptyline,Pneumonia,-0.342088606912533,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,amoxapine,Pneumonia,-0.4084578135763266,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,apomorphine,Pneumonia,-0.3013332624474252,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,aripiprazole,Pneumonia,-0.6559961283807034,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,asenapine,Pneumonia,-0.6656210872091517,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,chlorpromazine,Pneumonia,-0.2832179425152006,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,clozapine,Pneumonia,-0.5779667422051951,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,dexamethasone,Pneumonia,-0.2642539292953962,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,doxepin,Pneumonia,-0.4777324410676122,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,haloperidol,Pneumonia,-0.4222035195123546,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,iloperidone,Pneumonia,-0.3667479433831939,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,loxapine,Pneumonia,-0.4546484822110681,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,lurasidone,Pneumonia,-0.0031627153047573,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,metoclopramide,Pneumonia,-0.3547710362817149,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,mirtazapine,Pneumonia,-0.0302973919320468,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,molindone,Pneumonia,0.0529445515874549,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,nefazodone,Pneumonia,-0.362377007997523,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,olanzapine,Pneumonia,-0.4811959370645429,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,paliperidone,Pneumonia,-0.3557897377368384,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,paroxetine,Pneumonia,-0.5401661056107603,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,pergolide,Pneumonia,-0.3323296060481659,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,pilocarpine,Pneumonia,-0.2900622234684977,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,pimavanserin,Pneumonia,-0.1946851841350714,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,pramipexole,Pneumonia,0.3197756978734567,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,promethazine,Pneumonia,-0.7742453080292844,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,quetiapine,Pneumonia,-0.5482503791866318,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,risperidone,Pneumonia,-0.4262534929280583,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,ropinirole,Pneumonia,0.401810761221526,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,thioridazine,Pneumonia,-0.0915600296991847,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,thiothixene,Pneumonia,0.0135411265482723,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,tiotropium,Pneumonia,-0.4029140863165583,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,tramadol,Pneumonia,-0.4196738470846544,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,trifluoperazine,Pneumonia,-0.2098084951311083,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,trihexyphenidyl,Pneumonia,-0.3232434743859951,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,ziprasidone,Pneumonia,-0.4408359282647929,35.0,-0.3146805070883325,112,-0.5759962479519208
F2R,bivalirudin,Hemorrhage,-1.140689287068125,1.0,-1.140689287068125,112,-0.5759962479519208
F2R,ziprasidone,Cerebral Infarction,-0.5495417895309078,1.0,-0.5495417895309078,112,-0.5759962479519208
BDKRB1,amitriptyline,Edema,-0.2004136481148748,16.0,-0.2574546580970115,102,-0.5146918624723881
BDKRB1,bromocriptine,Edema,0.0152974591084706,16.0,-0.2574546580970115,102,-0.5146918624723881
BDKRB1,cabergoline,Edema,-0.2910154107323386,16.0,-0.2574546580970115,102,-0.5146918624723881
BDKRB1,caffeine,Edema,-0.5763823945868634,16.0,-0.2574546580970115,102,-0.5146918624723881
BDKRB1,carvedilol,Edema,-0.999252666038501,16.0,-0.2574546580970115,102,-0.5146918624723881
BDKRB1,desmopressin,Edema,0.0496428305219467,16.0,-0.2574546580970115,102,-0.5146918624723881
BDKRB1,epinephrine,Edema,-0.3443630022847461,16.0,-0.2574546580970115,102,-0.5146918624723881
BDKRB1,goserelin,Edema,0.245765087485239,16.0,-0.2574546580970115,102,-0.5146918624723881
BDKRB1,loxapine,Edema,-0.2549523982006807,16.0,-0.2574546580970115,102,-0.5146918624723881
BDKRB1,nortriptyline,Edema,-0.1128962895265104,16.0,-0.2574546580970115,102,-0.5146918624723881
BDKRB1,olanzapine,Edema,-0.116281308388082,16.0,-0.2574546580970115,102,-0.5146918624723881
BDKRB1,paliperidone,Edema,-0.0112463539530587,16.0,-0.2574546580970115,102,-0.5146918624723881
BDKRB1,pentoxifylline,Edema,-0.1855737652282201,16.0,-0.2574546580970115,102,-0.5146918624723881
BDKRB1,pergolide,Edema,0.0017445745128057,16.0,-0.2574546580970115,102,-0.5146918624723881
BDKRB1,phendimetrazine,Edema,-0.9022269106575392,16.0,-0.2574546580970115,102,-0.5146918624723881
BDKRB1,pseudoephedrine,Edema,-0.437120333469231,16.0,-0.2574546580970115,102,-0.5146918624723881
BDKRB1,acamprosate,Gastric ulcer,-0.0926130265419384,22.0,-0.11527447161240204,102,-0.5146918624723881
BDKRB1,atropine,Gastric ulcer,-0.0401780619153644,22.0,-0.11527447161240204,102,-0.5146918624723881
BDKRB1,cabergoline,Gastric ulcer,-0.0364710283284068,22.0,-0.11527447161240204,102,-0.5146918624723881
BDKRB1,caffeine,Gastric ulcer,-0.2168296782135623,22.0,-0.11527447161240204,102,-0.5146918624723881
BDKRB1,cevimeline,Gastric ulcer,-0.4490428356905909,22.0,-0.11527447161240204,102,-0.5146918624723881
BDKRB1,citalopram,Gastric ulcer,-0.3242546491784441,22.0,-0.11527447161240204,102,-0.5146918624723881
BDKRB1,clomipramine,Gastric ulcer,-0.2381203795973796,22.0,-0.11527447161240204,102,-0.5146918624723881
BDKRB1,clopidogrel,Gastric ulcer,0.3251206454185329,22.0,-0.11527447161240204,102,-0.5146918624723881
BDKRB1,clozapine,Gastric ulcer,-0.1960273652769775,22.0,-0.11527447161240204,102,-0.5146918624723881
BDKRB1,dextromethorphan,Gastric ulcer,0.1528266445650228,22.0,-0.11527447161240204,102,-0.5146918624723881
BDKRB1,diphenhydramine,Gastric ulcer,-0.1621698859814664,22.0,-0.11527447161240204,102,-0.5146918624723881
BDKRB1,donepezil,Gastric ulcer,-0.482013522098871,22.0,-0.11527447161240204,102,-0.5146918624723881
BDKRB1,doxylamine,Gastric ulcer,-0.0757745184419125,22.0,-0.11527447161240204,102,-0.5146918624723881
BDKRB1,hyoscyamine,Gastric ulcer,-0.01179221714583,22.0,-0.11527447161240204,102,-0.5146918624723881
BDKRB1,octreotide,Gastric ulcer,0.7838558621265488,22.0,-0.11527447161240204,102,-0.5146918624723881
BDKRB1,paroxetine,Gastric ulcer,-0.2135129107515823,22.0,-0.11527447161240204,102,-0.5146918624723881
BDKRB1,pergolide,Gastric ulcer,0.0142432006435964,22.0,-0.11527447161240204,102,-0.5146918624723881
BDKRB1,phenylephrine,Gastric ulcer,0.0770863596487281,22.0,-0.11527447161240204,102,-0.5146918624723881
BDKRB1,pramipexole,Gastric ulcer,-0.4389631562289331,22.0,-0.11527447161240204,102,-0.5146918624723881
BDKRB1,pseudoephedrine,Gastric ulcer,-0.420282081983748,22.0,-0.11527447161240204,102,-0.5146918624723881
BDKRB1,ropinirole,Gastric ulcer,-0.4579357257573662,22.0,-0.11527447161240204,102,-0.5146918624723881
BDKRB1,scopolamine,Gastric ulcer,-0.0331900447429003,22.0,-0.11527447161240204,102,-0.5146918624723881
BDKRB1,acamprosate,Myocardial Infarction,-0.73552908469388,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,adenosine,Myocardial Infarction,-0.6048911261083845,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,amitriptyline,Myocardial Infarction,-0.4387633123015213,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,amoxapine,Myocardial Infarction,-0.6806729813555457,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,apomorphine,Myocardial Infarction,-0.5398531574849681,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,aripiprazole,Myocardial Infarction,-0.5601201197567622,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,atropine,Myocardial Infarction,-0.5563150188446446,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,bromocriptine,Myocardial Infarction,-0.5066459573765147,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,clozapine,Myocardial Infarction,-0.926819571051034,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,cyclobenzaprine,Myocardial Infarction,-0.4713167667672469,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,danazol,Myocardial Infarction,-1.065235969578584,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,desipramine,Myocardial Infarction,-0.9501123357607176,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,dextroamphetamine,Myocardial Infarction,-1.2871471573376765,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,dihydroergotamine,Myocardial Infarction,-0.6500183979496104,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,diphenhydramine,Myocardial Infarction,-1.0567399606511465,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,disopyramide,Myocardial Infarction,-0.4555729728125453,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,eletriptan,Myocardial Infarction,-0.8595706615867158,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,epinephrine,Myocardial Infarction,-0.8698317743030746,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,escitalopram,Myocardial Infarction,-0.8673038141375802,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,fenoldopam,Myocardial Infarction,-0.7871506637445247,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,fentanyl,Myocardial Infarction,-0.3296246199192971,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,frovatriptan,Myocardial Infarction,-0.6666066679579981,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,gabapentin,Myocardial Infarction,-0.68586457362575,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,goserelin,Myocardial Infarction,-0.5372811355387537,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,histrelin,Myocardial Infarction,-0.7265873945267582,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,imipramine,Myocardial Infarction,-0.69967517097359,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,ketoprofen,Myocardial Infarction,-0.347384224908259,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,leuprolide,Myocardial Infarction,-1.0701330305147323,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,levodopa,Myocardial Infarction,-0.1983071491784933,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,lurasidone,Myocardial Infarction,-0.553838195931954,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,maprotiline,Myocardial Infarction,-0.818613548972376,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,maraviroc,Myocardial Infarction,-0.6520030902670779,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,metoclopramide,Myocardial Infarction,-0.8376359906638751,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,mirtazapine,Myocardial Infarction,-0.5564977606077797,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,morphine,Myocardial Infarction,0.0192379029844644,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,nafarelin,Myocardial Infarction,-0.7265873945267582,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,nalbuphine,Myocardial Infarction,-0.5602905560882014,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,naloxone,Myocardial Infarction,-0.2887825554547358,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,naltrexone,Myocardial Infarction,-0.4274107243681513,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,naratriptan,Myocardial Infarction,-0.6689745535920792,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,nortriptyline,Myocardial Infarction,-0.5054846392511241,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,octreotide,Myocardial Infarction,-0.6949396663894518,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,olanzapine,Myocardial Infarction,-0.631909386264736,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,oxycodone,Myocardial Infarction,-0.4141763355844539,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,paroxetine,Myocardial Infarction,-1.3298291530646846,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,pasireotide,Myocardial Infarction,-0.6338493701217676,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,pentazocine,Myocardial Infarction,-0.5858196608456012,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,pergolide,Myocardial Infarction,-0.686442119595279,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,phentolamine,Myocardial Infarction,-0.72600119448939,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,phenylephrine,Myocardial Infarction,-1.0221840402638254,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,pilocarpine,Myocardial Infarction,-0.7252194804099492,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,pindolol,Myocardial Infarction,-1.0070394025827394,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,pramipexole,Myocardial Infarction,-1.360518672475873,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,propranolol,Myocardial Infarction,-0.8162595651340006,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,pseudoephedrine,Myocardial Infarction,-0.724809404776563,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,risperidone,Myocardial Infarction,-0.8611946433904603,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,rizatriptan,Myocardial Infarction,-0.6871929884170065,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,ropinirole,Myocardial Infarction,-0.9282152844089424,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,tramadol,Myocardial Infarction,-0.9521137418296064,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,trazodone,Myocardial Infarction,-1.0603108150263996,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,trimipramine,Myocardial Infarction,-1.1360095220884947,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,triptorelin,Myocardial Infarction,-0.7265873945267582,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,tropicamide,Myocardial Infarction,-0.743321033794544,64.0,-0.7163008916743523,102,-0.5146918624723881
BDKRB1,zolmitriptan,Myocardial Infarction,-0.6813583141920656,64.0,-0.7163008916743523,102,-0.5146918624723881
APOE,caffeine,Thrombocytopenia,-0.1125481496176217,5.0,-0.271448769114237,99,-0.4830806976400506
APOE,erlotinib,Thrombocytopenia,-0.209358653502111,5.0,-0.271448769114237,99,-0.4830806976400506
APOE,imatinib,Thrombocytopenia,-0.1577439437870591,5.0,-0.271448769114237,99,-0.4830806976400506
APOE,sargramostim,Thrombocytopenia,-0.3689605682963659,5.0,-0.271448769114237,99,-0.4830806976400506
APOE,vandetanib,Thrombocytopenia,-0.5086325303680272,5.0,-0.271448769114237,99,-0.4830806976400506
APOE,amitriptyline,Tardive Dyskinesia,-0.7264757988413955,12.0,-0.6642954438057882,99,-0.4830806976400506
APOE,aripiprazole,Tardive Dyskinesia,-0.5549177615706657,12.0,-0.6642954438057882,99,-0.4830806976400506
APOE,chlorpromazine,Tardive Dyskinesia,-0.5103477945881192,12.0,-0.6642954438057882,99,-0.4830806976400506
APOE,clozapine,Tardive Dyskinesia,-0.5461305563546084,12.0,-0.6642954438057882,99,-0.4830806976400506
APOE,fluoxetine,Tardive Dyskinesia,-0.8961750085251179,12.0,-0.6642954438057882,99,-0.4830806976400506
APOE,loxapine,Tardive Dyskinesia,-0.7265415463446807,12.0,-0.6642954438057882,99,-0.4830806976400506
APOE,olanzapine,Tardive Dyskinesia,-0.467962963672095,12.0,-0.6642954438057882,99,-0.4830806976400506
APOE,paliperidone,Tardive Dyskinesia,-0.7064127517884486,12.0,-0.6642954438057882,99,-0.4830806976400506
APOE,quetiapine,Tardive Dyskinesia,-0.5675078345557392,12.0,-0.6642954438057882,99,-0.4830806976400506
APOE,risperidone,Tardive Dyskinesia,-0.5907600817008962,12.0,-0.6642954438057882,99,-0.4830806976400506
APOE,thiothixene,Tardive Dyskinesia,-0.920726976339216,12.0,-0.6642954438057882,99,-0.4830806976400506
APOE,ziprasidone,Tardive Dyskinesia,-0.7575862513884761,12.0,-0.6642954438057882,99,-0.4830806976400506
APOE,caffeine,Sepsis,-0.1653136832911652,7.0,-0.3749620076542267,99,-0.4830806976400506
APOE,clozapine,Sepsis,-0.2122118097084371,7.0,-0.3749620076542267,99,-0.4830806976400506
APOE,cocaine,Sepsis,-0.1987468697915204,7.0,-0.3749620076542267,99,-0.4830806976400506
APOE,epinephrine,Sepsis,-0.267343186135438,7.0,-0.3749620076542267,99,-0.4830806976400506
APOE,ketoprofen,Sepsis,0.0721334065028944,7.0,-0.3749620076542267,99,-0.4830806976400506
APOE,theophylline,Sepsis,0.0479445569449783,7.0,-0.3749620076542267,99,-0.4830806976400506
APOE,tofacitinib,Sepsis,-1.901196468100899,7.0,-0.3749620076542267,99,-0.4830806976400506
APOE,captopril,Proteinuria,-1.340930746824771,3.0,-0.9269756123133069,99,-0.4830806976400506
APOE,diflunisal,Proteinuria,-0.9458409790480732,3.0,-0.9269756123133069,99,-0.4830806976400506
APOE,vandetanib,Proteinuria,-0.4941551110670765,3.0,-0.9269756123133069,99,-0.4830806976400506
APOE,aripiprazole,Pancreatitis,-0.4884361485179074,12.0,-0.42139988834350034,99,-0.4830806976400506
APOE,caffeine,Pancreatitis,-0.6019786260559563,12.0,-0.42139988834350034,99,-0.4830806976400506
APOE,clozapine,Pancreatitis,-0.6120429393848799,12.0,-0.42139988834350034,99,-0.4830806976400506
APOE,droxidopa,Pancreatitis,-0.5549610438892962,12.0,-0.42139988834350034,99,-0.4830806976400506
APOE,fenoprofen,Pancreatitis,0.3270964798300024,12.0,-0.42139988834350034,99,-0.4830806976400506
APOE,ketoprofen,Pancreatitis,-0.4705952514928366,12.0,-0.42139988834350034,99,-0.4830806976400506
