,Count
CXCR1,3
ADAMTS4,3
CXCL12,3
SCN5A,3
ITGA4,3
EPHA2,3
NFATC1,3
JAK3,3
IL2,3
FCGR2B,3
FCGR3B,3
FCGR3A,3
C1QA,3
C1QB,3
C1QC,3
FKBP1A,3
FCGR2C,3
C1R,3
FCGR1A,3
FCGR2A,3
GLRA1,2
GATM,2
GCAT,2
BAAT,2
ALAS2,2
GLDC,2
GCSH,2
GLRA2,2
CCR5,2
GLRA3,2
GLRB,2
PDE4A,2
PDE5A,2
TLR4,2
CREB1,2
UGT2B15,2
HTR4,2
AGXT2,2
FGF2,2
MTOR,2
GRIN2B,2
SLC6A9,2
SLC6A5,2
SLC32A1,2
SHMT2,2
SHMT1,2
PIPOX,2
GSS,2
GRIN3B,2
GRIN2C,2
GRIN2A,2
GPR18,2
GNMT,2
GLYAT,2
ALAS1,2
CHRNA4,2
AGXT,2
BCR,2
CYP19A1,2
PTGDR2,2
AR,2
AVPR2,2
AVPR1A,2
SCN10A,2
CES1,2
GSTP1,2
SLC47A1,2
MET,2
F2,2
FYN,2
ITGA2B,2
C1S,2
PDE3A,2
HDAC2,2
MAOB,2
PLA2G4A,2
IL2RG,2
ADORA2B,2
ADA,2
GRM5,2
ABL2,2
BCHE,2
STAT5B,2
CHRNA3,2
YES1,2
TTR,2
C5,2
ABCC10,2
PGRMC1,2
ESR2,2
CHRNB2,2
CHRNA7,2
SLCO1C1,2
CHRNB4,2
SLC18A2,2
SLCO4A1,2
MAPK3,2
CHRNA2,2
AKR1B1,2
TERT,1
SCN2A,1
GABRB3,1
GABRB2,1
ABCC5,1
PLA2G1B,1
SLC28A1,1
IKBKB,1
CHUK,1
FGFR4,1
ITK,1
SH2B3,1
SLC29A2,1
FAAH,1
UGT1A6,1
NT5E,1
ACAT1,1
SCN4A,1
SLC7A11,1
VKORC1,1
TNNC1,1
ABCA5,1
SSTR3,1
IL6,1
SI,1
SDC2,1
PRG2,1
TBXAS1,1
IL3RA,1
CSF2RB,1
CSF2RA,1
CYP11A1,1
RAF1,1
CYP2A13,1
SLC10A1,1
MAPK11,1
FRK,1
DDR2,1
BRAF,1
SLC46A1,1
TDO2,1
S100A4,1
FGF1,1
CD80,1
SOD1,1
MAP3K2,1
HIF1A,1
NDUFC2,1
NPPB,1
SELE,1
VCAM1,1
NPY2R,1
SST,1
TFPI,1
CCL2,1
PGR,1
AVPR1B,1
TAAR1,1
CD86,1
ACHE,1
CNR1,1
GJA1,1
MAP2K2,1
PAH,1
MAP2K1,1
ADK,1
SLC28A3,1
IL1R1,1
ACACA,1
ACACB,1
HLCS,1
MCCC1,1
MCCC2,1
PC,1
PCCA,1
PCCB,1
SLC5A6,1
CAMK2G,1
CDK2,1
HCK,1
CNR2,1
PTGIS,1
SLC31A1,1
IL1B,1
HCAR3,1
NNMT,1
QPRT,1
SLC16A1,1
SLC16A3,1
SLC5A8,1
IFNG,1
TPMT,1
ATP7A,1
ATP7B,1
GSTM1,1
GSTT1,1
MT1A,1
MT2A,1
NQO1,1
HCAR2,1
CYCS,1
CSF3R,1
CASP3,1
ELANE,1
BCL2,1
CFTR,1
THBD,1
AMY2A,1
ABCA3,1
CSF1R,1
DDR1,1
JUN,1
DPP4,1
GLP1R,1
MME,1
SLC22A12,1
UGT1A10,1
CASP1,1
TK1,1
