Gene,Drug,Adverse Event,Difference in -log(BH),Adverse Event Count,Adverse event mean -log(BH) diff,All Adverse Event Counts,All Adverse events mean -log(BH) diff
CYP3A4,lurasidone,Myocardial Infarction,-0.553838195931954,32.0,-0.6636771191739339,170,-0.3559145250772336
CYP3A4,maraviroc,Myocardial Infarction,-0.6520030902670779,32.0,-0.6636771191739339,170,-0.3559145250772336
CYP3A4,mirtazapine,Myocardial Infarction,-0.5564977606077797,32.0,-0.6636771191739339,170,-0.3559145250772336
CYP3A4,morphine,Myocardial Infarction,0.0192379029844644,32.0,-0.6636771191739339,170,-0.3559145250772336
CYP3A4,naloxone,Myocardial Infarction,-0.2887825554547358,32.0,-0.6636771191739339,170,-0.3559145250772336
CYP3A4,nortriptyline,Myocardial Infarction,-0.5054846392511241,32.0,-0.6636771191739339,170,-0.3559145250772336
CYP3A4,olanzapine,Myocardial Infarction,-0.631909386264736,32.0,-0.6636771191739339,170,-0.3559145250772336
CYP3A4,oxycodone,Myocardial Infarction,-0.4141763355844539,32.0,-0.6636771191739339,170,-0.3559145250772336
CYP3A4,pergolide,Myocardial Infarction,-0.686442119595279,32.0,-0.6636771191739339,170,-0.3559145250772336
CYP3A4,pilocarpine,Myocardial Infarction,-0.7252194804099492,32.0,-0.6636771191739339,170,-0.3559145250772336
CYP3A4,propranolol,Myocardial Infarction,-0.8162595651340006,32.0,-0.6636771191739339,170,-0.3559145250772336
CYP3A4,risperidone,Myocardial Infarction,-0.8611946433904603,32.0,-0.6636771191739339,170,-0.3559145250772336
CYP3A4,tramadol,Myocardial Infarction,-0.9521137418296064,32.0,-0.6636771191739339,170,-0.3559145250772336
CYP3A4,trazodone,Myocardial Infarction,-1.0603108150263996,32.0,-0.6636771191739339,170,-0.3559145250772336
CYP3A4,aldesleukin,Pancreatitis,0.1196094216592218,10.0,-0.4188065250990126,170,-0.3559145250772336
CYP3A4,aripiprazole,Pancreatitis,-0.4884361485179074,10.0,-0.4188065250990126,170,-0.3559145250772336
CYP3A4,caffeine,Pancreatitis,-0.6019786260559563,10.0,-0.4188065250990126,170,-0.3559145250772336
CYP3A4,clozapine,Pancreatitis,-0.6120429393848799,10.0,-0.4188065250990126,170,-0.3559145250772336
CYP3A4,naloxone,Pancreatitis,-0.2419164112640377,10.0,-0.4188065250990126,170,-0.3559145250772336
CYP3A4,olanzapine,Pancreatitis,-0.3684312022286047,10.0,-0.4188065250990126,170,-0.3559145250772336
CYP3A4,pergolide,Pancreatitis,-0.702417057089237,10.0,-0.4188065250990126,170,-0.3559145250772336
CYP3A4,propranolol,Pancreatitis,-0.0444584813353881,10.0,-0.4188065250990126,170,-0.3559145250772336
CYP3A4,risperidone,Pancreatitis,-0.7306242004332617,10.0,-0.4188065250990126,170,-0.3559145250772336
CYP3A4,vandetanib,Pancreatitis,-0.5173696063400754,10.0,-0.4188065250990126,170,-0.3559145250772336
CYP3A4,cabozantinib,Cerebral Infarction,-0.4911643324698271,2.0,-0.5203530610003675,170,-0.3559145250772336
CYP3A4,ziprasidone,Cerebral Infarction,-0.5495417895309078,2.0,-0.5203530610003675,170,-0.3559145250772336
CYP3A4,aripiprazole,Delirium,0.0226506539966209,10.0,-0.02090060579499404,170,-0.3559145250772336
CYP3A4,buspirone,Delirium,0.2418399384670237,10.0,-0.02090060579499404,170,-0.3559145250772336
CYP3A4,dronabinol,Delirium,-0.1164145854550273,10.0,-0.02090060579499404,170,-0.3559145250772336
CYP3A4,iloperidone,Delirium,0.0809728945918308,10.0,-0.02090060579499404,170,-0.3559145250772336
CYP3A4,imipramine,Delirium,-0.1017835461429168,10.0,-0.02090060579499404,170,-0.3559145250772336
CYP3A4,nefazodone,Delirium,-0.3244838404311405,10.0,-0.02090060579499404,170,-0.3559145250772336
CYP3A4,oxcarbazepine,Delirium,0.2356475934686344,10.0,-0.02090060579499404,170,-0.3559145250772336
CYP3A4,pergolide,Delirium,-0.0816839673591314,10.0,-0.02090060579499404,170,-0.3559145250772336
CYP3A4,quetiapine,Delirium,0.1308612357733878,10.0,-0.02090060579499404,170,-0.3559145250772336
CYP3A4,ziprasidone,Delirium,-0.296612434859222,10.0,-0.02090060579499404,170,-0.3559145250772336
CYP3A4,amitriptyline,Edema,-0.2004136481148748,10.0,-0.2634809040003699,170,-0.3559145250772336
CYP3A4,bromocriptine,Edema,0.0152974591084706,10.0,-0.2634809040003699,170,-0.3559145250772336
CYP3A4,cabergoline,Edema,-0.2910154107323386,10.0,-0.2634809040003699,170,-0.3559145250772336
CYP3A4,caffeine,Edema,-0.5763823945868634,10.0,-0.2634809040003699,170,-0.3559145250772336
CYP3A4,carvedilol,Edema,-0.999252666038501,10.0,-0.2634809040003699,170,-0.3559145250772336
CYP3A4,epinephrine,Edema,-0.3443630022847461,10.0,-0.2634809040003699,170,-0.3559145250772336
CYP3A4,nortriptyline,Edema,-0.1128962895265104,10.0,-0.2634809040003699,170,-0.3559145250772336
CYP3A4,olanzapine,Edema,-0.116281308388082,10.0,-0.2634809040003699,170,-0.3559145250772336
CYP3A4,paliperidone,Edema,-0.0112463539530587,10.0,-0.2634809040003699,170,-0.3559145250772336
CYP3A4,pergolide,Edema,0.0017445745128057,10.0,-0.2634809040003699,170,-0.3559145250772336
CYP3A4,aripiprazole,Hyperlipidemia,-0.4804867508112256,13.0,-0.3094348636958015,170,-0.3559145250772336
CYP3A4,estradiol,Hyperlipidemia,-0.3322229299881893,13.0,-0.3094348636958015,170,-0.3559145250772336
CYP3A4,fluoxetine,Hyperlipidemia,-0.5100084981472826,13.0,-0.3094348636958015,170,-0.3559145250772336
CYP3A4,olanzapine,Hyperlipidemia,-0.2008629138890967,13.0,-0.3094348636958015,170,-0.3559145250772336
CYP3A4,prasugrel,Hyperlipidemia,-0.1665744940904758,13.0,-0.3094348636958015,170,-0.3559145250772336
CYP3A4,quetiapine,Hyperlipidemia,-0.6820592237269825,13.0,-0.3094348636958015,170,-0.3559145250772336
CYP3A4,saquinavir,Hyperlipidemia,-0.2273188813147637,13.0,-0.3094348636958015,170,-0.3559145250772336
CYP3A4,tacrolimus,Hyperlipidemia,-0.0850320728298843,13.0,-0.3094348636958015,170,-0.3559145250772336
CYP3A4,testosterone,Hyperlipidemia,-0.3337073330542832,13.0,-0.3094348636958015,170,-0.3559145250772336
CYP3A4,tofacitinib,Hyperlipidemia,0.1784953886169393,13.0,-0.3094348636958015,170,-0.3559145250772336
CYP3A4,warfarin,Hyperlipidemia,-0.2148060827133378,13.0,-0.3094348636958015,170,-0.3559145250772336
CYP3A4,zidovudine,Hyperlipidemia,-0.244250962419704,13.0,-0.3094348636958015,170,-0.3559145250772336
CYP3A4,ziprasidone,Hyperlipidemia,-0.7238184736771327,13.0,-0.3094348636958015,170,-0.3559145250772336
CYP3A4,cabergoline,Gastric ulcer,-0.0364710283284068,11.0,-0.21130144479364302,170,-0.3559145250772336
CYP3A4,caffeine,Gastric ulcer,-0.2168296782135623,11.0,-0.21130144479364302,170,-0.3559145250772336
CYP3A4,cevimeline,Gastric ulcer,-0.4490428356905909,11.0,-0.21130144479364302,170,-0.3559145250772336
CYP3A4,citalopram,Gastric ulcer,-0.3242546491784441,11.0,-0.21130144479364302,170,-0.3559145250772336
CYP3A4,clomipramine,Gastric ulcer,-0.2381203795973796,11.0,-0.21130144479364302,170,-0.3559145250772336
CYP3A4,clopidogrel,Gastric ulcer,0.3251206454185329,11.0,-0.21130144479364302,170,-0.3559145250772336
CYP3A4,clozapine,Gastric ulcer,-0.1960273652769775,11.0,-0.21130144479364302,170,-0.3559145250772336
CYP3A4,dextromethorphan,Gastric ulcer,0.1528266445650228,11.0,-0.21130144479364302,170,-0.3559145250772336
CYP3A4,donepezil,Gastric ulcer,-0.482013522098871,11.0,-0.21130144479364302,170,-0.3559145250772336
CYP3A4,lidocaine,Gastric ulcer,-0.873746924972993,11.0,-0.21130144479364302,170,-0.3559145250772336
CYP3A4,pergolide,Gastric ulcer,0.0142432006435964,11.0,-0.21130144479364302,170,-0.3559145250772336
CYP3A4,cabozantinib,Peripheral Neuropathy,-0.600880662648489,1.0,-0.600880662648489,170,-0.3559145250772336
CYP3A4,aldesleukin,Pneumonia,-0.1954482853067212,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,amitriptyline,Pneumonia,-0.342088606912533,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,aripiprazole,Pneumonia,-0.6559961283807034,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,asenapine,Pneumonia,-0.6656210872091517,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,buprenorphine,Pneumonia,-0.2333058203883933,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,chlorpromazine,Pneumonia,-0.2832179425152006,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,clopidogrel,Pneumonia,-0.3748419221742001,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,clozapine,Pneumonia,-0.5779667422051951,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,codeine,Pneumonia,-0.2744020314804629,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,dexamethasone,Pneumonia,-0.2642539292953962,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,dextromethorphan,Pneumonia,-0.2596276404213178,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,doxepin,Pneumonia,-0.4777324410676122,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,fentanyl,Pneumonia,-0.3677379132473319,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,haloperidol,Pneumonia,-0.4222035195123546,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,hydrocodone,Pneumonia,-0.2950945268770173,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,iloperidone,Pneumonia,-0.3667479433831939,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,lurasidone,Pneumonia,-0.0031627153047573,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,maraviroc,Pneumonia,2.667214224381297,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,mirtazapine,Pneumonia,-0.0302973919320468,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,nefazodone,Pneumonia,-0.362377007997523,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,olanzapine,Pneumonia,-0.4811959370645429,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,oxymorphone,Pneumonia,-0.1692107240580416,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,paliperidone,Pneumonia,-0.3557897377368384,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,pergolide,Pneumonia,-0.3323296060481659,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,perphenazine,Pneumonia,-0.3306314735924953,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,pilocarpine,Pneumonia,-0.2900622234684977,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,pimozide,Pneumonia,-0.2724390058424042,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,quetiapine,Pneumonia,-0.5482503791866318,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,risperidone,Pneumonia,-0.4262534929280583,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,sirolimus,Pneumonia,0.6991900349198463,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,tiotropium,Pneumonia,-0.4029140863165583,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,tofacitinib,Pneumonia,0.1676260285267865,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,tramadol,Pneumonia,-0.4196738470846544,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,ziprasidone,Pneumonia,-0.4408359282647929,34.0,-0.21728469851102541,170,-0.3559145250772336
CYP3A4,vandetanib,Proteinuria,-0.4941551110670765,1.0,-0.4941551110670765,170,-0.3559145250772336
CYP3A4,caffeine,Pulmonary Edema,-0.3568412835404082,2.0,0.15005789941533187,170,-0.3559145250772336
CYP3A4,dasatinib,Pulmonary Edema,0.656957082371072,2.0,0.15005789941533187,170,-0.3559145250772336
CYP3A4,aminophylline,Sepsis,-0.169093673504399,12.0,-0.055072981248707596,170,-0.3559145250772336
CYP3A4,caffeine,Sepsis,-0.1653136832911652,12.0,-0.055072981248707596,170,-0.3559145250772336
CYP3A4,clozapine,Sepsis,-0.2122118097084371,12.0,-0.055072981248707596,170,-0.3559145250772336
CYP3A4,cocaine,Sepsis,-0.1987468697915204,12.0,-0.055072981248707596,170,-0.3559145250772336
CYP3A4,conivaptan,Sepsis,-0.1739713535752418,12.0,-0.055072981248707596,170,-0.3559145250772336
CYP3A4,dexamethasone,Sepsis,-0.2660121012499328,12.0,-0.055072981248707596,170,-0.3559145250772336
CYP3A4,epinephrine,Sepsis,-0.267343186135438,12.0,-0.055072981248707596,170,-0.3559145250772336
CYP3A4,fentanyl,Sepsis,3.955252905996076e-05,12.0,-0.055072981248707596,170,-0.3559145250772336
CYP3A4,morphine,Sepsis,2.580384974496262,12.0,-0.055072981248707596,170,-0.3559145250772336
CYP3A4,oxycodone,Sepsis,0.0646442864022418,12.0,-0.055072981248707596,170,-0.3559145250772336
CYP3A4,theophylline,Sepsis,0.0479445569449783,12.0,-0.055072981248707596,170,-0.3559145250772336
CYP3A4,tofacitinib,Sepsis,-1.901196468100899,12.0,-0.055072981248707596,170,-0.3559145250772336
CYP3A4,amitriptyline,Tardive Dyskinesia,-0.7264757988413955,20.0,-0.7259214903666616,170,-0.3559145250772336
CYP3A4,aripiprazole,Tardive Dyskinesia,-0.5549177615706657,20.0,-0.7259214903666616,170,-0.3559145250772336
CYP3A4,asenapine,Tardive Dyskinesia,-0.7536416673914612,20.0,-0.7259214903666616,170,-0.3559145250772336
CYP3A4,buspirone,Tardive Dyskinesia,-1.1355173889866172,20.0,-0.7259214903666616,170,-0.3559145250772336
CYP3A4,chlorpromazine,Tardive Dyskinesia,-0.5103477945881192,20.0,-0.7259214903666616,170,-0.3559145250772336
CYP3A4,clozapine,Tardive Dyskinesia,-0.5461305563546084,20.0,-0.7259214903666616,170,-0.3559145250772336
CYP3A4,escitalopram,Tardive Dyskinesia,-0.2089667088802898,20.0,-0.7259214903666616,170,-0.3559145250772336
CYP3A4,fluoxetine,Tardive Dyskinesia,-0.8961750085251179,20.0,-0.7259214903666616,170,-0.3559145250772336
CYP3A4,fluvoxamine,Tardive Dyskinesia,-0.6493454017624014,20.0,-0.7259214903666616,170,-0.3559145250772336
CYP3A4,haloperidol,Tardive Dyskinesia,-0.5974019599710729,20.0,-0.7259214903666616,170,-0.3559145250772336
CYP3A4,iloperidone,Tardive Dyskinesia,-0.9074846690488024,20.0,-0.7259214903666616,170,-0.3559145250772336
CYP3A4,olanzapine,Tardive Dyskinesia,-0.467962963672095,20.0,-0.7259214903666616,170,-0.3559145250772336
CYP3A4,paliperidone,Tardive Dyskinesia,-0.7064127517884486,20.0,-0.7259214903666616,170,-0.3559145250772336
CYP3A4,perphenazine,Tardive Dyskinesia,-1.052191632560783,20.0,-0.7259214903666616,170,-0.3559145250772336
CYP3A4,pimozide,Tardive Dyskinesia,-1.0042388336439263,20.0,-0.7259214903666616,170,-0.3559145250772336
CYP3A4,quetiapine,Tardive Dyskinesia,-0.5675078345557392,20.0,-0.7259214903666616,170,-0.3559145250772336
CYP3A4,risperidone,Tardive Dyskinesia,-0.5907600817008962,20.0,-0.7259214903666616,170,-0.3559145250772336
CYP3A4,selegiline,Tardive Dyskinesia,-0.749816668331448,20.0,-0.7259214903666616,170,-0.3559145250772336
CYP3A4,trazodone,Tardive Dyskinesia,-1.1355480737708683,20.0,-0.7259214903666616,170,-0.3559145250772336
CYP3A4,ziprasidone,Tardive Dyskinesia,-0.7575862513884761,20.0,-0.7259214903666616,170,-0.3559145250772336
CYP3A4,bosutinib,Thrombocytopenia,-0.9458878868462754,12.0,-0.12386171260552874,170,-0.3559145250772336
CYP3A4,caffeine,Thrombocytopenia,-0.1125481496176217,12.0,-0.12386171260552874,170,-0.3559145250772336
CYP3A4,dasatinib,Thrombocytopenia,0.1818124611109777,12.0,-0.12386171260552874,170,-0.3559145250772336
CYP3A4,erlotinib,Thrombocytopenia,-0.209358653502111,12.0,-0.12386171260552874,170,-0.3559145250772336
CYP3A4,imatinib,Thrombocytopenia,-0.1577439437870591,12.0,-0.12386171260552874,170,-0.3559145250772336
CYP3A4,osimertinib,Thrombocytopenia,-0.1029224797047856,12.0,-0.12386171260552874,170,-0.3559145250772336
CYP3A4,pazopanib,Thrombocytopenia,0.1885610217331716,12.0,-0.12386171260552874,170,-0.3559145250772336
CYP3A4,ponatinib,Thrombocytopenia,0.3172528023744974,12.0,-0.12386171260552874,170,-0.3559145250772336
CYP3A4,regorafenib,Thrombocytopenia,0.0447967858307993,12.0,-0.12386171260552874,170,-0.3559145250772336
CYP3A4,ruxolitinib,Thrombocytopenia,-0.901171744637054,12.0,-0.12386171260552874,170,-0.3559145250772336
CYP3A4,sirolimus,Thrombocytopenia,0.7195017661471432,12.0,-0.12386171260552874,170,-0.3559145250772336
CYP3A4,vandetanib,Thrombocytopenia,-0.5086325303680272,12.0,-0.12386171260552874,170,-0.3559145250772336
CYP2D6,amitriptyline,Myocardial Infarction,-0.4387633123015213,25.0,-0.8164703390294218,132,-0.4704026619083214
CYP2D6,amoxapine,Myocardial Infarction,-0.6806729813555457,25.0,-0.8164703390294218,132,-0.4704026619083214
CYP2D6,aripiprazole,Myocardial Infarction,-0.5601201197567622,25.0,-0.8164703390294218,132,-0.4704026619083214
CYP2D6,clozapine,Myocardial Infarction,-0.926819571051034,25.0,-0.8164703390294218,132,-0.4704026619083214
CYP2D6,cyclobenzaprine,Myocardial Infarction,-0.4713167667672469,25.0,-0.8164703390294218,132,-0.4704026619083214
CYP2D6,desipramine,Myocardial Infarction,-0.9501123357607176,25.0,-0.8164703390294218,132,-0.4704026619083214
CYP2D6,dextroamphetamine,Myocardial Infarction,-1.2871471573376765,25.0,-0.8164703390294218,132,-0.4704026619083214
CYP2D6,diphenhydramine,Myocardial Infarction,-1.0567399606511465,25.0,-0.8164703390294218,132,-0.4704026619083214
CYP2D6,eletriptan,Myocardial Infarction,-0.8595706615867158,25.0,-0.8164703390294218,132,-0.4704026619083214
CYP2D6,escitalopram,Myocardial Infarction,-0.8673038141375802,25.0,-0.8164703390294218,132,-0.4704026619083214
CYP2D6,imipramine,Myocardial Infarction,-0.69967517097359,25.0,-0.8164703390294218,132,-0.4704026619083214
CYP2D6,maprotiline,Myocardial Infarction,-0.818613548972376,25.0,-0.8164703390294218,132,-0.4704026619083214
CYP2D6,metoclopramide,Myocardial Infarction,-0.8376359906638751,25.0,-0.8164703390294218,132,-0.4704026619083214
CYP2D6,mirtazapine,Myocardial Infarction,-0.5564977606077797,25.0,-0.8164703390294218,132,-0.4704026619083214
CYP2D6,nortriptyline,Myocardial Infarction,-0.5054846392511241,25.0,-0.8164703390294218,132,-0.4704026619083214
CYP2D6,olanzapine,Myocardial Infarction,-0.631909386264736,25.0,-0.8164703390294218,132,-0.4704026619083214
CYP2D6,oxycodone,Myocardial Infarction,-0.4141763355844539,25.0,-0.8164703390294218,132,-0.4704026619083214
CYP2D6,paroxetine,Myocardial Infarction,-1.3298291530646846,25.0,-0.8164703390294218,132,-0.4704026619083214
CYP2D6,pergolide,Myocardial Infarction,-0.686442119595279,25.0,-0.8164703390294218,132,-0.4704026619083214
CYP2D6,pindolol,Myocardial Infarction,-1.0070394025827394,25.0,-0.8164703390294218,132,-0.4704026619083214
CYP2D6,propranolol,Myocardial Infarction,-0.8162595651340006,25.0,-0.8164703390294218,132,-0.4704026619083214
CYP2D6,risperidone,Myocardial Infarction,-0.8611946433904603,25.0,-0.8164703390294218,132,-0.4704026619083214
CYP2D6,tramadol,Myocardial Infarction,-0.9521137418296064,25.0,-0.8164703390294218,132,-0.4704026619083214
CYP2D6,trazodone,Myocardial Infarction,-1.0603108150263996,25.0,-0.8164703390294218,132,-0.4704026619083214
CYP2D6,trimipramine,Myocardial Infarction,-1.1360095220884947,25.0,-0.8164703390294218,132,-0.4704026619083214
CYP2D6,amitriptyline,Tardive Dyskinesia,-0.7264757988413955,22.0,-0.7519482816113192,132,-0.4704026619083214
CYP2D6,amoxapine,Tardive Dyskinesia,-0.6850847532173159,22.0,-0.7519482816113192,132,-0.4704026619083214
CYP2D6,aripiprazole,Tardive Dyskinesia,-0.5549177615706657,22.0,-0.7519482816113192,132,-0.4704026619083214
CYP2D6,asenapine,Tardive Dyskinesia,-0.7536416673914612,22.0,-0.7519482816113192,132,-0.4704026619083214
CYP2D6,buspirone,Tardive Dyskinesia,-1.1355173889866172,22.0,-0.7519482816113192,132,-0.4704026619083214
CYP2D6,chlorpromazine,Tardive Dyskinesia,-0.5103477945881192,22.0,-0.7519482816113192,132,-0.4704026619083214
CYP2D6,clozapine,Tardive Dyskinesia,-0.5461305563546084,22.0,-0.7519482816113192,132,-0.4704026619083214
CYP2D6,escitalopram,Tardive Dyskinesia,-0.2089667088802898,22.0,-0.7519482816113192,132,-0.4704026619083214
CYP2D6,fluoxetine,Tardive Dyskinesia,-0.8961750085251179,22.0,-0.7519482816113192,132,-0.4704026619083214
CYP2D6,fluphenazine,Tardive Dyskinesia,-1.1762069099477337,22.0,-0.7519482816113192,132,-0.4704026619083214
CYP2D6,fluvoxamine,Tardive Dyskinesia,-0.6493454017624014,22.0,-0.7519482816113192,132,-0.4704026619083214
CYP2D6,haloperidol,Tardive Dyskinesia,-0.5974019599710729,22.0,-0.7519482816113192,132,-0.4704026619083214
CYP2D6,iloperidone,Tardive Dyskinesia,-0.9074846690488024,22.0,-0.7519482816113192,132,-0.4704026619083214
CYP2D6,olanzapine,Tardive Dyskinesia,-0.467962963672095,22.0,-0.7519482816113192,132,-0.4704026619083214
CYP2D6,paliperidone,Tardive Dyskinesia,-0.7064127517884486,22.0,-0.7519482816113192,132,-0.4704026619083214
CYP2D6,perphenazine,Tardive Dyskinesia,-1.052191632560783,22.0,-0.7519482816113192,132,-0.4704026619083214
CYP2D6,pimozide,Tardive Dyskinesia,-1.0042388336439263,22.0,-0.7519482816113192,132,-0.4704026619083214
CYP2D6,quetiapine,Tardive Dyskinesia,-0.5675078345557392,22.0,-0.7519482816113192,132,-0.4704026619083214
CYP2D6,risperidone,Tardive Dyskinesia,-0.5907600817008962,22.0,-0.7519482816113192,132,-0.4704026619083214
CYP2D6,selegiline,Tardive Dyskinesia,-0.749816668331448,22.0,-0.7519482816113192,132,-0.4704026619083214
CYP2D6,thiothixene,Tardive Dyskinesia,-0.920726976339216,22.0,-0.7519482816113192,132,-0.4704026619083214
CYP2D6,trazodone,Tardive Dyskinesia,-1.1355480737708683,22.0,-0.7519482816113192,132,-0.4704026619083214
CYP2D6,caffeine,Sepsis,-0.1653136832911652,8.0,-0.16489349126270514,132,-0.4704026619083214
CYP2D6,clozapine,Sepsis,-0.2122118097084371,8.0,-0.16489349126270514,132,-0.4704026619083214
CYP2D6,cocaine,Sepsis,-0.1987468697915204,8.0,-0.16489349126270514,132,-0.4704026619083214
CYP2D6,niacin,Sepsis,-0.0620793681923093,8.0,-0.16489349126270514,132,-0.4704026619083214
CYP2D6,oxycodone,Sepsis,0.0646442864022418,8.0,-0.16489349126270514,132,-0.4704026619083214
CYP2D6,paroxetine,Sepsis,-0.5917718426913918,8.0,-0.16489349126270514,132,-0.4704026619083214
CYP2D6,theophylline,Sepsis,0.0479445569449783,8.0,-0.16489349126270514,132,-0.4704026619083214
CYP2D6,ticlopidine,Sepsis,-0.2016131997740373,8.0,-0.16489349126270514,132,-0.4704026619083214
CYP2D6,caffeine,Pulmonary Edema,-0.3568412835404082,1.0,-0.3568412835404082,132,-0.4704026619083214
CYP2D6,amitriptyline,Pneumonia,-0.342088606912533,33.0,-0.37939454232645226,132,-0.4704026619083214
CYP2D6,amoxapine,Pneumonia,-0.4084578135763266,33.0,-0.37939454232645226,132,-0.4704026619083214
CYP2D6,aripiprazole,Pneumonia,-0.6559961283807034,33.0,-0.37939454232645226,132,-0.4704026619083214
CYP2D6,asenapine,Pneumonia,-0.6656210872091517,33.0,-0.37939454232645226,132,-0.4704026619083214
CYP2D6,buprenorphine,Pneumonia,-0.2333058203883933,33.0,-0.37939454232645226,132,-0.4704026619083214
CYP2D6,chlorpromazine,Pneumonia,-0.2832179425152006,33.0,-0.37939454232645226,132,-0.4704026619083214
CYP2D6,clozapine,Pneumonia,-0.5779667422051951,33.0,-0.37939454232645226,132,-0.4704026619083214
CYP2D6,codeine,Pneumonia,-0.2744020314804629,33.0,-0.37939454232645226,132,-0.4704026619083214
CYP2D6,dextromethorphan,Pneumonia,-0.2596276404213178,33.0,-0.37939454232645226,132,-0.4704026619083214
CYP2D6,doxepin,Pneumonia,-0.4777324410676122,33.0,-0.37939454232645226,132,-0.4704026619083214
CYP2D6,fluphenazine,Pneumonia,-0.501900294573872,33.0,-0.37939454232645226,132,-0.4704026619083214
CYP2D6,haloperidol,Pneumonia,-0.4222035195123546,33.0,-0.37939454232645226,132,-0.4704026619083214
CYP2D6,hydrocodone,Pneumonia,-0.2950945268770173,33.0,-0.37939454232645226,132,-0.4704026619083214
CYP2D6,iloperidone,Pneumonia,-0.3667479433831939,33.0,-0.37939454232645226,132,-0.4704026619083214
