Gene,Version 1 Adverse Event Count,Version 2 Adverse Event Count,Adverse Event,All Records Version 1 Count,All Records Version 2 Count,Adverse Event Count Difference,All Records Count Difference
APP,27.0,0.0,Sepsis,27.0,1.0,-27.0,-26.0
AR,1.0,1.0,Myocardial Infarction,1.0,1.0,0.0,0.0
ARHGEF7,1.0,0.0,Pneumonia,1.0,0.0,-1.0,-1.0
ARRB2,8.0,7.0,Tardive Dyskinesia,8.0,7.0,-1.0,-1.0
ARTN,1.0,1.0,Peripheral Neuropathy,2.0,1.0,0.0,-1.0
ARTN,1.0,0.0,Cerebral Infarction,2.0,1.0,-1.0,-1.0
ATM,5.0,0.0,Pneumonia,16.0,23.0,-5.0,7.0
ATM,11.0,23.0,Myocardial Infarction,16.0,23.0,12.0,7.0
AVP,0.0,5.0,Sepsis,0.0,5.0,5.0,5.0
AVPR1A,1.0,0.0,Hemorrhage,49.0,46.0,-1.0,-3.0
AVPR1A,48.0,46.0,Myocardial Infarction,49.0,46.0,-2.0,-3.0
B2M,0.0,3.0,Thrombocytopenia,0.0,3.0,3.0,3.0
BAAT,1.0,0.0,Sepsis,1.0,0.0,-1.0,-1.0
BBC3,7.0,0.0,Sepsis,7.0,0.0,-7.0,-7.0
BCL2,1.0,1.0,Gastric ulcer,1.0,1.0,0.0,0.0
BCR,7.0,4.0,Thrombocytopenia,7.0,4.0,-3.0,-3.0
BDKRB1,22.0,1.0,Gastric ulcer,107.0,8.0,-21.0,-99.0
BDKRB1,16.0,0.0,Edema,107.0,8.0,-16.0,-99.0
BDKRB1,69.0,7.0,Myocardial Infarction,107.0,8.0,-62.0,-99.0
BDKRB2,69.0,7.0,Myocardial Infarction,106.0,12.0,-62.0,-94.0
BDKRB2,13.0,1.0,Pancreatitis,106.0,12.0,-12.0,-94.0
BDKRB2,22.0,1.0,Gastric ulcer,106.0,12.0,-21.0,-94.0
BDKRB2,2.0,3.0,Hemorrhage,106.0,12.0,1.0,-94.0
BECN1,0.0,1.0,Myocardial Infarction,0.0,1.0,1.0,1.0
BIN1,0.0,16.0,Myocardial Infarction,0.0,16.0,16.0,16.0
BIRC3,0.0,1.0,Pneumonia,0.0,1.0,1.0,1.0
BRAF,3.0,0.0,Thrombocytopenia,7.0,1.0,-3.0,-6.0
BRAF,1.0,0.0,Edema,7.0,1.0,-1.0,-6.0
BRAF,1.0,1.0,Pancreatitis,7.0,1.0,0.0,-6.0
BRAF,2.0,0.0,Myocardial Infarction,7.0,1.0,-2.0,-6.0
BRCA1,1.0,1.0,Sepsis,1.0,1.0,0.0,0.0
BRCA2,1.0,1.0,Thrombocytopenia,1.0,1.0,0.0,0.0
BRIP1,1.0,1.0,Thrombocytopenia,1.0,1.0,0.0,0.0
BTK,3.0,0.0,Thrombocytopenia,4.0,1.0,-3.0,-3.0
BTK,1.0,1.0,Pneumonia,4.0,1.0,0.0,-3.0
C3,24.0,0.0,Sepsis,143.0,121.0,-24.0,-22.0
C3,60.0,59.0,Pneumonia,143.0,121.0,-1.0,-22.0
C3,8.0,9.0,Hyperlipidemia,143.0,121.0,1.0,-22.0
C3,51.0,53.0,Myocardial Infarction,143.0,121.0,2.0,-22.0
C3AR1,60.0,60.0,Pneumonia,84.0,84.0,0.0,0.0
C3AR1,24.0,24.0,Sepsis,84.0,84.0,0.0,0.0
C5,24.0,24.0,Sepsis,24.0,24.0,0.0,0.0
C5AR1,24.0,24.0,Sepsis,84.0,84.0,0.0,0.0
C5AR1,60.0,60.0,Pneumonia,84.0,84.0,0.0,0.0
C6,1.0,0.0,Sepsis,1.0,0.0,-1.0,-1.0
CALCA,9.0,9.0,Pancreatitis,35.0,33.0,0.0,-2.0
CALCA,16.0,16.0,Edema,35.0,33.0,0.0,-2.0
CALCA,10.0,8.0,Sepsis,35.0,33.0,-2.0,-2.0
CALCR,0.0,26.0,Myocardial Infarction,0.0,26.0,26.0,26.0
CALM3,1.0,0.0,Cerebral Infarction,1.0,0.0,-1.0,-1.0
CALR,1.0,1.0,Myocardial Infarction,1.0,1.0,0.0,0.0
CAMTA1,14.0,0.0,Edema,14.0,0.0,-14.0,-14.0
CARD11,1.0,0.0,Sepsis,1.0,0.0,-1.0,-1.0
CASP1,1.0,1.0,Pancreatitis,1.0,1.0,0.0,0.0
CASP3,1.0,1.0,Pancreatitis,1.0,1.0,0.0,0.0
CASR,13.0,13.0,Pancreatitis,82.0,85.0,0.0,3.0
CASR,69.0,72.0,Myocardial Infarction,82.0,85.0,3.0,3.0
CAV1,6.0,0.0,Pneumonia,6.0,0.0,-6.0,-6.0
CBL,10.0,0.0,Edema,10.0,0.0,-10.0,-10.0
CCK,8.0,8.0,Pancreatitis,26.0,25.0,0.0,-1.0
CCK,18.0,17.0,Gastric ulcer,26.0,25.0,-1.0,-1.0
CCL16,0.0,53.0,Myocardial Infarction,0.0,53.0,53.0,53.0
CCL19,60.0,58.0,Pneumonia,60.0,58.0,-2.0,-2.0
CCL2,1.0,1.0,Myocardial Infarction,1.0,1.0,0.0,0.0
CCL20,60.0,58.0,Pneumonia,60.0,58.0,-2.0,-2.0
CCL5,51.0,53.0,Myocardial Infarction,155.0,133.0,2.0,-22.0
CCL5,60.0,58.0,Pneumonia,155.0,133.0,-2.0,-22.0
CCL5,1.0,1.0,Cerebral Infarction,155.0,133.0,0.0,-22.0
CCL5,11.0,11.0,Pancreatitis,155.0,133.0,0.0,-22.0
CCL5,24.0,0.0,Sepsis,155.0,133.0,-24.0,-22.0
CCL5,8.0,9.0,Hyperlipidemia,155.0,133.0,1.0,-22.0
CCL5,0.0,1.0,Thrombocytopenia,155.0,133.0,1.0,-22.0
CCR1,60.0,60.0,Pneumonia,132.0,60.0,0.0,-72.0
CCR1,10.0,0.0,Edema,132.0,60.0,-10.0,-72.0
CCR1,11.0,0.0,Pancreatitis,132.0,60.0,-11.0,-72.0
CCR1,51.0,0.0,Myocardial Infarction,132.0,60.0,-51.0,-72.0
CCR2,60.0,60.0,Pneumonia,143.0,149.0,0.0,6.0
CCR2,8.0,10.0,Hyperlipidemia,143.0,149.0,2.0,6.0
CCR2,24.0,24.0,Sepsis,143.0,149.0,0.0,6.0
CCR2,51.0,55.0,Myocardial Infarction,143.0,149.0,4.0,6.0
CCR3,50.0,54.0,Myocardial Infarction,109.0,113.0,4.0,4.0
CCR3,59.0,59.0,Pneumonia,109.0,113.0,0.0,4.0
CCR5,0.0,24.0,Sepsis,60.0,89.0,24.0,29.0
CCR5,51.0,55.0,Myocardial Infarction,60.0,89.0,4.0,29.0
CCR5,8.0,10.0,Hyperlipidemia,60.0,89.0,2.0,29.0
CCR5,1.0,0.0,Pulmonary Edema,60.0,89.0,-1.0,29.0
CCR6,60.0,60.0,Pneumonia,60.0,60.0,0.0,0.0
CCR7,8.0,10.0,Hyperlipidemia,8.0,10.0,2.0,2.0
CCR8,60.0,60.0,Pneumonia,60.0,60.0,0.0,0.0
CCR9,60.0,60.0,Pneumonia,60.0,60.0,0.0,0.0
CD14,0.0,1.0,Sepsis,2.0,5.0,1.0,3.0
CD14,1.0,1.0,Pancreatitis,2.0,5.0,0.0,3.0
CD14,1.0,3.0,Myocardial Infarction,2.0,5.0,2.0,3.0
CD19,1.0,0.0,Pneumonia,4.0,0.0,-1.0,-4.0
CD19,3.0,0.0,Thrombocytopenia,4.0,0.0,-3.0,-4.0
CD274,1.0,0.0,Pneumonia,1.0,0.0,-1.0,-1.0
CD28,1.0,0.0,Edema,1.0,1.0,-1.0,0.0
CD28,0.0,1.0,Myocardial Infarction,1.0,1.0,1.0,0.0
CD36,1.0,2.0,Myocardial Infarction,1.0,2.0,1.0,1.0
CD3D,0.0,5.0,Sepsis,0.0,5.0,5.0,5.0
CD4,8.0,8.0,Pancreatitis,8.0,8.0,0.0,0.0
CD80,2.0,2.0,Sepsis,2.0,2.0,0.0,0.0
CD86,2.0,2.0,Pneumonia,4.0,4.0,0.0,0.0
CD86,2.0,2.0,Sepsis,4.0,4.0,0.0,0.0
CDC42,1.0,0.0,Edema,3.0,2.0,-1.0,-1.0
CDC42,1.0,1.0,Cerebral Infarction,3.0,2.0,0.0,-1.0
CDC42,1.0,1.0,Pneumonia,3.0,2.0,0.0,-1.0
CDCP1,14.0,0.0,Hyperlipidemia,37.0,0.0,-14.0,-37.0
CDCP1,23.0,0.0,Myocardial Infarction,37.0,0.0,-23.0,-37.0
CFB,6.0,0.0,Pneumonia,9.0,0.0,-6.0,-9.0
CFB,3.0,0.0,Sepsis,9.0,0.0,-3.0,-9.0
CFH,11.0,0.0,Myocardial Infarction,19.0,0.0,-11.0,-19.0
CFH,3.0,0.0,Thrombocytopenia,19.0,0.0,-3.0,-19.0
CFH,3.0,0.0,Proteinuria,19.0,0.0,-3.0,-19.0
CFH,2.0,0.0,Sepsis,19.0,0.0,-2.0,-19.0
CFTR,0.0,1.0,Gastric ulcer,0.0,1.0,1.0,1.0
CHEK2,1.0,0.0,Edema,1.0,0.0,-1.0,-1.0
CHRM1,0.0,46.0,Myocardial Infarction,0.0,46.0,46.0,46.0
CHRM2,21.0,0.0,Myocardial Infarction,21.0,0.0,-21.0,-21.0
CHRM3,0.0,45.0,Myocardial Infarction,0.0,45.0,45.0,45.0
CHRNA4,0.0,2.0,Myocardial Infarction,0.0,2.0,2.0,2.0
CHUK,1.0,1.0,Pneumonia,1.0,1.0,0.0,0.0
CNR1,51.0,0.0,Myocardial Infarction,90.0,1.0,-51.0,-89.0
CNR1,20.0,0.0,Tardive Dyskinesia,90.0,1.0,-20.0,-89.0
CNR1,8.0,1.0,Hyperlipidemia,90.0,1.0,-7.0,-89.0
CNR1,11.0,0.0,Pancreatitis,90.0,1.0,-11.0,-89.0
CNR2,11.0,11.0,Pancreatitis,11.0,66.0,0.0,55.0
CNR2,0.0,55.0,Myocardial Infarction,11.0,66.0,55.0,55.0
COMT,0.0,1.0,Myocardial Infarction,0.0,1.0,1.0,1.0
CREB1,1.0,1.0,Myocardial Infarction,1.0,1.0,0.0,0.0
CRH,10.0,8.0,Sepsis,10.0,8.0,-2.0,-2.0
CRK,0.0,2.0,Pneumonia,0.0,2.0,2.0,2.0
CSF2,1.0,0.0,Cerebral Infarction,20.0,9.0,-1.0,-11.0
CSF2,1.0,0.0,Peripheral Neuropathy,20.0,9.0,-1.0,-11.0
CSF2,5.0,2.0,Pneumonia,20.0,9.0,-3.0,-11.0
CSF2,10.0,5.0,Thrombocytopenia,20.0,9.0,-5.0,-11.0
CSF2,1.0,1.0,Sepsis,20.0,9.0,0.0,-11.0
CSF2,2.0,1.0,Myocardial Infarction,20.0,9.0,-1.0,-11.0
CSF3R,0.0,1.0,Thrombocytopenia,0.0,1.0,1.0,1.0
CST3,23.0,0.0,Myocardial Infarction,23.0,0.0,-23.0,-23.0
CTSL,3.0,3.0,Proteinuria,15.0,14.0,0.0,-1.0
CTSL,12.0,11.0,Pancreatitis,15.0,14.0,-1.0,-1.0
CXCL1,2.0,0.0,Hemorrhage,62.0,58.0,-2.0,-4.0
CXCL1,60.0,58.0,Pneumonia,62.0,58.0,-2.0,-4.0
CXCL10,51.0,53.0,Myocardial Infarction,51.0,113.0,2.0,62.0
CXCL10,0.0,1.0,Proteinuria,51.0,113.0,1.0,62.0
CXCL10,0.0,58.0,Pneumonia,51.0,113.0,58.0,62.0
CXCL10,0.0,1.0,Thrombocytopenia,51.0,113.0,1.0,62.0
CXCL12,60.0,59.0,Pneumonia,136.0,138.0,-1.0,2.0
CXCL12,51.0,54.0,Myocardial Infarction,136.0,138.0,3.0,2.0
CXCL12,0.0,1.0,Thrombocytopenia,136.0,138.0,1.0,2.0
CXCL12,24.0,23.0,Sepsis,136.0,138.0,-1.0,2.0
CXCL12,1.0,1.0,Cerebral Infarction,136.0,138.0,0.0,2.0
CXCL13,60.0,58.0,Pneumonia,60.0,58.0,-2.0,-2.0
CXCL2,1.0,1.0,Pulmonary Edema,87.0,82.0,0.0,-5.0
CXCL2,24.0,23.0,Sepsis,87.0,82.0,-1.0,-5.0
CXCL2,2.0,0.0,Hemorrhage,87.0,82.0,-2.0,-5.0
CXCL2,60.0,58.0,Pneumonia,87.0,82.0,-2.0,-5.0
CXCL5,60.0,58.0,Pneumonia,60.0,58.0,-2.0,-2.0
CXCL6,56.0,54.0,Myocardial Infarction,56.0,54.0,-2.0,-2.0
CXCL8,1.0,1.0,Cerebral Infarction,182.0,184.0,0.0,2.0
CXCL8,10.0,10.0,Delirium,182.0,184.0,0.0,2.0
CXCL8,14.0,15.0,Gastric ulcer,182.0,184.0,1.0,2.0
CXCL8,24.0,23.0,Sepsis,182.0,184.0,-1.0,2.0
CXCL8,1.0,1.0,Pulmonary Edema,182.0,184.0,0.0,2.0
CXCL8,60.0,58.0,Pneumonia,182.0,184.0,-2.0,2.0
CXCL8,51.0,53.0,Myocardial Infarction,182.0,184.0,2.0,2.0
CXCL8,10.0,11.0,Edema,182.0,184.0,1.0,2.0
CXCL8,11.0,11.0,Pancreatitis,182.0,184.0,0.0,2.0
CXCL8,0.0,1.0,Thrombocytopenia,182.0,184.0,1.0,2.0
CXCL9,60.0,58.0,Pneumonia,60.0,58.0,-2.0,-2.0
CXCR1,0.0,55.0,Myocardial Infarction,0.0,55.0,55.0,55.0
CXCR2,60.0,60.0,Pneumonia,84.0,139.0,0.0,55.0
CXCR2,0.0,55.0,Myocardial Infarction,84.0,139.0,55.0,55.0
CXCR2,24.0,24.0,Sepsis,84.0,139.0,0.0,55.0
CXCR3,60.0,60.0,Pneumonia,60.0,60.0,0.0,0.0
CXCR4,24.0,24.0,Sepsis,85.0,140.0,0.0,55.0
CXCR4,60.0,60.0,Pneumonia,85.0,140.0,0.0,55.0
CXCR4,1.0,0.0,Cerebral Infarction,85.0,140.0,-1.0,55.0
CXCR4,0.0,55.0,Myocardial Infarction,85.0,140.0,55.0,55.0
CXCR4,0.0,1.0,Thrombocytopenia,85.0,140.0,1.0,55.0
CXCR5,51.0,55.0,Myocardial Infarction,51.0,55.0,4.0,4.0
CYP11B2,1.0,0.0,Myocardial Infarction,1.0,0.0,-1.0,-1.0
CYP17A1,2.0,0.0,Myocardial Infarction,2.0,0.0,-2.0,-2.0
CYP19A1,1.0,1.0,Hyperlipidemia,1.0,1.0,0.0,0.0
CYP1A1,5.0,5.0,Myocardial Infarction,20.0,14.0,0.0,-6.0
CYP1A1,6.0,5.0,Pancreatitis,20.0,14.0,-1.0,-6.0
CYP1A1,5.0,0.0,Sepsis,20.0,14.0,-5.0,-6.0
CYP1A1,4.0,4.0,Pneumonia,20.0,14.0,0.0,-6.0
CYP1A2,9.0,7.0,Sepsis,49.0,37.0,-2.0,-12.0
CYP1A2,25.0,18.0,Myocardial Infarction,49.0,37.0,-7.0,-12.0
CYP1A2,15.0,12.0,Tardive Dyskinesia,49.0,37.0,-3.0,-12.0
CYP1B1,0.0,1.0,Myocardial Infarction,0.0,1.0,1.0,1.0
CYP2B6,7.0,6.0,Myocardial Infarction,12.0,10.0,-1.0,-2.0
CYP2B6,5.0,4.0,Tardive Dyskinesia,12.0,10.0,-1.0,-2.0
CYP2C19,12.0,10.0,Hyperlipidemia,36.0,33.0,-2.0,-3.0
CYP2C19,14.0,14.0,Myocardial Infarction,36.0,33.0,0.0,-3.0
CYP2C19,2.0,0.0,Thrombocytopenia,36.0,33.0,-2.0,-3.0
CYP2C19,8.0,9.0,Gastric ulcer,36.0,33.0,1.0,-3.0
CYP2C8,7.0,0.0,Gastric ulcer,24.0,16.0,-7.0,-8.0
CYP2C8,0.0,7.0,Sepsis,24.0,16.0,7.0,-8.0
CYP2C8,11.0,8.0,Myocardial Infarction,24.0,16.0,-3.0,-8.0
CYP2C8,6.0,0.0,Hyperlipidemia,24.0,16.0,-6.0,-8.0
CYP2C8,0.0,1.0,Peripheral Neuropathy,24.0,16.0,1.0,-8.0
CYP2C9,3.0,0.0,Thrombocytopenia,37.0,30.0,-3.0,-7.0
CYP2C9,15.0,12.0,Myocardial Infarction,37.0,30.0,-3.0,-7.0
CYP2C9,9.0,8.0,Hyperlipidemia,37.0,30.0,-1.0,-7.0
CYP2C9,10.0,10.0,Gastric ulcer,37.0,30.0,0.0,-7.0
CYP2D6,23.0,22.0,Tardive Dyskinesia,76.0,52.0,-1.0,-24.0
CYP2D6,14.0,0.0,Gastric ulcer,76.0,52.0,-14.0,-24.0
CYP2D6,7.0,5.0,Hyperlipidemia,76.0,52.0,-2.0,-24.0
CYP2D6,32.0,25.0,Myocardial Infarction,76.0,52.0,-7.0,-24.0
CYP2E1,12.0,7.0,Pneumonia,23.0,10.0,-5.0,-13.0
CYP2E1,5.0,3.0,Pancreatitis,23.0,10.0,-2.0,-13.0
CYP2E1,6.0,0.0,Sepsis,23.0,10.0,-6.0,-13.0
CYP3A4,34.0,37.0,Myocardial Infarction,82.0,70.0,3.0,-12.0
CYP3A4,14.0,0.0,Hyperlipidemia,82.0,70.0,-14.0,-12.0
CYP3A4,20.0,20.0,Tardive Dyskinesia,82.0,70.0,0.0,-12.0
CYP3A4,2.0,2.0,Cerebral Infarction,82.0,70.0,0.0,-12.0
CYP3A4,11.0,10.0,Delirium,82.0,70.0,-1.0,-12.0
CYP3A4,1.0,1.0,Peripheral Neuropathy,82.0,70.0,0.0,-12.0
CYP3A5,7.0,5.0,Delirium,39.0,5.0,-2.0,-34.0
CYP3A5,8.0,0.0,Hyperlipidemia,39.0,5.0,-8.0,-34.0
CYP3A5,13.0,0.0,Tardive Dyskinesia,39.0,5.0,-13.0,-34.0
CYP3A5,11.0,0.0,Myocardial Infarction,39.0,5.0,-11.0,-34.0
CYP4A11,1.0,0.0,Myocardial Infarction,1.0,0.0,-1.0,-1.0
CYSLTR1,35.0,0.0,Pneumonia,35.0,0.0,-35.0,-35.0
DAB2,19.0,16.0,Myocardial Infarction,19.0,16.0,-3.0,-3.0
DCLRE1C,1.0,1.0,Edema,3.0,2.0,0.0,-1.0
DCLRE1C,1.0,0.0,Sepsis,3.0,2.0,-1.0,-1.0
DCLRE1C,1.0,1.0,Thrombocytopenia,3.0,2.0,0.0,-1.0
DLD,1.0,0.0,Sepsis,1.0,0.0,-1.0,-1.0
DLG4,1.0,0.0,Cerebral Infarction,1.0,0.0,-1.0,-1.0
DNAJC6,0.0,16.0,Myocardial Infarction,0.0,16.0,16.0,16.0
DRD1,16.0,16.0,Tardive Dyskinesia,16.0,26.0,0.0,10.0
DRD1,0.0,10.0,Myocardial Infarction,16.0,26.0,10.0,10.0
DRD2,18.0,19.0,Tardive Dyskinesia,26.0,27.0,1.0,1.0
DRD2,8.0,8.0,Delirium,26.0,27.0,0.0,1.0
DRD3,17.0,15.0,Tardive Dyskinesia,27.0,21.0,-2.0,-6.0
DRD3,10.0,6.0,Delirium,27.0,21.0,-4.0,-6.0
DRD4,15.0,16.0,Tardive Dyskinesia,15.0,16.0,1.0,1.0
EDN1,18.0,17.0,Gastric ulcer,82.0,78.0,-1.0,-4.0
EDN1,9.0,7.0,Sepsis,82.0,78.0,-2.0,-4.0
EDN1,8.0,8.0,Pancreatitis,82.0,78.0,0.0,-4.0
EDN1,47.0,46.0,Myocardial Infarction,82.0,78.0,-1.0,-4.0
EDN2,47.0,46.0,Myocardial Infarction,47.0,46.0,-1.0,-1.0
