Gene,Mean Difference in -log(BH)
CXCR4,-0.6096428544962943
CYCSP17,-0.7241589630474792
CYP11B1,-0.7241589630474792
CYP1B1,-0.7241589630474792
CYP2C8,-0.2585546164033702
CYP2R1,-0.7241589630474792
CYP3A51P,-0.3034492896799361
DAG1,-0.7241589630474792
DCC,-0.7241589630474792
DCDC5,-0.7241589630474792
DCP1B,-0.2585546164033702
DCPS,-0.600880662648489
DCST1,-0.7241589630474792
DCST2,-0.7241589630474792
DCSTAMP,-0.7241589630474792
DDAH2,-0.2585546164033702
DDRGK1,-0.21132595518782496
DDT,-0.2585546164033702
DDX53,-0.21132595518782496
DECR1,-0.33123171430105064
DEFA3,-0.3034492896799361
DEFB125,-0.7241589630474792
DERL3,-0.7241589630474792
DIDO1,-0.7241589630474792
DIP2C,-0.7241589630474792
DLG2,-0.7241589630474792
DNAH8,-0.2585546164033702
DNAJC10,-0.7241589630474792
DNAJC21,-0.21132595518782496
DNAJC6,-0.7241589630474792
DNM1P49,-0.7241589630474792
DNTT,-0.7241589630474792
DOCK2,-0.7241589630474792
DOCK5,-0.7241589630474792
DOCK7,-0.3034492896799361
DPP6,-0.7241589630474792
DPYD,-0.21132595518782496
DPYS,-0.7241589630474792
DRD1,-0.7241589630474792
DROSHA,-0.7241589630474792
DSCAM,-0.6313298223058947
DSP,-0.600880662648489
DUOX1,-0.21132595518782496
DUOX2,-0.21132595518782496
DUSP1,-0.024538863437767216
DUT,-0.7241589630474792
DYM,-0.7241589630474792
DYNLRB2,-0.7241589630474792
DYRK2,-0.7241589630474792
E2F1,-0.21132595518782496
EAF2,-0.7241589630474792
EARS2,-0.7241589630474792
EBF2,-0.7241589630474792
EBPL,-0.35322613379276624
ECHDC3,-0.7241589630474792
EDA,-0.2585546164033702
EEF1B2P5,-0.7241589630474792
EFL1,-0.21132595518782496
EFNA2,-0.7241589630474792
EFNA5,-0.21132595518782496
EFTUD1,-0.7241589630474792
EGLN1,-0.7241589630474792
EGR1,-0.7241589630474792
EIF2AK1,-0.7241589630474792
EIF2B5,-0.600880662648489
EIF3IP1,-0.7241589630474792
ELK3,-0.35322613379276624
ELMO1,-0.7241589630474792
ELN,-0.21132595518782496
ELOVL1,-0.35322613379276624
ELOVL2,-0.7241589630474792
ELOVL4,-0.7241589630474792
ELOVL5,-0.7241589630474792
EMC8,-0.7241589630474792
EMP1,-0.7241589630474792
ENO1P1,-0.7241589630474792
ENO2,-0.2585546164033702
ENPP6,-0.7241589630474792
ENTPD1,-0.3831313011941915
EPAS1,0.34378280057691296
EPCAM,-0.21132595518782496
EPDR1,-0.7241589630474792
EPG5,-0.024538863437767216
EPHB2,-0.3034492896799361
EPO,0.0563220956567818
EPS15P1,-0.7241589630474792
ERBB4,-0.7241589630474792
ERC2,-0.7241589630474792
ERCC1,-0.21132595518782496
ERCC6L,-0.6313298223058947
ERGIC1,-0.7241589630474792
ESM1,-0.2585546164033702
ETAA1,-0.7241589630474792
ETS1,-0.21132595518782496
EVA1A,-0.7241589630474792
EVA1C,-0.7241589630474792
EXT1,-0.7241589630474792
F11,-0.36794646288886323
F11-AS1,0.0563220956567818
F13A1,-0.11378164600453868
F13B,-0.43485784574513
F2R,-0.2391571305469855
F2RL3,-0.2585546164033702
F3,-0.3728955748772371
F7,-0.3544376695917375
F8,-0.5244523261355112
F9,-0.2585546164033702
FAM124B,-0.7241589630474792
FAM151B,-0.83370462769801
FAM155A,-0.7241589630474792
FAM188B,-0.7241589630474792
FAM196B,-0.7241589630474792
FAM19A5,-0.7241589630474792
FAM83E,-0.7241589630474792
FAM84B,-0.7241589630474792
FAP,-0.7241589630474792
FAS,-0.83370462769801
FBL,-0.21132595518782496
FBN1,-0.6096428544962943
FBN2,-0.7241589630474792
FBXL18,-0.7241589630474792
FBXL21,-0.7241589630474792
FBXO15,-0.7241589630474792
FBXO3,-0.2585546164033702
FCER1G,-0.21132595518782496
FCGR2B,-0.024538863437767216
FCGR2C,-0.024538863437767216
FCGRT,-0.21132595518782496
FCN1,-0.5881860122576066
FCN2,-0.5881860122576066
FCN3,-0.7241589630474792
FDX1,-0.7241589630474792
FEM1A,-0.7241589630474792
FER,-0.3976695832296136
FERD3L,-0.7241589630474792
FEV,-0.024538863437767216
FGA,-0.21132595518782496
FGF1,-0.7241589630474792
FGF20,-0.7241589630474792
FGF21,-0.35322613379276624
FGF4,-0.21132595518782496
FGFR1,-0.21132595518782496
FGFR2,-0.21132595518782496
FH,-0.3797173143063704
FHIT,-0.6385590793733147
FHL3,-0.21132595518782496
FICD,-0.7241589630474792
FIGN,-0.7241589630474792
FIS1,-0.7241589630474792
FLII,-0.21132595518782496
FLJ42102,-0.7241589630474792
FLJ45079,-0.7241589630474792
FLNB,-0.7241589630474792
FLNC,-0.600880662648489
FLOT2,-0.21132595518782496
FLRT2,-0.7241589630474792
FNBP4,0.0563220956567818
FOLR1,-0.600880662648489
FOXD3,-0.2585546164033702
FOXF1,-0.024538863437767216
FOXN3,-0.7241589630474792
FOXP3,-0.024538863437767216
FREM1,-0.7241589630474792
FRMD3,-0.7241589630474792
FSD1,-0.3034492896799361
FSD1L,-0.3034492896799361
FST,-0.3976695832296136
FSTL4,-0.7241589630474792
FUNDC2,0.0563220956567818
FUT1,-0.2585546164033702
FXN,-0.024538863437767216
GABPA,-0.7241589630474792
GADD45G,-0.7241589630474792
GAK,-0.2585546164033702
GAL,-0.48322346833212904
GALC,-0.7241589630474792
GALNT2,-0.3034492896799361
GALNTL6,-0.7241589630474792
GALR1,-0.7241589630474792
GAPDHP21,-0.7241589630474792
GAPDHP30,-0.7241589630474792
GARS,-0.7241589630474792
GAS6,-0.21132595518782496
GAS7,-0.83370462769801
GATA2,-0.21132595518782496
GATSL3,-0.7241589630474792
GBE1,-0.7241589630474792
GBP4,-0.7241589630474792
GBP5,-0.7241589630474792
GDF15,-0.024538863437767216
GEM,-0.2585546164033702
GGCX,-0.7241589630474792
GGT1,0.0563220956567818
GH1,-0.2585546164033702
GHS,-0.7241589630474792
GIP,-0.7241589630474792
GJA4,-0.2585546164033702
GJB2,-0.7226370087215657
GJB6,-0.7226370087215657
GLT1D1,-0.7241589630474792
GLULP5,-0.7241589630474792
GNAI2P2,-0.7241589630474792
GNAL,-0.7511245830492573
GNAS-AS1,-0.7241589630474792
GNE,-0.21132595518782496
GNPATP,-0.7241589630474792
GORASP1,0.0563220956567818
GP6,-0.21132595518782496
GPER1,-0.7241589630474792
GPNMB,-0.6313298223058947
GPR12,-0.7241589630474792
GPR160,-0.7241589630474792
GPR17,-0.7241589630474792
GPR65,-0.7241589630474792
GPRIN3,-0.7241589630474792
GPT,-0.5276450529319416
GRAP2,-0.024538863437767216
GREB1,-0.3034492896799361
GRIK2,-0.3976695832296136
GRIN2A,-0.7241589630474792
GRIP1,-0.7241589630474792
GRK2,-0.7241589630474792
GRN,-0.044869343523860294
GSC,-0.21132595518782496
GSR,-0.2585546164033702
GTF2I,-0.21132595518782496
GTF2IRD1,-0.21132595518782496
GTF3AP5,-0.7241589630474792
GUCY1A1,-0.7241589630474792
GUCY1A2,-0.7241589630474792
GZMA,-0.024538863437767216
GZMM,-0.2585546164033702
HAMP,-0.7051228396644484
HAPLN1,-0.7241589630474792
HDAC4,-0.7241589630474792
HDAC9,-0.2275574013320193
HDL3,-0.3034492896799361
HGF,-0.21132595518782496
HIF1A,-0.3034492896799361
HLA-C,-0.7241589630474792
HLA-DPA1,-0.21132595518782496
HLA-DPB1,-0.024538863437767216
HMCN2,-0.7241589630474792
HMGA1,-0.2585546164033702
HMGB1P1,-0.7241589630474792
HMGB1P5,-0.7241589630474792
HMGB2,-0.7241589630474792
HMGB3P23,-0.7241589630474792
HMGB3P25,-0.7241589630474792
HMGN1P19,-0.7241589630474792
HMGN2P7,-0.7241589630474792
HNMT,-0.11378164600453868
HNRNPA1P20,-0.7241589630474792
HNRNPA1P74,-0.83370462769801
HNRNPA3P8,-0.7241589630474792
HP,-0.5100751185015852
HPGDS,0.34378280057691296
HPRT1,-0.5881860122576066
HPRT1P2,-0.7241589630474792
HPSE,-0.21132595518782496
HRH1,-0.2585546164033702
HS3ST4,-0.7241589630474792
HSBP1P2,-0.7241589630474792
HSD17B12,-0.7241589630474792
HSD17B14,-0.7241589630474792
HSP90AA4P,-0.7241589630474792
HSP90AB2P,-0.7241589630474792
HSP90B2P,-0.2585546164033702
HSPA12B,-0.6313298223058947
HSPA14,-0.2585546164033702
HSPA4,-0.024538863437767216
HSPA5,-0.024538863437767216
HSPA8P12,-0.7241589630474792
HSPA8P5,-0.7241589630474792
HSPB2,-0.600880662648489
HSPB3,-0.2585546164033702
HSPE1,-0.2585546164033702
HTC2,-0.21132595518782496
HTR1A,-0.044869343523860294
HTR1B,-0.7241589630474792
HTR1E,-0.7241589630474792
HTRA2,-0.6313298223058947
ID2,-0.3976695832296136
IDH1,-0.600880662648489
IDH2,-0.600880662648489
IDUA,-0.11378164600453868
IFIT1,-0.7241589630474792
IFN1@,-0.2585546164033702
IFNA1,-0.12868072325632537
IFNA13,-0.12868072325632537
IFNAR1,-0.35322613379276624
IFNG,-0.6855586583381638
IFNGR2,-0.7241589630474792
IFNL3,-0.21132595518782496
IFT74,-0.7241589630474792
IGF2BP1,-0.7241589630474792
IGHG3,-0.21132595518782496
IKBKAP,-0.7241589630474792
IL11,-0.11378164600453868
IL15,-0.024538863437767216
IL16,-0.6313298223058947
IL17A,-0.2530007969818752
IL1B,-0.044869343523860294
IL1RAP,-0.7241589630474792
IL2RA,-0.06337886258640649
IL33,-0.2585546164033702
IL6,-0.6096428544962943
IL6RP1,-0.7241589630474792
IL9,-0.7241589630474792
ILF2P2,-0.7241589630474792
IMPAD1,-0.7241589630474792
IMPG1,-0.7241589630474792
INADL,-0.7241589630474792
INMT-FAM188B,-0.7241589630474792
INPP5F,-0.3034492896799361
IP6K3,-0.7241589630474792
IPMK,-0.7241589630474792
IPO7,-0.7241589630474792
IRAK1BP1,-0.7241589630474792
IRAK4,-0.024538863437767216
IRF2,-0.6385590793733147
IRF3,-0.024538863437767216
IRF5,-0.7241589630474792
IRF6,-0.3870767691618984
IRF7,-0.024538863437767216
ISCA1P3,-0.7241589630474792
ISG20,-0.009402356697437893
ISM1-AS1,-0.7241589630474792
ISX,-0.7241589630474792
ITCH,-0.024538863437767216
ITGA6,-0.7241589630474792
ITGA9,-0.2585546164033702
ITGA9-AS1,-0.2585546164033702
ITGAE,-0.024538863437767216
ITGB2,-0.21132595518782496
ITIH5,-0.7241589630474792
ITPK1,-0.7241589630474792
IVD,-0.7241589630474792
JAKMIP3,-0.7241589630474792
JCAD,-0.7241589630474792
JKAMPP1,-0.7241589630474792
JPH3,-0.3034492896799361
JTB,-0.7241589630474792
KANK2,-0.7241589630474792
KATNBL1P4,-0.7241589630474792
KBTBD4,0.0563220956567818
KCCAT333,-0.7241589630474792
KCNA3,-0.7241589630474792
KCNIP1,-0.7241589630474792
KCNIP4,-0.7241589630474792
KCNJ13,-0.6313298223058947
KCNK10,-0.7241589630474792
KCNQ1OT1,-0.7241589630474792
KCTD8,-0.7241589630474792
KDELC1P1,-0.7241589630474792
KDSR,-0.21132595518782496
KIAA0922,-0.7241589630474792
KIDINS220,-0.3034492896799361
KIR3DL1,-0.2585546164033702
KIT,-0.7241589630474792
KL,-0.3586076997970504
KLF2,-0.7241589630474792
KLF4,-0.3831313011941915
KLF7,-0.35322613379276624
KLHL29,-0.7241589630474792
KLKB1,-0.2616585861011098
KLRC4-KLRK1,-0.3034492896799361
KNG1,0.0563220956567818
KNOP1P5,-0.7241589630474792
KRT18P32,-0.7241589630474792
KRT2,-0.23342320778390122
KRT20,-0.21132595518782496
KRT8P21,-0.7241589630474792
LAGE3,-0.83370462769801
LAMC2,-0.6096428544962943
LARGE-AS1,-0.7241589630474792
LARGE2,-0.7241589630474792
LARP1BP2,-0.09951478429082447
LARS2,-0.21132595518782496
LCT,-0.3976695832296136
LDB2,-0.7241589630474792
LDHBP3,-0.7241589630474792
LDLRAD3,-0.7241589630474792
LEPR,-0.83370462769801
LGALS1,-0.11378164600453868
LGALS8,-0.7241589630474792
LGSN,-0.7241589630474792
LHFPL2,-0.7241589630474792
LIF,-0.6420470310171515
LIFR,-0.7241589630474792
LILRB1,-0.7241589630474792
LIM2,-0.2585546164033702
LIN28AP1,-0.7241589630474792
LINC00210,-0.7241589630474792
LINC00244,-0.7241589630474792
LINC00290,-0.7241589630474792
LINC00347,-0.7241589630474792
LINC00381,-0.7241589630474792
LINC00470,-0.7241589630474792
LINC00473,-0.7241589630474792
LINC00476,-0.7241589630474792
LINC00525,-0.7241589630474792
LINC00547,-0.7241589630474792
LINC00587,-0.7241589630474792
LINC00607,-0.7241589630474792
LINC00648,-0.7241589630474792
LINC00675,-0.7241589630474792
LINC00678,-0.7241589630474792
LINC00693,-0.7241589630474792
LINC00707,-0.7241589630474792
LINC00856,-0.7241589630474792
LINC00887,-0.2585546164033702
LINC00907,-0.7241589630474792
LINC00922,-0.7241589630474792
LINC00923,-0.7241589630474792
LINC00970,0.0563220956567818
LINC01029,-0.7241589630474792
LINC01125,-0.7241589630474792
LINC01163,-0.7241589630474792
LINC01197,-0.7241589630474792
LINC01233,-0.7241589630474792
LINC01248,-0.83370462769801
LINC01249,-0.83370462769801
LINC01254,-0.7241589630474792
LINC01255,-0.7241589630474792
LINC01412,-0.7241589630474792
LINC01479,-0.7241589630474792
LINC01492,-0.7241589630474792
LINC01550,-0.7241589630474792
LINC01559,-0.7241589630474792
LINGO2,-0.7241589630474792
LNCR1,-0.2585546164033702
LNX2,-0.7241589630474792
LOC100129461,-0.7241589630474792
LOC100505666,-0.7241589630474792
LOC100505909,-0.2585546164033702
LOC101927286,-0.7241589630474792
LOC101927502,-0.7241589630474792
LOC101927901,-0.7241589630474792
LOC101928077,-0.7241589630474792
LOC101928700,-0.7241589630474792
LOC101928919,-0.7241589630474792
LOC101928923,-0.35322613379276624
LOC101929846,-0.7241589630474792
LOC102723576,-0.7241589630474792
LOC102723989,-0.7241589630474792
LOC102724096,-0.7241589630474792
LOC102724433,-0.7241589630474792
LOC388882,-0.7241589630474792
LOC400997,-0.7241589630474792
LOC401478,-0.7241589630474792
LOC643542,-0.7241589630474792
LOC646762,-0.7241589630474792
LOC728755,-0.7241589630474792
LOC90768,-0.7241589630474792
LPA,-0.26918534821929635
LPAL2,-0.3034492896799361
LPCAT1,-0.7241589630474792
LPP,-0.37258327773635663
LRIG1,-0.600880662648489
LRMP,-0.7241589630474792
LRP12,-0.3976695832296136
LRP5,-0.7241589630474792
LRRIQ3,-0.7241589630474792
LRTM1,-0.7241589630474792
LSM11,-0.7241589630474792
LTBP2,-0.7241589630474792
LTBR,-0.21132595518782496
LUZP1,-0.7241589630474792
LUZP2,-0.7241589630474792
LYPLA1P2,-0.7241589630474792
LYRM4,-0.7241589630474792
LYZL6,-0.7241589630474792
LZTR1,-0.7241589630474792
MAB21L3,-0.7241589630474792
MACROD2,-0.7241589630474792
MAD1L1,-0.7241589630474792
MAD2L1,-0.21132595518782496
MAF,-0.7241589630474792
MAG,-0.31832085832836376
MAGEE1,-0.3034492896799361
MALAT1,-0.7241589630474792
MAML2,-0.7241589630474792
MAP1LC3A,-0.7241589630474792
MAP1LC3B,-0.2585546164033702
MAP2K3,-0.2585546164033702
MAP2K7,-0.6313298223058947
MAP3K7,-0.7241589630474792
MAP3K8,-0.2585546164033702
MAP4,-0.600880662648489
MAPK1,-0.11319048995842515
MAPK14,-0.06499159402897571
MAPK3,-0.024538863437767216
MAPK8,-0.7241589630474792
MAPKAP1,-0.5881860122576066
MAPRE1P1,-0.7241589630474792
MARCH1,-0.7241589630474792
MARCH10,-0.7241589630474792
MARCO,-0.2585546164033702
MARK2P13,-0.7241589630474792
MARK2P7,-0.7241589630474792
MASP2,-0.2585546164033702
MAT1A,-0.2585546164033702
MAX,-0.83370462769801
MBNL1,-0.7241589630474792
MBOAT1,-0.7241589630474792
MBP,-0.7186984253567977
MCCC2,-0.7241589630474792
MDH2,-0.83370462769801
MDM2,-0.7241589630474792
MED30,-0.7241589630474792
MEGF11,-0.7241589630474792
MEI4,-0.7241589630474792
MERTK,-0.7241589630474792
MESDC1,-0.7241589630474792
MESDC2,-0.7241589630474792
MESTP4,-0.7241589630474792
METTL24,-0.7241589630474792
MEX3C,-0.7241589630474792
MFF,-0.600880662648489
MFN2,-0.7241589630474792
MGAT5,-0.83370462769801
MGC12916,-0.2585546164033702
MGMT,-0.6096428544962943
MICAL2,-0.7241589630474792
MICU1,-0.2585546164033702
MIF-AS1,-0.2585546164033702
MIPEPP2,-0.7241589630474792
MIR100,-0.35322613379276624
MIR103B1,-0.7241589630474792
MIR106B,-0.7241589630474792
MIR126,-0.6434167025021932
MIR1269A,-0.7241589630474792
MIR1302-7,-0.7241589630474792
MIR130A,-0.4011750456053746
MIR130B,-0.35322613379276624
MIR135A2,-0.7241589630474792
MIR141,-0.35322613379276624
MIR142,-0.21132595518782496
MIR147A,-0.7241589630474792
MIR148A,-0.35322613379276624
MIR150,-0.35322613379276624
MIR155,-0.6385590793733147
MIR15A,-0.29841630793574747
MIR17HG,-0.7241589630474792
MIR181C,-0.35322613379276624
MIR181D,-0.35322613379276624
MIR182,-0.35322613379276624
MIR183,-0.35322613379276624
MIR192,-0.35322613379276624
MIR193B,-0.2585546164033702
MIR195,-0.6313298223058947
MIR200A,-0.35322613379276624
MIR200B,-0.35322613379276624
MIR200C,-0.35322613379276624
MIR2052HG,-0.7241589630474792
MIR208A,-0.7241589630474792
MIR20B,-0.35322613379276624
MIR210,-0.3624919338848886
MIR214,-0.35322613379276624
MIR215,-0.35322613379276624
MIR216A,-0.29841630793574747
MIR216B,-0.35322613379276624
MIR217,-0.35322613379276624
