Gene,Version 1 Adverse Event Count,Version 2 Adverse Event Count,Adverse Event,All Records Version 1 Count,All Records Version 2 Count,Adverse Event Count Difference,All Records Count Difference
ADRB2,2.0,2.0,Pneumonia,18.0,22.0,0.0,4.0
ADRB2,0.0,1.0,Delirium,18.0,22.0,1.0,4.0
ADRB3,1.0,0.0,Sepsis,6.0,4.0,-1.0,-2.0
ADRB3,1.0,0.0,Edema,6.0,4.0,-1.0,-2.0
ADRB3,2.0,2.0,Pancreatitis,6.0,4.0,0.0,-2.0
ADRB3,2.0,2.0,Myocardial Infarction,6.0,4.0,0.0,-2.0
AGTR1,3.0,3.0,Myocardial Infarction,4.0,4.0,0.0,0.0
AGTR1,1.0,1.0,Pancreatitis,4.0,4.0,0.0,0.0
AGXT,1.0,1.0,Hyperlipidemia,2.0,2.0,0.0,0.0
AGXT,1.0,1.0,Sepsis,2.0,2.0,0.0,0.0
AGXT2,1.0,1.0,Sepsis,2.0,2.0,0.0,0.0
AGXT2,1.0,1.0,Hyperlipidemia,2.0,2.0,0.0,0.0
AKR1B1,1.0,1.0,Pancreatitis,2.0,2.0,0.0,0.0
AKR1B1,1.0,1.0,Myocardial Infarction,2.0,2.0,0.0,0.0
AKR1B10,0.0,1.0,Myocardial Infarction,0.0,2.0,1.0,2.0
AKR1B10,0.0,1.0,Pancreatitis,0.0,2.0,1.0,2.0
AKR1C1,0.0,1.0,Delirium,0.0,1.0,1.0,1.0
AKR1C2,0.0,1.0,Delirium,0.0,1.0,1.0,1.0
AKR1C3,0.0,1.0,Delirium,0.0,1.0,1.0,1.0
AKR1C4,0.0,1.0,Delirium,0.0,1.0,1.0,1.0
ALAS1,1.0,1.0,Sepsis,2.0,2.0,0.0,0.0
ALAS1,1.0,1.0,Hyperlipidemia,2.0,2.0,0.0,0.0
ALAS2,1.0,1.0,Sepsis,2.0,2.0,0.0,0.0
ALAS2,1.0,1.0,Hyperlipidemia,2.0,2.0,0.0,0.0
ALB,11.0,23.0,Myocardial Infarction,54.0,92.0,12.0,38.0
ALB,5.0,8.0,Tardive Dyskinesia,54.0,92.0,3.0,38.0
ALB,3.0,3.0,Proteinuria,54.0,92.0,0.0,38.0
ALB,3.0,4.0,Thrombocytopenia,54.0,92.0,1.0,38.0
ALB,5.0,12.0,Pneumonia,54.0,92.0,7.0,38.0
ALB,6.0,11.0,Pancreatitis,54.0,92.0,5.0,38.0
ALB,1.0,4.0,Delirium,54.0,92.0,3.0,38.0
ALB,2.0,6.0,Sepsis,54.0,92.0,4.0,38.0
ALB,11.0,12.0,Hyperlipidemia,54.0,92.0,1.0,38.0
ALB,3.0,3.0,Gastric ulcer,54.0,92.0,0.0,38.0
ALB,4.0,6.0,Edema,54.0,92.0,2.0,38.0
ALOX5,1.0,1.0,Pneumonia,3.0,3.0,0.0,0.0
ALOX5,1.0,1.0,Sepsis,3.0,3.0,0.0,0.0
ALOX5,1.0,1.0,Pancreatitis,3.0,3.0,0.0,0.0
AMY2A,1.0,1.0,Pancreatitis,1.0,1.0,0.0,0.0
ANXA1,1.0,1.0,Sepsis,3.0,3.0,0.0,0.0
ANXA1,1.0,1.0,Pneumonia,3.0,3.0,0.0,0.0
ANXA1,1.0,1.0,Myocardial Infarction,3.0,3.0,0.0,0.0
ANXA2,1.0,1.0,Pancreatitis,4.0,4.0,0.0,0.0
ANXA2,1.0,1.0,Cerebral Infarction,4.0,4.0,0.0,0.0
ANXA2,1.0,1.0,Myocardial Infarction,4.0,4.0,0.0,0.0
ANXA2,1.0,1.0,Hemorrhage,4.0,4.0,0.0,0.0
AOX1,0.0,1.0,Cerebral Infarction,0.0,6.0,1.0,6.0
AOX1,0.0,1.0,Myocardial Infarction,0.0,6.0,1.0,6.0
AOX1,0.0,1.0,Tardive Dyskinesia,0.0,6.0,1.0,6.0
AOX1,0.0,1.0,Hyperlipidemia,0.0,6.0,1.0,6.0
AOX1,0.0,1.0,Pneumonia,0.0,6.0,1.0,6.0
AOX1,0.0,1.0,Delirium,0.0,6.0,1.0,6.0
AR,1.0,1.0,Myocardial Infarction,2.0,4.0,0.0,2.0
AR,1.0,1.0,Hyperlipidemia,2.0,4.0,0.0,2.0
AR,0.0,1.0,Pneumonia,2.0,4.0,1.0,2.0
AR,0.0,1.0,Tardive Dyskinesia,2.0,4.0,1.0,2.0
ATM,1.0,1.0,Thrombocytopenia,6.0,6.0,0.0,0.0
ATM,1.0,1.0,Pancreatitis,6.0,6.0,0.0,0.0
ATM,1.0,1.0,Pulmonary Edema,6.0,6.0,0.0,0.0
ATM,1.0,1.0,Gastric ulcer,6.0,6.0,0.0,0.0
ATM,1.0,1.0,Edema,6.0,6.0,0.0,0.0
ATM,1.0,1.0,Sepsis,6.0,6.0,0.0,0.0
ATP7A,1.0,1.0,Pancreatitis,1.0,1.0,0.0,0.0
ATP7B,1.0,1.0,Pancreatitis,1.0,1.0,0.0,0.0
AVPR1A,1.0,1.0,Sepsis,2.0,2.0,0.0,0.0
AVPR1A,1.0,1.0,Edema,2.0,2.0,0.0,0.0
AVPR1B,1.0,1.0,Edema,1.0,1.0,0.0,0.0
AVPR2,1.0,1.0,Edema,2.0,2.0,0.0,0.0
AVPR2,1.0,1.0,Sepsis,2.0,2.0,0.0,0.0
BAAT,1.0,1.0,Sepsis,2.0,2.0,0.0,0.0
BAAT,1.0,1.0,Hyperlipidemia,2.0,2.0,0.0,0.0
BCAT1,1.0,1.0,Pneumonia,4.0,4.0,0.0,0.0
BCAT1,1.0,1.0,Myocardial Infarction,4.0,4.0,0.0,0.0
BCAT1,1.0,1.0,Hyperlipidemia,4.0,4.0,0.0,0.0
BCAT1,1.0,1.0,Sepsis,4.0,4.0,0.0,0.0
BCHE,0.0,2.0,Sepsis,2.0,8.0,2.0,6.0
BCHE,1.0,2.0,Pneumonia,2.0,8.0,1.0,6.0
BCHE,0.0,1.0,Deep Vein Thrombosis,2.0,8.0,1.0,6.0
BCHE,0.0,1.0,Hemorrhage,2.0,8.0,1.0,6.0
BCHE,0.0,1.0,Gastric ulcer,2.0,8.0,1.0,6.0
BCHE,1.0,1.0,Tardive Dyskinesia,2.0,8.0,0.0,6.0
BCL2,1.0,1.0,Gastric ulcer,1.0,1.0,0.0,0.0
BCR,0.0,1.0,Pulmonary Edema,2.0,5.0,1.0,3.0
BCR,2.0,4.0,Thrombocytopenia,2.0,5.0,2.0,3.0
BDKRB1,0.0,1.0,Proteinuria,0.0,4.0,1.0,4.0
BDKRB1,0.0,1.0,Myocardial Infarction,0.0,4.0,1.0,4.0
BDKRB1,0.0,1.0,Gastric ulcer,0.0,4.0,1.0,4.0
BDKRB1,0.0,1.0,Edema,0.0,4.0,1.0,4.0
BECN1,0.0,1.0,Hyperlipidemia,0.0,2.0,1.0,2.0
BECN1,0.0,1.0,Myocardial Infarction,0.0,2.0,1.0,2.0
BRAF,1.0,1.0,Thrombocytopenia,1.0,1.0,0.0,0.0
BTK,0.0,1.0,Pulmonary Edema,0.0,2.0,1.0,2.0
BTK,0.0,1.0,Thrombocytopenia,0.0,2.0,1.0,2.0
C1QA,1.0,1.0,Thrombocytopenia,3.0,3.0,0.0,0.0
C1QA,2.0,2.0,Pneumonia,3.0,3.0,0.0,0.0
C1QB,2.0,2.0,Pneumonia,3.0,3.0,0.0,0.0
C1QB,1.0,1.0,Thrombocytopenia,3.0,3.0,0.0,0.0
C1QC,2.0,2.0,Pneumonia,3.0,3.0,0.0,0.0
C1QC,1.0,1.0,Thrombocytopenia,3.0,3.0,0.0,0.0
C1R,2.0,2.0,Pneumonia,3.0,3.0,0.0,0.0
C1R,1.0,1.0,Thrombocytopenia,3.0,3.0,0.0,0.0
C1S,1.0,1.0,Thrombocytopenia,2.0,2.0,0.0,0.0
C1S,1.0,1.0,Pneumonia,2.0,2.0,0.0,0.0
C5,1.0,1.0,Sepsis,2.0,2.0,0.0,0.0
C5,1.0,1.0,Pneumonia,2.0,2.0,0.0,0.0
CACNA1B,1.0,0.0,Myocardial Infarction,4.0,0.0,-1.0,-4.0
CACNA1B,1.0,0.0,Hyperlipidemia,4.0,0.0,-1.0,-4.0
CACNA1B,1.0,0.0,Sepsis,4.0,0.0,-1.0,-4.0
CACNA1B,1.0,0.0,Pneumonia,4.0,0.0,-1.0,-4.0
CACNA2D1,1.0,1.0,Sepsis,4.0,4.0,0.0,0.0
CACNA2D1,1.0,1.0,Pneumonia,4.0,4.0,0.0,0.0
CACNA2D1,1.0,1.0,Myocardial Infarction,4.0,4.0,0.0,0.0
CACNA2D1,1.0,1.0,Hyperlipidemia,4.0,4.0,0.0,0.0
CACNA2D2,1.0,1.0,Hyperlipidemia,4.0,4.0,0.0,0.0
CACNA2D2,1.0,1.0,Myocardial Infarction,4.0,4.0,0.0,0.0
CACNA2D2,1.0,1.0,Pneumonia,4.0,4.0,0.0,0.0
CACNA2D2,1.0,1.0,Sepsis,4.0,4.0,0.0,0.0
CALM3,6.0,0.0,Pneumonia,10.0,0.0,-6.0,-10.0
CALM3,4.0,0.0,Tardive Dyskinesia,10.0,0.0,-4.0,-10.0
CALR,1.0,1.0,Hemorrhage,4.0,4.0,0.0,0.0
CALR,1.0,1.0,Pancreatitis,4.0,4.0,0.0,0.0
CALR,1.0,1.0,Myocardial Infarction,4.0,4.0,0.0,0.0
CALR,1.0,1.0,Cerebral Infarction,4.0,4.0,0.0,0.0
CALY,3.0,3.0,Pneumonia,9.0,9.0,0.0,0.0
CALY,2.0,2.0,Myocardial Infarction,9.0,9.0,0.0,0.0
CALY,1.0,1.0,Gastric ulcer,9.0,9.0,0.0,0.0
CALY,1.0,1.0,Tardive Dyskinesia,9.0,9.0,0.0,0.0
CALY,1.0,1.0,Pancreatitis,9.0,9.0,0.0,0.0
CALY,1.0,1.0,Sepsis,9.0,9.0,0.0,0.0
CAMK2G,1.0,1.0,Thrombocytopenia,1.0,1.0,0.0,0.0
CANX,1.0,1.0,Hemorrhage,4.0,4.0,0.0,0.0
CANX,1.0,1.0,Myocardial Infarction,4.0,4.0,0.0,0.0
CANX,1.0,1.0,Pancreatitis,4.0,4.0,0.0,0.0
CANX,1.0,1.0,Cerebral Infarction,4.0,4.0,0.0,0.0
CASP1,1.0,1.0,Pancreatitis,1.0,1.0,0.0,0.0
CASP3,1.0,1.0,Pancreatitis,1.0,1.0,0.0,0.0
CBR1,0.0,1.0,Delirium,3.0,4.0,1.0,1.0
CBR1,2.0,2.0,Pneumonia,3.0,4.0,0.0,1.0
CBR1,1.0,1.0,Tardive Dyskinesia,3.0,4.0,0.0,1.0
CBR3,0.0,1.0,Delirium,0.0,1.0,1.0,1.0
CCL2,1.0,1.0,Myocardial Infarction,1.0,1.0,0.0,0.0
CCR5,1.0,1.0,Myocardial Infarction,2.0,2.0,0.0,0.0
CCR5,1.0,1.0,Pneumonia,2.0,2.0,0.0,0.0
CD80,1.0,1.0,Sepsis,1.0,1.0,0.0,0.0
CD86,1.0,1.0,Sepsis,1.0,1.0,0.0,0.0
CDK2,1.0,1.0,Thrombocytopenia,1.0,1.0,0.0,0.0
CES1,1.0,1.0,Gastric ulcer,2.0,5.0,0.0,3.0
CES1,0.0,1.0,Sepsis,2.0,5.0,1.0,3.0
CES1,0.0,1.0,Myocardial Infarction,2.0,5.0,1.0,3.0
CES1,0.0,1.0,Pancreatitis,2.0,5.0,1.0,3.0
CES1,1.0,1.0,Pneumonia,2.0,5.0,0.0,3.0
CES2,0.0,1.0,Hyperlipidemia,0.0,1.0,1.0,1.0
CFTR,1.0,1.0,Gastric ulcer,1.0,1.0,0.0,0.0
CHRM1,4.0,4.0,Pancreatitis,72.0,65.0,0.0,-7.0
CHRM1,10.0,9.0,Tardive Dyskinesia,72.0,65.0,-1.0,-7.0
CHRM1,4.0,4.0,Hyperlipidemia,72.0,65.0,0.0,-7.0
CHRM1,4.0,4.0,Delirium,72.0,65.0,0.0,-7.0
CHRM1,16.0,15.0,Myocardial Infarction,72.0,65.0,-1.0,-7.0
CHRM1,17.0,16.0,Pneumonia,72.0,65.0,-1.0,-7.0
CHRM1,8.0,6.0,Gastric ulcer,72.0,65.0,-2.0,-7.0
CHRM1,4.0,3.0,Edema,72.0,65.0,-1.0,-7.0
CHRM1,4.0,3.0,Sepsis,72.0,65.0,-1.0,-7.0
CHRM1,1.0,1.0,Cerebral Infarction,72.0,65.0,0.0,-7.0
CHRM2,6.0,5.0,Gastric ulcer,61.0,53.0,-1.0,-8.0
CHRM2,4.0,3.0,Sepsis,61.0,53.0,-1.0,-8.0
CHRM2,1.0,1.0,Cerebral Infarction,61.0,53.0,0.0,-8.0
CHRM2,14.0,12.0,Myocardial Infarction,61.0,53.0,-2.0,-8.0
CHRM2,4.0,4.0,Hyperlipidemia,61.0,53.0,0.0,-8.0
CHRM2,7.0,6.0,Tardive Dyskinesia,61.0,53.0,-1.0,-8.0
CHRM2,4.0,4.0,Delirium,61.0,53.0,0.0,-8.0
CHRM2,4.0,4.0,Pancreatitis,61.0,53.0,0.0,-8.0
CHRM2,4.0,3.0,Edema,61.0,53.0,-1.0,-8.0
CHRM2,13.0,11.0,Pneumonia,61.0,53.0,-2.0,-8.0
CHRM3,14.0,12.0,Myocardial Infarction,63.0,57.0,-2.0,-6.0
CHRM3,4.0,4.0,Hyperlipidemia,63.0,57.0,0.0,-6.0
CHRM3,3.0,2.0,Sepsis,63.0,57.0,-1.0,-6.0
CHRM3,1.0,1.0,Cerebral Infarction,63.0,57.0,0.0,-6.0
CHRM3,4.0,4.0,Delirium,63.0,57.0,0.0,-6.0
CHRM3,4.0,3.0,Edema,63.0,57.0,-1.0,-6.0
CHRM3,6.0,5.0,Gastric ulcer,63.0,57.0,-1.0,-6.0
CHRM3,4.0,4.0,Pancreatitis,63.0,57.0,0.0,-6.0
CHRM3,15.0,14.0,Pneumonia,63.0,57.0,-1.0,-6.0
CHRM3,8.0,8.0,Tardive Dyskinesia,63.0,57.0,0.0,-6.0
CHRM4,11.0,11.0,Pneumonia,54.0,49.0,0.0,-5.0
CHRM4,4.0,4.0,Hyperlipidemia,54.0,49.0,0.0,-5.0
CHRM4,4.0,4.0,Pancreatitis,54.0,49.0,0.0,-5.0
CHRM4,4.0,3.0,Edema,54.0,49.0,-1.0,-5.0
CHRM4,11.0,10.0,Myocardial Infarction,54.0,49.0,-1.0,-5.0
CHRM4,1.0,1.0,Cerebral Infarction,54.0,49.0,0.0,-5.0
CHRM4,4.0,4.0,Delirium,54.0,49.0,0.0,-5.0
CHRM4,3.0,2.0,Sepsis,54.0,49.0,-1.0,-5.0
