Gene,Adverse Event Count,Adverse Event,All Adverse Event Counts,Adverse event mean -log(BH) diff,All Adverse events mean -log(BH) diff
HTR2A,0.0,Hemorrhage,103,0.0,-0.45169984342035935
HTR2A,4.0,Hyperlipidemia,103,-0.5218068405261094,-0.45169984342035935
HTR2A,21.0,Myocardial Infarction,103,-0.7715639578050477,-0.45169984342035935
HTR2A,8.0,Delirium,103,-0.10682946565538676,-0.45169984342035935
HTR2A,0.0,Peripheral Neuropathy,103,0.0,-0.45169984342035935
HTR2A,28.0,Pneumonia,103,-0.3124675234331326,-0.45169984342035935
HTR2A,0.0,Proteinuria,103,0.0,-0.45169984342035935
HTR2A,0.0,Pulmonary Edema,103,0.0,-0.45169984342035935
HTR2A,4.0,Sepsis,103,-0.25167449362422856,-0.45169984342035935
HTR2A,16.0,Tardive Dyskinesia,103,-0.6971582150339913,-0.45169984342035935
HTR2A,0.0,Thrombocytopenia,103,0.0,-0.45169984342035935
HTR2A,5.0,Pancreatitis,103,-0.5803903095307781,-0.45169984342035935
HTR2A,0.0,Deep Vein Thrombosis,103,0.0,-0.45169984342035935
HTR1A,22.0,Myocardial Infarction,97,-0.7754449264355237,-0.42132466002989466
HTR1A,0.0,Peripheral Neuropathy,97,0.0,-0.42132466002989466
HTR1A,9.0,Delirium,97,-0.0680884207528967,-0.42132466002989466
HTR1A,8.0,Edema,97,-0.12122042191178362,-0.42132466002989466
HTR1A,5.0,Gastric ulcer,97,-0.22303081498961747,-0.42132466002989466
HTR1A,0.0,Hemorrhage,97,0.0,-0.42132466002989466
HTR1A,4.0,Hyperlipidemia,97,-0.5218068405261094,-0.42132466002989466
HTR1A,6.0,Pancreatitis,97,-0.49106833816487977,-0.42132466002989466
HTR1A,23.0,Pneumonia,97,-0.18402706535358357,-0.42132466002989466
HTR1A,0.0,Deep Vein Thrombosis,97,0.0,-0.42132466002989466
HTR1A,0.0,Proteinuria,97,0.0,-0.42132466002989466
HTR1A,0.0,Pulmonary Edema,97,0.0,-0.42132466002989466
HTR1A,4.0,Sepsis,97,-0.13081720683065032,-0.42132466002989466
HTR1A,15.0,Tardive Dyskinesia,97,-0.718127992881346,-0.42132466002989466
HTR1A,0.0,Thrombocytopenia,97,0.0,-0.42132466002989466
HTR1A,1.0,Cerebral Infarction,97,-0.5495417895309078,-0.42132466002989466
ADRA1A,1.0,Cerebral Infarction,94,-0.5495417895309078,-0.48544753275712704
ADRA1A,0.0,Deep Vein Thrombosis,94,0.0,-0.48544753275712704
ADRA1A,0.0,Thrombocytopenia,94,0.0,-0.48544753275712704
ADRA1A,6.0,Pancreatitis,94,-0.5761520985905312,-0.48544753275712704
ADRA1A,8.0,Delirium,94,-0.10682946565538676,-0.48544753275712704
ADRA1A,15.0,Tardive Dyskinesia,94,-0.6563579475409241,-0.48544753275712704
ADRA1A,12.0,Edema,94,-0.3043938573120239,-0.48544753275712704
ADRA1A,6.0,Gastric ulcer,94,-0.14761759407920866,-0.48544753275712704
ADRA1A,0.0,Hemorrhage,94,0.0,-0.48544753275712704
ADRA1A,20.0,Myocardial Infarction,94,-0.7767487024045938,-0.48544753275712704
ADRA1A,4.0,Hyperlipidemia,94,-0.5218068405261094,-0.48544753275712704
ADRA1A,0.0,Peripheral Neuropathy,94,0.0,-0.48544753275712704
ADRA1A,20.0,Pneumonia,94,-0.41427102507395813,-0.48544753275712704
ADRA1A,0.0,Proteinuria,94,0.0,-0.48544753275712704
ADRA1A,0.0,Pulmonary Edema,94,0.0,-0.48544753275712704
ADRA1A,2.0,Sepsis,94,-0.23977749792193753,-0.48544753275712704
CYP2C9,5.0,Pancreatitis,89,-0.5719475468148346,-0.38019770825148885
CYP2C9,6.0,Edema,89,-0.3915982181565963,-0.38019770825148885
CYP2C9,10.0,Gastric ulcer,89,-0.169357308654876,-0.38019770825148885
CYP2C9,0.0,Hemorrhage,89,0.0,-0.38019770825148885
CYP2C9,9.0,Hyperlipidemia,89,-0.2661436400269092,-0.38019770825148885
CYP2C9,15.0,Myocardial Infarction,89,-0.7707267939737714,-0.38019770825148885
CYP2C9,8.0,Tardive Dyskinesia,89,-0.7106874987523653,-0.38019770825148885
CYP2C9,1.0,Peripheral Neuropathy,89,-0.600880662648489,-0.38019770825148885
CYP2C9,16.0,Pneumonia,89,-0.2864882720024972,-0.38019770825148885
CYP2C9,0.0,Proteinuria,89,0.0,-0.38019770825148885
CYP2C9,2.0,Pulmonary Edema,89,0.18719565967983343,-0.38019770825148885
CYP2C9,11.0,Sepsis,89,-0.12409714575566239,-0.38019770825148885
CYP2C9,0.0,Deep Vein Thrombosis,89,0.0,-0.38019770825148885
CYP2C9,2.0,Delirium,89,-0.20048565313377506,-0.38019770825148885
CYP2C9,3.0,Thrombocytopenia,89,-0.07516510252462717,-0.38019770825148885
CYP2C9,1.0,Cerebral Infarction,89,-0.4911643324698271,-0.38019770825148885
ADRA2A,6.0,Pancreatitis,88,-0.5761520985905312,-0.46965634835975045
ADRA2A,6.0,Delirium,88,-0.13897084561533465,-0.46965634835975045
ADRA2A,10.0,Edema,88,-0.2637603087560237,-0.46965634835975045
ADRA2A,6.0,Gastric ulcer,88,-0.2559060261553059,-0.46965634835975045
ADRA2A,0.0,Hemorrhage,88,0.0,-0.46965634835975045
ADRA2A,4.0,Hyperlipidemia,88,-0.5218068405261094,-0.46965634835975045
ADRA2A,20.0,Myocardial Infarction,88,-0.7592811467189714,-0.46965634835975045
ADRA2A,0.0,Thrombocytopenia,88,0.0,-0.46965634835975045
ADRA2A,1.0,Cerebral Infarction,88,-0.5495417895309078,-0.46965634835975045
ADRA2A,0.0,Peripheral Neuropathy,88,0.0,-0.46965634835975045
ADRA2A,19.0,Pneumonia,88,-0.3233026474409679,-0.46965634835975045
ADRA2A,0.0,Proteinuria,88,0.0,-0.46965634835975045
ADRA2A,0.0,Pulmonary Edema,88,0.0,-0.46965634835975045
ADRA2A,4.0,Sepsis,88,-0.1705673294852401,-0.46965634835975045
ADRA2A,12.0,Tardive Dyskinesia,88,-0.6848808367163876,-0.46965634835975045
ADRA2A,0.0,Deep Vein Thrombosis,88,0.0,-0.46965634835975045
CYP3A5,0.0,Deep Vein Thrombosis,87,0.0,-0.3389219034684431
CYP3A5,1.0,Cerebral Infarction,87,-0.5495417895309078,-0.3389219034684431
CYP3A5,6.0,Thrombocytopenia,87,0.12315271378763776,-0.3389219034684431
CYP3A5,13.0,Tardive Dyskinesia,87,-0.7868747550426483,-0.3389219034684431
CYP3A5,6.0,Sepsis,87,-0.17638424897884816,-0.3389219034684431
CYP3A5,3.0,Pulmonary Edema,87,0.34378280057691296,-0.3389219034684431
CYP3A5,0.0,Proteinuria,87,0.0,-0.3389219034684431
CYP3A5,18.0,Pneumonia,87,-0.25678176051226537,-0.3389219034684431
CYP3A5,0.0,Peripheral Neuropathy,87,0.0,-0.3389219034684431
CYP3A5,11.0,Myocardial Infarction,87,-0.6826189624685881,-0.3389219034684431
CYP3A5,8.0,Hyperlipidemia,87,-0.421831770443718,-0.3389219034684431
CYP3A5,0.0,Hemorrhage,87,0.0,-0.3389219034684431
CYP3A5,5.0,Gastric ulcer,87,-0.08629338617982363,-0.3389219034684431
CYP3A5,4.0,Edema,87,-0.22523467154532684,-0.3389219034684431
CYP3A5,7.0,Delirium,87,0.012982291572447874,-0.3389219034684431
CYP3A5,5.0,Pancreatitis,87,-0.5344374342508817,-0.3389219034684431
HTR2C,0.0,Deep Vein Thrombosis,86,0.0,-0.46027515385580703
HTR2C,1.0,Cerebral Infarction,86,-0.5495417895309078,-0.46027515385580703
HTR2C,19.0,Myocardial Infarction,86,-0.7789459336827224,-0.46027515385580703
HTR2C,13.0,Tardive Dyskinesia,86,-0.6714552180911362,-0.46027515385580703
HTR2C,7.0,Delirium,86,-0.13365837426213212,-0.46027515385580703
HTR2C,8.0,Edema,86,-0.12122042191178362,-0.46027515385580703
HTR2C,6.0,Gastric ulcer,86,-0.2255457424242445,-0.46027515385580703
HTR2C,0.0,Hemorrhage,86,0.0,-0.46027515385580703
HTR2C,4.0,Hyperlipidemia,86,-0.5218068405261094,-0.46027515385580703
HTR2C,0.0,Thrombocytopenia,86,0.0,-0.46027515385580703
HTR2C,5.0,Pancreatitis,86,-0.5803903095307781,-0.46027515385580703
HTR2C,20.0,Pneumonia,86,-0.3421239687836744,-0.46027515385580703
HTR2C,0.0,Proteinuria,86,0.0,-0.46027515385580703
HTR2C,0.0,Pulmonary Edema,86,0.0,-0.46027515385580703
HTR2C,0.0,Peripheral Neuropathy,86,0.0,-0.46027515385580703
HTR2C,3.0,Sepsis,86,-0.1383087106018408,-0.46027515385580703
CYP2C19,12.0,Hyperlipidemia,81,-0.2922833428233906,-0.3929821598026093
CYP2C19,0.0,Cerebral Infarction,81,0.0,-0.3929821598026093
CYP2C19,0.0,Deep Vein Thrombosis,81,0.0,-0.3929821598026093
CYP2C19,5.0,Delirium,81,-0.02724920463368895,-0.3929821598026093
CYP2C19,3.0,Edema,81,-0.1431970820098224,-0.3929821598026093
CYP2C19,8.0,Gastric ulcer,81,-0.05873063491094686,-0.3929821598026093
CYP2C19,0.0,Hemorrhage,81,0.0,-0.3929821598026093
CYP2C19,14.0,Myocardial Infarction,81,-0.8151087482850794,-0.3929821598026093
CYP2C19,4.0,Pancreatitis,81,-0.45790558446519203,-0.3929821598026093
CYP2C19,0.0,Peripheral Neuropathy,81,0.0,-0.3929821598026093
CYP2C19,16.0,Pneumonia,81,-0.2637958526229034,-0.3929821598026093
CYP2C19,0.0,Proteinuria,81,0.0,-0.3929821598026093
CYP2C19,1.0,Pulmonary Edema,81,0.7312326029000751,-0.3929821598026093
CYP2C19,5.0,Sepsis,81,-0.5953332207343575,-0.3929821598026093
CYP2C19,11.0,Tardive Dyskinesia,81,-0.6787466697362615,-0.3929821598026093
CYP2C19,2.0,Thrombocytopenia,81,-0.05647357897812991,-0.3929821598026093
DRD1,6.0,Pancreatitis,80,-0.44681615301120114,-0.40289758149064364
DRD1,0.0,Thrombocytopenia,80,0.0,-0.40289758149064364
DRD1,3.0,Sepsis,80,-0.1383087106018408,-0.40289758149064364
DRD1,0.0,Pulmonary Edema,80,0.0,-0.40289758149064364
DRD1,0.0,Proteinuria,80,0.0,-0.40289758149064364
DRD1,22.0,Pneumonia,80,-0.1997745168528495,-0.40289758149064364
DRD1,0.0,Peripheral Neuropathy,80,0.0,-0.40289758149064364
DRD1,16.0,Tardive Dyskinesia,80,-0.7200566319025071,-0.40289758149064364
DRD1,12.0,Myocardial Infarction,80,-0.7223208088402612,-0.40289758149064364
DRD1,5.0,Delirium,80,-0.02876232357130278,-0.40289758149064364
DRD1,1.0,Cerebral Infarction,80,-0.5495417895309078,-0.40289758149064364
DRD1,0.0,Deep Vein Thrombosis,80,0.0,-0.40289758149064364
DRD1,4.0,Hyperlipidemia,80,-0.5218068405261094,-0.40289758149064364
DRD1,6.0,Edema,80,-0.10940890627548061,-0.40289758149064364
DRD1,5.0,Gastric ulcer,80,-0.22303081498961747,-0.40289758149064364
DRD1,0.0,Hemorrhage,80,0.0,-0.40289758149064364
DRD3,6.0,Edema,76,-0.10940890627548061,-0.3848480612811594
DRD3,5.0,Gastric ulcer,76,-0.22303081498961747,-0.3848480612811594
DRD3,0.0,Hemorrhage,76,0.0,-0.3848480612811594
DRD3,4.0,Hyperlipidemia,76,-0.5218068405261094,-0.3848480612811594
DRD3,6.0,Pancreatitis,76,-0.44681615301120114,-0.3848480612811594
DRD3,0.0,Peripheral Neuropathy,76,0.0,-0.3848480612811594
DRD3,20.0,Pneumonia,76,-0.189361254860993,-0.3848480612811594
DRD3,0.0,Proteinuria,76,0.0,-0.3848480612811594
DRD3,0.0,Pulmonary Edema,76,0.0,-0.3848480612811594
DRD3,3.0,Sepsis,76,-0.1383087106018408,-0.3848480612811594
DRD3,14.0,Tardive Dyskinesia,76,-0.6697156732311649,-0.3848480612811594
DRD3,0.0,Thrombocytopenia,76,0.0,-0.3848480612811594
DRD3,12.0,Myocardial Infarction,76,-0.7030997335788657,-0.3848480612811594
DRD3,5.0,Delirium,76,-0.028762323571302782,-0.3848480612811594
DRD3,0.0,Deep Vein Thrombosis,76,0.0,-0.3848480612811594
DRD3,1.0,Cerebral Infarction,76,-0.5495417895309078,-0.3848480612811594
ADRA1B,10.0,Tardive Dyskinesia,73,-0.6154643340805125,-0.46260115105708544
ADRA1B,0.0,Thrombocytopenia,73,0.0,-0.46260115105708544
ADRA1B,1.0,Cerebral Infarction,73,-0.5495417895309078,-0.46260115105708544
ADRA1B,0.0,Deep Vein Thrombosis,73,0.0,-0.46260115105708544
ADRA1B,7.0,Delirium,73,-0.13365837426213212,-0.46260115105708544
ADRA1B,11.0,Edema,73,-0.292327814025005,-0.46260115105708544
ADRA1B,4.0,Gastric ulcer,73,-0.03529220832826495,-0.46260115105708544
ADRA1B,0.0,Hemorrhage,73,0.0,-0.46260115105708544
ADRA1B,4.0,Hyperlipidemia,73,-0.5218068405261094,-0.46260115105708544
ADRA1B,14.0,Myocardial Infarction,73,-0.7799555769784726,-0.46260115105708544
ADRA1B,6.0,Pancreatitis,73,-0.5761520985905312,-0.46260115105708544
ADRA1B,0.0,Peripheral Neuropathy,73,0.0,-0.46260115105708544
ADRA1B,14.0,Pneumonia,73,-0.4164458901584322,-0.46260115105708544
ADRA1B,0.0,Proteinuria,73,0.0,-0.46260115105708544
ADRA1B,2.0,Sepsis,73,-0.23977749792193753,-0.46260115105708544
ADRA1B,0.0,Pulmonary Edema,73,0.0,-0.46260115105708544
ADRA2C,0.0,Proteinuria,73,0.0,-0.4353362200874411
ADRA2C,1.0,Cerebral Infarction,73,-0.5495417895309078,-0.4353362200874411
ADRA2C,6.0,Pancreatitis,73,-0.5761520985905312,-0.4353362200874411
ADRA2C,0.0,Deep Vein Thrombosis,73,0.0,-0.4353362200874411
ADRA2C,10.0,Tardive Dyskinesia,73,-0.6578946083815873,-0.4353362200874411
ADRA2C,4.0,Sepsis,73,-0.1705673294852401,-0.4353362200874411
ADRA2C,0.0,Pulmonary Edema,73,0.0,-0.4353362200874411
ADRA2C,17.0,Pneumonia,73,-0.31744557742795304,-0.4353362200874411
ADRA2C,0.0,Peripheral Neuropathy,73,0.0,-0.4353362200874411
ADRA2C,0.0,Thrombocytopenia,73,0.0,-0.4353362200874411
ADRA2C,13.0,Myocardial Infarction,73,-0.7514644081839925,-0.4353362200874411
ADRA2C,0.0,Hemorrhage,73,0.0,-0.4353362200874411
ADRA2C,5.0,Gastric ulcer,73,-0.22303081498961747,-0.4353362200874411
ADRA2C,8.0,Edema,73,-0.25000863824701636,-0.4353362200874411
ADRA2C,4.0,Hyperlipidemia,73,-0.5218068405261094,-0.4353362200874411
ADRA2C,5.0,Delirium,73,-0.028762323571302782,-0.4353362200874411
HTR1D,17.0,Myocardial Infarction,72,-0.752365489993533,-0.3985570958383573
HTR1D,5.0,Delirium,72,-0.1018682466521735,-0.3985570958383573
HTR1D,7.0,Edema,72,-0.12240958368110835,-0.3985570958383573
HTR1D,5.0,Gastric ulcer,72,-0.22303081498961747,-0.3985570958383573
HTR1D,0.0,Hemorrhage,72,0.0,-0.3985570958383573
HTR1D,4.0,Hyperlipidemia,72,-0.5218068405261094,-0.3985570958383573
HTR1D,15.0,Pneumonia,72,-0.11455000691107409,-0.3985570958383573
HTR1D,0.0,Peripheral Neuropathy,72,0.0,-0.3985570958383573
CHRM1,0.0,Thrombocytopenia,72,0.0,-0.46099446349242995
HTR1D,0.0,Proteinuria,72,0.0,-0.3985570958383573
HTR1D,0.0,Pulmonary Edema,72,0.0,-0.3985570958383573
HTR1D,4.0,Sepsis,72,-0.13081720683065032,-0.3985570958383573
HTR1D,9.0,Tardive Dyskinesia,72,-0.6271439495796672,-0.3985570958383573
HTR1D,0.0,Thrombocytopenia,72,0.0,-0.3985570958383573
HTR1D,0.0,Deep Vein Thrombosis,72,0.0,-0.3985570958383573
CHRM1,0.0,Pulmonary Edema,72,0.0,-0.46099446349242995
CHRM1,10.0,Tardive Dyskinesia,72,-0.5751521969413386,-0.46099446349242995
CHRM1,4.0,Sepsis,72,-0.3403553940601016,-0.46099446349242995
CHRM1,0.0,Proteinuria,72,0.0,-0.46099446349242995
CHRM1,17.0,Pneumonia,72,-0.42957929905235076,-0.46099446349242995
CHRM1,0.0,Peripheral Neuropathy,72,0.0,-0.46099446349242995
CHRM1,16.0,Myocardial Infarction,72,-0.7329605330884519,-0.46099446349242995
CHRM1,4.0,Hyperlipidemia,72,-0.5218068405261094,-0.46099446349242995
CHRM1,0.0,Hemorrhage,72,0.0,-0.46099446349242995
CHRM1,8.0,Gastric ulcer,72,-0.16797157539295024,-0.46099446349242995
CHRM1,4.0,Edema,72,-0.17113591105753698,-0.46099446349242995
CHRM1,4.0,Delirium,72,-0.06122102280803253,-0.46099446349242995
CHRM1,0.0,Deep Vein Thrombosis,72,0.0,-0.46099446349242995
CHRM1,1.0,Cerebral Infarction,72,-0.5495417895309078,-0.46099446349242995
HTR1D,1.0,Cerebral Infarction,72,-0.5495417895309078,-0.3985570958383573
CHRM1,4.0,Pancreatitis,72,-0.5346179305636878,-0.46099446349242995
HTR1D,5.0,Pancreatitis,72,-0.5803903095307781,-0.3985570958383573
HRH1,15.0,Tardive Dyskinesia,71,-0.6563579475409241,-0.5047315766722476
HRH1,1.0,Cerebral Infarction,71,-0.5495417895309078,-0.5047315766722476
HRH1,0.0,Pulmonary Edema,71,0.0,-0.5047315766722476
HRH1,0.0,Proteinuria,71,0.0,-0.5047315766722476
HRH1,16.0,Pneumonia,71,-0.45558408516269877,-0.5047315766722476
HRH1,0.0,Peripheral Neuropathy,71,0.0,-0.5047315766722476
HRH1,4.0,Pancreatitis,71,-0.5498836226411634,-0.5047315766722476
HRH1,15.0,Myocardial Infarction,71,-0.7833485054392846,-0.5047315766722476
HRH1,4.0,Hyperlipidemia,71,-0.5218068405261094,-0.5047315766722476
HRH1,0.0,Hemorrhage,71,0.0,-0.5047315766722476
HRH1,4.0,Gastric ulcer,71,-0.18955660471970012,-0.5047315766722476
HRH1,5.0,Edema,71,-0.13915799963664133,-0.5047315766722476
HRH1,6.0,Delirium,71,-0.07474465290880368,-0.5047315766722476
HRH1,0.0,Deep Vein Thrombosis,71,0.0,-0.5047315766722476
HTR1B,4.0,Sepsis,71,-0.13081720683065032,-0.40358449503283966
HTR1B,0.0,Thrombocytopenia,71,0.0,-0.40358449503283966
HTR1B,0.0,Pulmonary Edema,71,0.0,-0.40358449503283966
HTR1B,0.0,Proteinuria,71,0.0,-0.40358449503283966
HTR1B,15.0,Pneumonia,71,-0.13401905158577954,-0.40358449503283966
HTR1B,0.0,Peripheral Neuropathy,71,0.0,-0.40358449503283966
HTR1B,5.0,Pancreatitis,71,-0.4431571657112034,-0.40358449503283966
HTR1B,18.0,Myocardial Infarction,71,-0.7387211729712996,-0.40358449503283966
HTR1B,4.0,Hyperlipidemia,71,-0.5218068405261094,-0.40358449503283966
HTR1B,0.0,Hemorrhage,71,0.0,-0.40358449503283966
HTR1B,5.0,Gastric ulcer,71,-0.22303081498961747,-0.40358449503283966
HTR1B,6.0,Edema,71,-0.14093678863578332,-0.40358449503283966
HTR1B,4.0,Delirium,71,-0.056196128112086186,-0.40358449503283966
HTR1B,0.0,Deep Vein Thrombosis,71,0.0,-0.40358449503283966
HRH1,1.0,Sepsis,71,-0.2122118097084371,-0.5047315766722476
HTR1B,9.0,Tardive Dyskinesia,71,-0.6428721259262709,-0.40358449503283966
HTR1B,1.0,Cerebral Infarction,71,-0.5495417895309078,-0.40358449503283966
HRH1,0.0,Thrombocytopenia,71,0.0,-0.5047315766722476
DRD4,3.0,Sepsis,70,-0.1383087106018408,-0.3766482026551219
DRD4,5.0,Delirium,70,-0.028762323571302782,-0.3766482026551219
DRD4,1.0,Cerebral Infarction,70,-0.5495417895309078,-0.3766482026551219
DRD4,6.0,Edema,70,-0.10940890627548061,-0.3766482026551219
DRD4,0.0,Deep Vein Thrombosis,70,0.0,-0.3766482026551219
DRD4,0.0,Thrombocytopenia,70,0.0,-0.3766482026551219
DRD4,12.0,Tardive Dyskinesia,70,-0.6478648859684424,-0.3766482026551219
DRD4,5.0,Gastric ulcer,70,-0.22303081498961747,-0.3766482026551219
DRD4,0.0,Pulmonary Edema,70,0.0,-0.3766482026551219
DRD4,17.0,Pneumonia,70,-0.1801344223490032,-0.3766482026551219
DRD4,0.0,Hemorrhage,70,0.0,-0.3766482026551219
DRD4,0.0,Peripheral Neuropathy,70,0.0,-0.3766482026551219
DRD4,6.0,Pancreatitis,70,-0.44681615301120114,-0.3766482026551219
DRD4,11.0,Myocardial Infarction,70,-0.7164271856671462,-0.3766482026551219
DRD4,4.0,Hyperlipidemia,70,-0.5218068405261094,-0.3766482026551219
DRD4,0.0,Proteinuria,70,0.0,-0.3766482026551219
ADRA2B,14.0,Pneumonia,68,-0.3568833404039431,-0.453868448936287
ADRA2B,0.0,Thrombocytopenia,68,0.0,-0.453868448936287
ADRA2B,9.0,Tardive Dyskinesia,68,-0.6301623794185635,-0.453868448936287
