Gene,Version 1 Adverse Event Count,Version 2 Adverse Event Count,Adverse Event,All Records Version 1 Count,All Records Version 2 Count,Adverse Event Count Difference,All Records Count Difference
ABCG2,0.0,23.0,Thrombocytopenia,91.0,34.0,23.0,-57.0
ABCG2,80.0,0.0,Myocardial Infarction,91.0,34.0,-80.0,-57.0
ABCG5,0.0,80.0,Myocardial Infarction,19.0,99.0,80.0,80.0
ABCG5,19.0,19.0,Hyperlipidemia,19.0,99.0,0.0,80.0
ABCG8,0.0,80.0,Myocardial Infarction,19.0,99.0,80.0,80.0
ABCG8,19.0,19.0,Hyperlipidemia,19.0,99.0,0.0,80.0
ABHD12,1.0,1.0,Peripheral Neuropathy,1.0,1.0,0.0,0.0
ABI3BP,0.0,80.0,Myocardial Infarction,0.0,80.0,80.0,80.0
ABL1,23.0,23.0,Thrombocytopenia,23.0,23.0,0.0,0.0
ABO,0.0,2.0,Deep Vein Thrombosis,118.0,131.0,2.0,13.0
ABO,26.0,26.0,Gastric ulcer,118.0,131.0,0.0,13.0
ABO,80.0,80.0,Myocardial Infarction,118.0,131.0,0.0,13.0
ABO,12.0,0.0,Hemorrhage,118.0,131.0,-12.0,13.0
ABO,0.0,23.0,Thrombocytopenia,118.0,131.0,23.0,13.0
ABRAXAS2,0.0,80.0,Myocardial Infarction,0.0,80.0,80.0,80.0
ACACA,19.0,0.0,Hyperlipidemia,19.0,0.0,-19.0,-19.0
ACACB,19.0,0.0,Hyperlipidemia,19.0,0.0,-19.0,-19.0
ACAD9,23.0,23.0,Thrombocytopenia,41.0,23.0,0.0,-18.0
ACAD9,18.0,0.0,Edema,41.0,23.0,-18.0,-18.0
ACADM,18.0,0.0,Edema,18.0,0.0,-18.0,-18.0
ACADSB,19.0,19.0,Hyperlipidemia,19.0,19.0,0.0,0.0
ACAT1,0.0,33.0,Sepsis,19.0,52.0,33.0,33.0
ACAT1,19.0,19.0,Hyperlipidemia,19.0,52.0,0.0,33.0
ACAT2,19.0,0.0,Hyperlipidemia,19.0,0.0,-19.0,-19.0
ACD,23.0,23.0,Thrombocytopenia,23.0,23.0,0.0,0.0
ACE,3.0,3.0,Pulmonary Edema,285.0,243.0,0.0,-42.0
ACE,5.0,5.0,Cerebral Infarction,285.0,243.0,0.0,-42.0
ACE,26.0,26.0,Gastric ulcer,285.0,243.0,0.0,-42.0
ACE,18.0,0.0,Edema,285.0,243.0,-18.0,-42.0
ACE,2.0,2.0,Deep Vein Thrombosis,285.0,243.0,0.0,-42.0
ACE,70.0,70.0,Pneumonia,285.0,243.0,0.0,-42.0
ACE,24.0,0.0,Pancreatitis,285.0,243.0,-24.0,-42.0
ACE,33.0,33.0,Sepsis,285.0,243.0,0.0,-42.0
ACE,19.0,19.0,Hyperlipidemia,285.0,243.0,0.0,-42.0
ACE,4.0,4.0,Proteinuria,285.0,243.0,0.0,-42.0
ACE,80.0,80.0,Myocardial Infarction,285.0,243.0,0.0,-42.0
ACE,1.0,1.0,Peripheral Neuropathy,285.0,243.0,0.0,-42.0
ACE1,80.0,0.0,Myocardial Infarction,80.0,0.0,-80.0,-80.0
ACE2,4.0,4.0,Proteinuria,192.0,192.0,0.0,0.0
ACE2,80.0,80.0,Myocardial Infarction,192.0,192.0,0.0,0.0
ACE2,5.0,5.0,Cerebral Infarction,192.0,192.0,0.0,0.0
ACE2,70.0,70.0,Pneumonia,192.0,192.0,0.0,0.0
ACE2,33.0,33.0,Sepsis,192.0,192.0,0.0,0.0
ACHE,80.0,80.0,Myocardial Infarction,80.0,122.0,0.0,42.0
ACHE,0.0,19.0,Hyperlipidemia,80.0,122.0,19.0,42.0
ACHE,0.0,23.0,Thrombocytopenia,80.0,122.0,23.0,42.0
ACKR1,4.0,4.0,Proteinuria,154.0,74.0,0.0,-80.0
ACKR1,80.0,0.0,Myocardial Infarction,154.0,74.0,-80.0,-80.0
ACKR1,70.0,70.0,Pneumonia,154.0,74.0,0.0,-80.0
ACKR3,0.0,70.0,Pneumonia,0.0,70.0,70.0,70.0
ACO1,0.0,80.0,Myocardial Infarction,0.0,80.0,80.0,80.0
ACO2,1.0,0.0,Peripheral Neuropathy,1.0,0.0,-1.0,-1.0
ACOD1,0.0,33.0,Sepsis,0.0,33.0,33.0,33.0
ACOT7,2.0,0.0,Deep Vein Thrombosis,82.0,0.0,-2.0,-82.0
ACOT7,80.0,0.0,Myocardial Infarction,82.0,0.0,-80.0,-82.0
ACOT8,0.0,33.0,Sepsis,0.0,33.0,33.0,33.0
ACOXL,0.0,80.0,Myocardial Infarction,0.0,80.0,80.0,80.0
ACP5,23.0,0.0,Thrombocytopenia,93.0,70.0,-23.0,-23.0
ACP5,70.0,70.0,Pneumonia,93.0,70.0,0.0,-23.0
ACSF2,0.0,2.0,Deep Vein Thrombosis,0.0,2.0,2.0,2.0
ACSL3,19.0,19.0,Hyperlipidemia,19.0,19.0,0.0,0.0
ACSL4,4.0,4.0,Proteinuria,4.0,4.0,0.0,0.0
ACSL5,19.0,19.0,Hyperlipidemia,19.0,19.0,0.0,0.0
ACSM3,19.0,0.0,Hyperlipidemia,19.0,0.0,-19.0,-19.0
ACSS1,0.0,80.0,Myocardial Infarction,0.0,80.0,80.0,80.0
ACT,2.0,0.0,Deep Vein Thrombosis,82.0,0.0,-2.0,-82.0
ACT,80.0,0.0,Myocardial Infarction,82.0,0.0,-80.0,-82.0
ACTA1,80.0,0.0,Myocardial Infarction,80.0,70.0,-80.0,-10.0
ACTA1,0.0,70.0,Pneumonia,80.0,70.0,70.0,-10.0
ACTA2,80.0,80.0,Myocardial Infarction,80.0,80.0,0.0,0.0
ACTBL2,80.0,0.0,Myocardial Infarction,82.0,0.0,-80.0,-82.0
ACTBL2,2.0,0.0,Deep Vein Thrombosis,82.0,0.0,-2.0,-82.0
ACTG1,80.0,0.0,Myocardial Infarction,83.0,1.0,-80.0,-82.0
ACTG1,1.0,1.0,Peripheral Neuropathy,83.0,1.0,0.0,-82.0
ACTG1,2.0,0.0,Deep Vein Thrombosis,83.0,1.0,-2.0,-82.0
ACTG1P14,0.0,80.0,Myocardial Infarction,0.0,80.0,80.0,80.0
ACTG2,80.0,0.0,Myocardial Infarction,115.0,0.0,-80.0,-115.0
ACTG2,2.0,0.0,Deep Vein Thrombosis,115.0,0.0,-2.0,-115.0
ACTG2,33.0,0.0,Sepsis,115.0,0.0,-33.0,-115.0
ACTL8,1.0,0.0,Peripheral Neuropathy,1.0,0.0,-1.0,-1.0
ACTN1,23.0,23.0,Thrombocytopenia,23.0,23.0,0.0,0.0
ACTN4,4.0,4.0,Proteinuria,41.0,41.0,0.0,0.0
ACTN4,18.0,18.0,Edema,41.0,41.0,0.0,0.0
ACTN4,19.0,19.0,Hyperlipidemia,41.0,41.0,0.0,0.0
ACTR3B,0.0,80.0,Myocardial Infarction,0.0,80.0,80.0,80.0
ACVR1B,0.0,80.0,Myocardial Infarction,0.0,80.0,80.0,80.0
AD14,70.0,70.0,Pneumonia,70.0,70.0,0.0,0.0
ADA,3.0,3.0,Pulmonary Edema,159.0,103.0,0.0,-56.0
ADA,12.0,12.0,Hemorrhage,159.0,103.0,0.0,-56.0
ADA,70.0,70.0,Pneumonia,159.0,103.0,0.0,-56.0
ADA,23.0,0.0,Thrombocytopenia,159.0,103.0,-23.0,-56.0
ADA,33.0,0.0,Sepsis,159.0,103.0,-33.0,-56.0
ADA,18.0,18.0,Edema,159.0,103.0,0.0,-56.0
ADA2,1.0,1.0,Peripheral Neuropathy,1.0,1.0,0.0,0.0
ADAM10,33.0,33.0,Sepsis,108.0,38.0,0.0,-70.0
ADAM10,5.0,5.0,Cerebral Infarction,108.0,38.0,0.0,-70.0
ADAM10,70.0,0.0,Pneumonia,108.0,38.0,-70.0,-70.0
ADAM11,80.0,0.0,Myocardial Infarction,80.0,0.0,-80.0,-80.0
ADAM17,33.0,33.0,Sepsis,183.0,183.0,0.0,0.0
ADAM17,70.0,70.0,Pneumonia,183.0,183.0,0.0,0.0
ADAM17,80.0,80.0,Myocardial Infarction,183.0,183.0,0.0,0.0
ADAM24P,0.0,80.0,Myocardial Infarction,0.0,80.0,80.0,80.0
ADAM8,80.0,80.0,Myocardial Infarction,80.0,150.0,0.0,70.0
ADAM8,0.0,70.0,Pneumonia,80.0,150.0,70.0,70.0
ADAMTS1,80.0,80.0,Myocardial Infarction,80.0,80.0,0.0,0.0
ADAMTS10,11.0,11.0,Delirium,11.0,11.0,0.0,0.0
ADAMTS13,33.0,33.0,Sepsis,183.0,183.0,0.0,0.0
ADAMTS13,80.0,80.0,Myocardial Infarction,183.0,183.0,0.0,0.0
ADAMTS13,24.0,24.0,Pancreatitis,183.0,183.0,0.0,0.0
ADAMTS13,5.0,5.0,Cerebral Infarction,183.0,183.0,0.0,0.0
ADAMTS13,12.0,12.0,Hemorrhage,183.0,183.0,0.0,0.0
ADAMTS13,2.0,2.0,Deep Vein Thrombosis,183.0,183.0,0.0,0.0
ADAMTS13,23.0,23.0,Thrombocytopenia,183.0,183.0,0.0,0.0
ADAMTS13,4.0,4.0,Proteinuria,183.0,183.0,0.0,0.0
ADAMTS18,24.0,24.0,Pancreatitis,24.0,24.0,0.0,0.0
ADAMTS2,18.0,0.0,Edema,18.0,0.0,-18.0,-18.0
ADAMTS6,0.0,80.0,Myocardial Infarction,0.0,80.0,80.0,80.0
ADAMTS7,80.0,80.0,Myocardial Infarction,99.0,99.0,0.0,0.0
ADAMTS7,19.0,19.0,Hyperlipidemia,99.0,99.0,0.0,0.0
ADAMTS9-AS2,0.0,80.0,Myocardial Infarction,0.0,80.0,80.0,80.0
ADAMTSL1,0.0,80.0,Myocardial Infarction,0.0,80.0,80.0,80.0
ADAMTSL3,0.0,80.0,Myocardial Infarction,0.0,80.0,80.0,80.0
ADAR,0.0,33.0,Sepsis,0.0,33.0,33.0,33.0
ADCY8,0.0,80.0,Myocardial Infarction,0.0,80.0,80.0,80.0
ADD1,80.0,80.0,Myocardial Infarction,80.0,80.0,0.0,0.0
ADGRB2,0.0,5.0,Cerebral Infarction,0.0,5.0,5.0,5.0
ADGRB3,0.0,80.0,Myocardial Infarction,0.0,80.0,80.0,80.0
ADGRL3,0.0,80.0,Myocardial Infarction,0.0,80.0,80.0,80.0
ADGRL4,0.0,80.0,Myocardial Infarction,0.0,80.0,80.0,80.0
ADH1B,5.0,5.0,Cerebral Infarction,109.0,109.0,0.0,0.0
ADH1B,80.0,80.0,Myocardial Infarction,109.0,109.0,0.0,0.0
ADH1B,24.0,24.0,Pancreatitis,109.0,109.0,0.0,0.0
ADH1C,24.0,24.0,Pancreatitis,104.0,104.0,0.0,0.0
ADH1C,80.0,80.0,Myocardial Infarction,104.0,104.0,0.0,0.0
ADH4,24.0,24.0,Pancreatitis,24.0,24.0,0.0,0.0
ADH5,0.0,80.0,Myocardial Infarction,0.0,80.0,80.0,80.0
ADIPOQ,33.0,0.0,Sepsis,165.0,111.0,-33.0,-54.0
ADIPOQ,19.0,19.0,Hyperlipidemia,165.0,111.0,0.0,-54.0
ADIPOQ,4.0,4.0,Proteinuria,165.0,111.0,0.0,-54.0
ADIPOQ,80.0,80.0,Myocardial Infarction,165.0,111.0,0.0,-54.0
ADIPOQ,0.0,3.0,Pulmonary Edema,165.0,111.0,3.0,-54.0
ADIPOQ,24.0,0.0,Pancreatitis,165.0,111.0,-24.0,-54.0
ADIPOQ,5.0,5.0,Cerebral Infarction,165.0,111.0,0.0,-54.0
ADIPOR1,0.0,80.0,Myocardial Infarction,0.0,80.0,80.0,80.0
ADIPOR2,5.0,0.0,Cerebral Infarction,5.0,80.0,-5.0,75.0
ADIPOR2,0.0,80.0,Myocardial Infarction,5.0,80.0,80.0,75.0
ADM,33.0,33.0,Sepsis,167.0,167.0,0.0,0.0
ADM,19.0,19.0,Hyperlipidemia,167.0,167.0,0.0,0.0
ADM,4.0,4.0,Proteinuria,167.0,167.0,0.0,0.0
ADM,5.0,5.0,Cerebral Infarction,167.0,167.0,0.0,0.0
ADM,26.0,26.0,Gastric ulcer,167.0,167.0,0.0,0.0
ADM,80.0,80.0,Myocardial Infarction,167.0,167.0,0.0,0.0
ADORA1,80.0,80.0,Myocardial Infarction,85.0,85.0,0.0,0.0
ADORA1,5.0,5.0,Cerebral Infarction,85.0,85.0,0.0,0.0
ADORA2A,24.0,24.0,Tardive Dyskinesia,24.0,127.0,0.0,103.0
ADORA2A,0.0,33.0,Sepsis,24.0,127.0,33.0,103.0
ADORA2A,0.0,70.0,Pneumonia,24.0,127.0,70.0,103.0
ADORA2B,70.0,70.0,Pneumonia,70.0,103.0,0.0,33.0
ADORA2B,0.0,33.0,Sepsis,70.0,103.0,33.0,33.0
ADORA3,70.0,70.0,Pneumonia,150.0,150.0,0.0,0.0
ADORA3,80.0,80.0,Myocardial Infarction,150.0,150.0,0.0,0.0
ADRA1D,33.0,0.0,Sepsis,113.0,80.0,-33.0,-33.0
ADRA1D,80.0,80.0,Myocardial Infarction,113.0,80.0,0.0,-33.0
ADRA2A,33.0,0.0,Sepsis,33.0,0.0,-33.0,-33.0
ADRA2B,80.0,80.0,Myocardial Infarction,80.0,80.0,0.0,0.0
ADRB1,80.0,80.0,Myocardial Infarction,99.0,80.0,0.0,-19.0
ADRB1,19.0,0.0,Hyperlipidemia,99.0,80.0,-19.0,-19.0
ADRB2,19.0,19.0,Hyperlipidemia,206.0,205.0,0.0,-1.0
ADRB2,3.0,3.0,Pulmonary Edema,206.0,205.0,0.0,-1.0
ADRB2,70.0,70.0,Pneumonia,206.0,205.0,0.0,-1.0
ADRB2,1.0,0.0,Peripheral Neuropathy,206.0,205.0,-1.0,-1.0
ADRB2,33.0,33.0,Sepsis,206.0,205.0,0.0,-1.0
ADRB2,80.0,80.0,Myocardial Infarction,206.0,205.0,0.0,-1.0
ADRB3,26.0,26.0,Gastric ulcer,125.0,125.0,0.0,0.0
ADRB3,19.0,19.0,Hyperlipidemia,125.0,125.0,0.0,0.0
ADRB3,80.0,80.0,Myocardial Infarction,125.0,125.0,0.0,0.0
ADRBK1,80.0,0.0,Myocardial Infarction,80.0,0.0,-80.0,-80.0
AFAP1L2,0.0,80.0,Myocardial Infarction,0.0,80.0,80.0,80.0
AFF4,70.0,0.0,Pneumonia,70.0,0.0,-70.0,-70.0
AFG3L2,1.0,0.0,Peripheral Neuropathy,1.0,0.0,-1.0,-1.0
AFP,1.0,1.0,Peripheral Neuropathy,1.0,1.0,0.0,0.0
AGER,70.0,70.0,Pneumonia,183.0,188.0,0.0,5.0
AGER,0.0,5.0,Cerebral Infarction,183.0,188.0,5.0,5.0
AGER,33.0,33.0,Sepsis,183.0,188.0,0.0,5.0
AGER,80.0,80.0,Myocardial Infarction,183.0,188.0,0.0,5.0
AGGF1,18.0,0.0,Edema,18.0,0.0,-18.0,-18.0
AGK,23.0,0.0,Thrombocytopenia,23.0,0.0,-23.0,-23.0
AGL,19.0,19.0,Hyperlipidemia,19.0,19.0,0.0,0.0
AGMO,0.0,80.0,Myocardial Infarction,0.0,80.0,80.0,80.0
AGPAT2,19.0,0.0,Hyperlipidemia,124.0,0.0,-19.0,-124.0
AGPAT2,24.0,0.0,Pancreatitis,124.0,0.0,-24.0,-124.0
AGPAT2,80.0,0.0,Myocardial Infarction,124.0,0.0,-80.0,-124.0
AGPAT2,1.0,0.0,Peripheral Neuropathy,124.0,0.0,-1.0,-124.0
AGPAT9,0.0,80.0,Myocardial Infarction,0.0,80.0,80.0,80.0
AGR2,24.0,24.0,Pancreatitis,24.0,24.0,0.0,0.0
AGT,18.0,0.0,Edema,171.0,218.0,-18.0,47.0
AGT,19.0,0.0,Hyperlipidemia,171.0,218.0,-19.0,47.0
AGT,0.0,26.0,Gastric ulcer,171.0,218.0,26.0,47.0
AGT,4.0,4.0,Proteinuria,171.0,218.0,0.0,47.0
AGT,33.0,33.0,Sepsis,171.0,218.0,0.0,47.0
AGT,5.0,5.0,Cerebral Infarction,171.0,218.0,0.0,47.0
AGT,80.0,80.0,Myocardial Infarction,171.0,218.0,0.0,47.0
AGT,12.0,0.0,Hemorrhage,171.0,218.0,-12.0,47.0
AGT,0.0,70.0,Pneumonia,171.0,218.0,70.0,47.0
AGTR1,19.0,0.0,Hyperlipidemia,131.0,89.0,-19.0,-42.0
AGTR1,2.0,0.0,Deep Vein Thrombosis,131.0,89.0,-2.0,-42.0
AGTR1,80.0,80.0,Myocardial Infarction,131.0,89.0,0.0,-42.0
AGTR1,5.0,5.0,Cerebral Infarction,131.0,89.0,0.0,-42.0
AGTR1,4.0,4.0,Proteinuria,131.0,89.0,0.0,-42.0
AGTR1,18.0,0.0,Edema,131.0,89.0,-18.0,-42.0
AGTR1,3.0,0.0,Pulmonary Edema,131.0,89.0,-3.0,-42.0
AGTR2,33.0,33.0,Sepsis,132.0,113.0,0.0,-19.0
AGTR2,80.0,80.0,Myocardial Infarction,132.0,113.0,0.0,-19.0
AGTR2,19.0,0.0,Hyperlipidemia,132.0,113.0,-19.0,-19.0
AGXT,80.0,0.0,Myocardial Infarction,81.0,1.0,-80.0,-80.0
AGXT,1.0,1.0,Peripheral Neuropathy,81.0,1.0,0.0,-80.0
AHCYP3,80.0,80.0,Myocardial Infarction,80.0,80.0,0.0,0.0
AHDC1,0.0,80.0,Myocardial Infarction,0.0,80.0,80.0,80.0
AHR,1.0,0.0,Peripheral Neuropathy,90.0,169.0,-1.0,79.0
AHR,70.0,70.0,Pneumonia,90.0,169.0,0.0,79.0
AHR,19.0,19.0,Hyperlipidemia,90.0,169.0,0.0,79.0
AHR,0.0,80.0,Myocardial Infarction,90.0,169.0,80.0,79.0
AHSA1,0.0,70.0,Pneumonia,33.0,103.0,70.0,70.0
AHSA1,33.0,33.0,Sepsis,33.0,103.0,0.0,70.0
AHSG,80.0,80.0,Myocardial Infarction,80.0,80.0,0.0,0.0
AICDA,1.0,0.0,Peripheral Neuropathy,1.0,23.0,-1.0,22.0
AICDA,0.0,23.0,Thrombocytopenia,1.0,23.0,23.0,22.0
AIFM1,1.0,1.0,Peripheral Neuropathy,1.0,1.0,0.0,0.0
AIG1,0.0,80.0,Myocardial Infarction,0.0,80.0,80.0,80.0
AIMP1,80.0,80.0,Myocardial Infarction,80.0,80.0,0.0,0.0
AIMP2,33.0,33.0,Sepsis,33.0,103.0,0.0,70.0
AIMP2,0.0,70.0,Pneumonia,33.0,103.0,70.0,70.0
AIP,18.0,18.0,Edema,19.0,18.0,0.0,-1.0
AIP,1.0,0.0,Peripheral Neuropathy,19.0,18.0,-1.0,-1.0
AIRE,1.0,1.0,Peripheral Neuropathy,81.0,81.0,0.0,0.0
AIRE,80.0,80.0,Myocardial Infarction,81.0,81.0,0.0,0.0
AK1,0.0,80.0,Myocardial Infarction,0.0,80.0,80.0,80.0
AK2,33.0,0.0,Sepsis,33.0,0.0,-33.0,-33.0
AKAP10,80.0,0.0,Myocardial Infarction,80.0,0.0,-80.0,-80.0
AKAP13,0.0,80.0,Myocardial Infarction,0.0,80.0,80.0,80.0
AKAP8P1,0.0,80.0,Myocardial Infarction,0.0,80.0,80.0,80.0
AKR1A1,0.0,24.0,Pancreatitis,86.0,110.0,24.0,24.0
AKR1A1,1.0,1.0,Peripheral Neuropathy,86.0,110.0,0.0,24.0
AKR1A1,5.0,5.0,Cerebral Infarction,86.0,110.0,0.0,24.0
AKR1A1,80.0,80.0,Myocardial Infarction,86.0,110.0,0.0,24.0
AKR1B1,70.0,70.0,Pneumonia,90.0,90.0,0.0,0.0
AKR1B1,1.0,1.0,Peripheral Neuropathy,90.0,90.0,0.0,0.0
AKR1B1,19.0,19.0,Hyperlipidemia,90.0,90.0,0.0,0.0
AKR1C4,80.0,0.0,Myocardial Infarction,80.0,0.0,-80.0,-80.0
AKT1,2.0,2.0,Deep Vein Thrombosis,124.0,106.0,0.0,-18.0
AKT1,80.0,80.0,Myocardial Infarction,124.0,106.0,0.0,-18.0
AKT1,24.0,24.0,Tardive Dyskinesia,124.0,106.0,0.0,-18.0
AKT1,18.0,0.0,Edema,124.0,106.0,-18.0,-18.0
AKT1S1,5.0,5.0,Cerebral Infarction,85.0,85.0,0.0,0.0
AKT1S1,80.0,80.0,Myocardial Infarction,85.0,85.0,0.0,0.0
AKT2,19.0,0.0,Hyperlipidemia,19.0,70.0,-19.0,51.0
AKT2,0.0,70.0,Pneumonia,19.0,70.0,70.0,51.0
ALAD,1.0,1.0,Peripheral Neuropathy,1.0,1.0,0.0,0.0
ALAS1,33.0,0.0,Sepsis,33.0,0.0,-33.0,-33.0
ALB,4.0,4.0,Proteinuria,73.0,186.0,0.0,113.0
ALB,23.0,23.0,Thrombocytopenia,73.0,186.0,0.0,113.0
ALB,3.0,3.0,Pulmonary Edema,73.0,186.0,0.0,113.0
ALB,0.0,80.0,Myocardial Infarction,73.0,186.0,80.0,113.0
ALB,19.0,19.0,Hyperlipidemia,73.0,186.0,0.0,113.0
ALB,24.0,24.0,Pancreatitis,73.0,186.0,0.0,113.0
ALB,0.0,33.0,Sepsis,73.0,186.0,33.0,113.0
ALCAM,0.0,80.0,Myocardial Infarction,0.0,80.0,80.0,80.0
ALDH18A1,1.0,0.0,Peripheral Neuropathy,1.0,0.0,-1.0,-1.0
ALDH1A1,1.0,0.0,Peripheral Neuropathy,1.0,0.0,-1.0,-1.0
ALDH2,80.0,80.0,Myocardial Infarction,109.0,109.0,0.0,0.0
ALDH2,24.0,24.0,Pancreatitis,109.0,109.0,0.0,0.0
ALDH2,5.0,5.0,Cerebral Infarction,109.0,109.0,0.0,0.0
ALDH7A1,70.0,70.0,Pneumonia,70.0,70.0,0.0,0.0
ALG1,18.0,0.0,Edema,18.0,0.0,-18.0,-18.0
ALG8,18.0,0.0,Edema,18.0,0.0,-18.0,-18.0
ALMS1,19.0,0.0,Hyperlipidemia,169.0,80.0,-19.0,-89.0
ALMS1,70.0,0.0,Pneumonia,169.0,80.0,-70.0,-89.0
ALMS1,80.0,80.0,Myocardial Infarction,169.0,80.0,0.0,-89.0
ALOX12,0.0,70.0,Pneumonia,81.0,104.0,70.0,23.0
ALOX12,80.0,0.0,Myocardial Infarction,81.0,104.0,-80.0,23.0
ALOX12,0.0,33.0,Sepsis,81.0,104.0,33.0,23.0
ALOX12,1.0,1.0,Peripheral Neuropathy,81.0,104.0,0.0,23.0
ALOX12B,33.0,0.0,Sepsis,33.0,0.0,-33.0,-33.0
ALOX15,0.0,33.0,Sepsis,81.0,188.0,33.0,107.0
ALOX15,0.0,70.0,Pneumonia,81.0,188.0,70.0,107.0
ALOX15,80.0,80.0,Myocardial Infarction,81.0,188.0,0.0,107.0
ALOX15,1.0,1.0,Peripheral Neuropathy,81.0,188.0,0.0,107.0
ALOX15,0.0,4.0,Proteinuria,81.0,188.0,4.0,107.0
ALOX5,70.0,70.0,Pneumonia,205.0,228.0,0.0,23.0
ALOX5,80.0,80.0,Myocardial Infarction,205.0,228.0,0.0,23.0
ALOX5,0.0,23.0,Thrombocytopenia,205.0,228.0,23.0,23.0
ALOX5,33.0,33.0,Sepsis,205.0,228.0,0.0,23.0
ALOX5,3.0,3.0,Pulmonary Edema,205.0,228.0,0.0,23.0
