,-log(BH) Diff,-log(BH) Diff,-log(BH) Diff,-log(BH) Diff,-log(BH) Diff
ABCC7,-0.35322613379276624,0.4446122264799943,-1.1293390879283,0.5108256237660376,-8.47742721102639
ABCC8,-0.3633639680530516,0.6531302953984547,-1.901196468100899,2.580384974496262,-15.624650626281218
ABCC9,-0.6392099142205949,0.42321651549365275,-1.993921625236842,0.9818616389731174,-62.64257159361831
ABCD1,-0.600880662648489,,-0.600880662648489,-0.600880662648489,-0.600880662648489
ABCD4,-0.21132595518782496,0.6714010637798205,-1.9788186985822251,0.7943008267116998,-4.860496969319974
ABCF1,-0.10845901757095847,0.7352043730420168,-1.1293390879283,2.69020138254721,-10.195147651670096
ABCG1,-0.642991342103656,0.4004539519124541,-1.993921625236842,0.9818616389731174,-64.29913421036561
ABCG2,-0.6420470310171515,0.4324822823427113,-1.993921625236842,0.9818616389731174,-58.426279822560794
ABCG5,-0.3034492896799361,0.2588530446576906,-0.7238184736771327,0.1906756653533126,-5.765536503918787
ABCG8,-0.3034492896799361,0.25885304465769066,-0.7238184736771327,0.1906756653533126,-5.765536503918787
ABHD12,-0.600880662648489,,-0.600880662648489,-0.600880662648489,-0.600880662648489
ABL1,-0.21132595518782496,0.6714010637798206,-1.9788186985822251,0.7943008267116998,-4.860496969319974
ABO,-0.5541680423008029,0.45847646709205564,-1.993921625236842,0.9818616389731174,-65.39182899149473
ACACA,-0.3034492896799361,0.25885304465769066,-0.7238184736771327,0.1906756653533126,-5.765536503918787
ACACB,-0.3034492896799361,0.25885304465769066,-0.7238184736771327,0.1906756653533126,-5.765536503918787
ACAD9,-0.23342320778390122,0.552786697692947,-1.9788186985822251,0.7943008267116998,-9.57035151913995
ACADM,-0.2616585861011098,0.3662366547906704,-0.999252666038501,0.245765087485239,-4.709854549819976
ACADSB,-0.3034492896799361,0.25885304465769066,-0.7238184736771327,0.1906756653533126,-5.765536503918787
ACAT1,-0.3034492896799361,0.25885304465769066,-0.7238184736771327,0.1906756653533126,-5.765536503918787
ACAT2,-0.3034492896799361,0.25885304465769066,-0.7238184736771327,0.1906756653533126,-5.765536503918787
ACD,-0.21132595518782496,0.6714010637798206,-1.9788186985822251,0.7943008267116998,-4.860496969319974
ACE,-0.33699030378442846,0.6148872462787016,-1.993921625236842,2.69020138254721,-96.04223657856211
ACE1,-0.7241589630474792,0.3889383470894495,-1.993921625236842,0.9818616389731174,-57.932717043798334
ACE2,-0.3889281637920561,0.6937507206153816,-1.993921625236842,2.69020138254721,-74.67420744807477
ACHE,-0.7241589630474792,0.38893834708944947,-1.993921625236842,0.9818616389731174,-57.932717043798334
ACKR1,-0.4089951688002213,0.7011644442536601,-1.993921625236842,2.69020138254721,-62.98525599523408
ACO2,-0.600880662648489,,-0.600880662648489,-0.600880662648489,-0.600880662648489
ACOT7,-0.7051228396644484,0.40478940971831423,-1.993921625236842,0.9818616389731174,-57.82007285248477
ACP5,-0.07073352053724387,0.7683447064022824,-1.9788186985822251,2.69020138254721,-6.578217409963679
ACSL3,-0.3034492896799361,0.25885304465769066,-0.7238184736771327,0.1906756653533126,-5.765536503918787
ACSL4,-0.83370462769801,0.3930403120133961,-1.340930746824771,-0.4941551110670765,-3.33481851079204
ACSL5,-0.3034492896799361,0.2588530446576906,-0.7238184736771327,0.1906756653533126,-5.765536503918787
ACSM3,-0.3034492896799361,0.2588530446576906,-0.7238184736771327,0.1906756653533126,-5.765536503918787
ACT,-0.7051228396644484,0.4047894097183143,-1.993921625236842,0.9818616389731174,-57.82007285248477
ACTA1,-0.7241589630474792,0.3889383470894494,-1.993921625236842,0.9818616389731174,-57.932717043798334
ACTA2,-0.7241589630474792,0.3889383470894494,-1.993921625236842,0.9818616389731174,-57.932717043798334
ACTBL2,-0.7051228396644484,0.4047894097183143,-1.993921625236842,0.9818616389731174,-57.82007285248477
ACTG1,-0.7038669098208826,0.4024762873553767,-1.993921625236842,0.9818616389731174,-58.420953515133256
ACTG2,-0.5769771755982259,0.5437955148623312,-1.993921625236842,2.580384974496262,-66.35237519379598
ACTL8,-0.600880662648489,,-0.600880662648489,-0.600880662648489,-0.600880662648489
ACTN1,-0.21132595518782496,0.6714010637798206,-1.9788186985822251,0.7943008267116998,-4.860496969319974
ACTN4,-0.3368343796227025,0.35567366415237106,-1.340930746824771,0.245765087485239,-13.810209564530803
AD14,-0.02453886343776722,0.7966540894758822,-0.9612872582749395,2.69020138254721,-1.7177204406437054
ADA,-0.14647682421976432,0.7011953775444458,-1.9788186985822251,2.69020138254721,-23.289815050942526
ADA2,-0.600880662648489,,-0.600880662648489,-0.600880662648489,-0.600880662648489
ADAM10,-0.12413585086559624,0.7621801838667904,-1.901196468100899,2.69020138254721,-13.406671893484393
ADAM11,-0.7241589630474792,0.3889383470894494,-1.993921625236842,0.9818616389731174,-57.932717043798334
ADAM17,-0.37258327773635663,0.7043254852361438,-1.993921625236842,2.69020138254721,-68.18273982575326
ADAM8,-0.7241589630474792,0.38893834708944947,-1.993921625236842,0.9818616389731174,-57.932717043798334
ADAMTS1,-0.7241589630474792,0.3889383470894495,-1.993921625236842,0.9818616389731174,-57.932717043798334
ADAMTS10,-0.044869343523860294,0.20515617810752276,-0.3244838404311405,0.2418399384670237,-0.49356277876246324
ADAMTS13,-0.4955330937051489,0.5476407434486072,-1.993921625236842,2.580384974496262,-90.68255614804225
ADAMTS18,-0.35322613379276624,0.4446122264799943,-1.1293390879283,0.5108256237660376,-8.47742721102639
ADAMTS2,-0.2616585861011098,0.3662366547906704,-0.999252666038501,0.245765087485239,-4.709854549819976
ADAMTS7,-0.6434167025021932,0.40246919226866446,-1.993921625236842,0.9818616389731174,-63.69825354771712
ADD1,-0.7241589630474792,0.38893834708944947,-1.993921625236842,0.9818616389731174,-57.932717043798334
ADH1B,-0.638227462076644,0.4203287842529446,-1.993921625236842,0.9818616389731174,-69.5667933663542
ADH1C,-0.6385590793733147,0.4299170758427791,-1.993921625236842,0.9818616389731174,-66.41014425482473
ADH4,-0.3532261337927663,0.44461222647999427,-1.1293390879283,0.5108256237660376,-8.477427211026392
ADIPOQ,-0.528481519529553,0.5033376220671743,-1.993921625236842,2.580384974496262,-87.19945072237624
ADIPOR2,-0.6313298223058947,0.10420457241504034,-0.7159413609125735,-0.4911643324698271,-3.1566491115294735
ADM,-0.48910387010459794,0.5107893893778107,-1.993921625236842,2.580384974496262,-81.68034630746786
ADORA1,-0.7186984253567977,0.37850828956279176,-1.993921625236842,0.9818616389731174,-61.08936615532781
ADORA2A,-0.7511245830492576,0.2394602552401021,-1.1762069099477337,-0.2089667088802898,-18.02698999318218
ADORA2B,-0.024538863437767226,0.7966540894758823,-0.9612872582749395,2.69020138254721,-1.7177204406437059
ADORA3,-0.3976695832296136,0.7048034450390538,-1.993921625236842,2.69020138254721,-59.65043748444204
ADRA1D,-0.5881860122576066,0.540848852993887,-1.993921625236842,2.580384974496262,-66.46501938510954
ADRA2A,-0.2585546164033702,0.7014854822468166,-1.901196468100899,2.580384974496262,-8.532302341311215
ADRA2B,-0.7241589630474792,0.38893834708944947,-1.993921625236842,0.9818616389731174,-57.932717043798334
ADRB1,-0.6434167025021932,0.4024691922686644,-1.993921625236842,0.9818616389731174,-63.69825354771712
ADRB2,-0.35688256597373685,0.6766574464790064,-1.993921625236842,2.69020138254721,-73.5178085905898
ADRB3,-0.533252610750681,0.4443465646941794,-1.993921625236842,0.9818616389731174,-66.65657634383513
ADRBK1,-0.7241589630474792,0.38893834708944947,-1.993921625236842,0.9818616389731174,-57.932717043798334
AFF4,-0.024538863437767226,0.7966540894758823,-0.9612872582749395,2.69020138254721,-1.7177204406437059
AFG3L2,-0.600880662648489,,-0.600880662648489,-0.600880662648489,-0.600880662648489
AFP,-0.600880662648489,,-0.600880662648489,-0.600880662648489,-0.600880662648489
AGER,-0.37258327773635663,0.7043254852361438,-1.993921625236842,2.69020138254721,-68.18273982575326
AGGF1,-0.2616585861011098,0.36623665479067036,-0.999252666038501,0.245765087485239,-4.709854549819976
AGK,-0.21132595518782496,0.6714010637798206,-1.9788186985822251,0.7943008267116998,-4.860496969319974
AGL,-0.3034492896799361,0.2588530446576906,-0.7238184736771327,0.1906756653533126,-5.765536503918787
AGPAT2,-0.5869077533983226,0.4233789880337824,-1.993921625236842,0.9818616389731174,-72.776561421392
AGR2,-0.35322613379276624,0.4446122264799944,-1.1293390879283,0.5108256237660376,-8.47742721102639
AGT,-0.5142261240511592,0.4979135644685197,-1.993921625236842,2.580384974496262,-87.93266721274821
AGTR1,-0.5630197185253,0.4416618283519421,-1.993921625236842,0.9818616389731174,-73.7555831268143
AGTR2,-0.5472011809774874,0.519003326375706,-1.993921625236842,2.580384974496262,-72.23055588902834
AGXT,-0.7226370087215657,0.3867424838394382,-1.993921625236842,0.9818616389731174,-58.53359770644682
AHCYP3,-0.7241589630474792,0.3889383470894494,-1.993921625236842,0.9818616389731174,-57.932717043798334
AHR,-0.08982375119123312,0.7222318793205605,-0.9612872582749395,2.69020138254721,-8.08413760721098
AHSA1,-0.2585546164033702,0.7014854822468168,-1.901196468100899,2.580384974496262,-8.532302341311215
AHSG,-0.7241589630474792,0.3889383470894495,-1.993921625236842,0.9818616389731174,-57.932717043798334
AICDA,-0.600880662648489,,-0.600880662648489,-0.600880662648489,-0.600880662648489
AIFM1,-0.600880662648489,,-0.600880662648489,-0.600880662648489,-0.600880662648489
AIMP1,-0.7241589630474792,0.3889383470894495,-1.993921625236842,0.9818616389731174,-57.932717043798334
AIMP2,-0.2585546164033702,0.7014854822468166,-1.901196468100899,2.580384974496262,-8.532302341311215
AIP,-0.2795123796036034,0.3643268603129905,-0.999252666038501,0.245765087485239,-5.310735212468465
AIRE,-0.7226370087215658,0.38674248383943827,-1.993921625236842,0.9818616389731174,-58.53359770644683
AK2,-0.2585546164033702,0.7014854822468167,-1.901196468100899,2.580384974496262,-8.532302341311215
AKAP10,-0.7241589630474792,0.3889383470894495,-1.993921625236842,0.9818616389731174,-57.932717043798334
AKR1A1,-0.7173284513718173,0.3764896020817251,-1.993921625236842,0.9818616389731174,-61.690246817976295
AKR1B1,-0.08982375119123312,0.7222318793205605,-0.9612872582749395,2.69020138254721,-8.08413760721098
AKR1C4,-0.7241589630474792,0.3889383470894495,-1.993921625236842,0.9818616389731174,-57.932717043798334
AKT1,-0.6496525596410235,0.40404854783105565,-1.993921625236842,0.9818616389731174,-80.55691739548692
AKT1S1,-0.7186984253567977,0.37850828956279176,-1.993921625236842,0.9818616389731174,-61.08936615532781
AKT2,-0.3034492896799361,0.25885304465769066,-0.7238184736771327,0.1906756653533126,-5.765536503918787
ALAD,-0.600880662648489,,-0.600880662648489,-0.600880662648489,-0.600880662648489
ALAS1,-0.2585546164033702,0.7014854822468167,-1.901196468100899,2.580384974496262,-8.532302341311215
ALB,-0.2932456273058418,0.5204279446709956,-1.9788186985822251,0.7943008267116998,-21.406930793326453
ALDH18A1,-0.600880662648489,,-0.600880662648489,-0.600880662648489,-0.600880662648489
ALDH1A1,-0.600880662648489,,-0.600880662648489,-0.600880662648489,-0.600880662648489
ALDH2,-0.638227462076644,0.4203287842529446,-1.993921625236842,0.9818616389731174,-69.5667933663542
ALDH7A1,-0.02453886343776722,0.7966540894758825,-0.9612872582749395,2.69020138254721,-1.7177204406437054
ALG1,-0.2616585861011098,0.36623665479067036,-0.999252666038501,0.245765087485239,-4.709854549819976
ALG8,-0.2616585861011098,0.3662366547906704,-0.999252666038501,0.245765087485239,-4.709854549819976
ALMS1,-0.3870767691618984,0.6698046686190876,-1.993921625236842,2.69020138254721,-65.41597398836083
ALOX12,-0.7226370087215657,0.3867424838394382,-1.993921625236842,0.9818616389731174,-58.53359770644682
ALOX12B,-0.2585546164033702,0.7014854822468167,-1.901196468100899,2.580384974496262,-8.532302341311215
ALOX15,-0.7226370087215657,0.3867424838394384,-1.993921625236842,0.9818616389731174,-58.53359770644682
ALOX5,-0.35569233135581124,0.6780976887093093,-1.993921625236842,2.69020138254721,-72.9169279279413
ALOX5AP,-0.7238672434395488,0.37762003065925354,-1.993921625236842,0.9818616389731174,-64.42418466611984
ALOXE3,-0.2585546164033702,0.7014854822468167,-1.901196468100899,2.580384974496262,-8.532302341311215
ALS2,-0.600880662648489,,-0.600880662648489,-0.600880662648489,-0.600880662648489
AMACR,-0.600880662648489,,-0.600880662648489,-0.600880662648489,-0.600880662648489
AMH,-0.37258327773635663,0.7043254852361439,-1.993921625236842,2.69020138254721,-68.18273982575326
AMMECR1,-0.83370462769801,0.3930403120133961,-1.340930746824771,-0.4941551110670765,-3.33481851079204
AMN,-0.3758936401417611,0.41928057230140264,-1.340930746824771,0.245765087485239,-8.645553723260505
AMPD1,-0.5881860122576066,0.5408488529938871,-1.993921625236842,2.580384974496262,-66.46501938510954
AMPD2,-0.2585546164033702,0.7014854822468167,-1.901196468100899,2.580384974496262,-8.532302341311215
AMT,-0.35322613379276624,0.4446122264799944,-1.1293390879283,0.5108256237660376,-8.47742721102639
AMY2A,-0.3532261337927663,0.4446122264799944,-1.1293390879283,0.5108256237660376,-8.477427211026392
ANG,-0.7241589630474792,0.38893834708944947,-1.993921625236842,0.9818616389731174,-57.932717043798334
ANGPT1,-0.347185568847667,0.6681895027135555,-1.993921625236842,2.69020138254721,-74.29771173340073
ANGPT2,-0.49944850490091763,0.5407422365992026,-1.993921625236842,2.580384974496262,-69.42334218122755
ANGPTL1,-0.6313298223058947,0.1042045724150404,-0.7159413609125735,-0.4911643324698271,-3.1566491115294735
ANGPTL3,-0.3034492896799361,0.25885304465769066,-0.7238184736771327,0.1906756653533126,-5.765536503918787
ANGPTL4,-0.600880662648489,,-0.600880662648489,-0.600880662648489,-0.600880662648489
ANIB1,-0.35322613379276624,0.4446122264799943,-1.1293390879283,0.5108256237660376,-8.47742721102639
ANK2,-0.7241589630474792,0.38893834708944947,-1.993921625236842,0.9818616389731174,-57.932717043798334
ANKH,-0.2616585861011098,0.3662366547906704,-0.999252666038501,0.245765087485239,-4.709854549819976
ANKRD11,-0.21132595518782496,0.6714010637798206,-1.9788186985822251,0.7943008267116998,-4.860496969319974
ANKRD18EP,-0.7241589630474792,0.3889383470894495,-1.993921625236842,0.9818616389731174,-57.932717043798334
ANKRD26,-0.21132595518782496,0.6714010637798206,-1.9788186985822251,0.7943008267116998,-4.860496969319974
ANKRD55,-0.2616585861011098,0.3662366547906704,-0.999252666038501,0.245765087485239,-4.709854549819976
ANLN,-0.83370462769801,0.3930403120133961,-1.340930746824771,-0.4941551110670765,-3.33481851079204
ANP32B,-0.7241589630474792,0.3889383470894495,-1.993921625236842,0.9818616389731174,-57.932717043798334
ANTXR1,-0.6392099142205949,0.42321651549365286,-1.993921625236842,0.9818616389731174,-62.64257159361831
ANXA1,-0.6313298223058947,0.10420457241504036,-0.7159413609125735,-0.4911643324698271,-3.1566491115294735
ANXA5,-0.7241589630474792,0.3889383470894495,-1.993921625236842,0.9818616389731174,-57.932717043798334
AOAH,-0.2585546164033702,0.7014854822468167,-1.901196468100899,2.580384974496262,-8.532302341311215
AOC2,-0.024538863437767216,0.7966540894758825,-0.9612872582749395,2.69020138254721,-1.7177204406437052
AOC3,-0.024538863437767226,0.7966540894758823,-0.9612872582749395,2.69020138254721,-1.7177204406437059
AP1S1,-0.600880662648489,,-0.600880662648489,-0.600880662648489,-0.600880662648489
AP2S1,-0.35322613379276624,0.44461222647999427,-1.1293390879283,0.5108256237660376,-8.47742721102639
AP3B1,-0.21132595518782496,0.6714010637798205,-1.9788186985822251,0.7943008267116998,-4.860496969319974
AP3D1,-0.7241589630474792,0.38893834708944947,-1.993921625236842,0.9818616389731174,-57.932717043798334
APC,-0.26268878988734146,0.5716812399457202,-1.901196468100899,2.580384974496262,-14.185194653916438
APCS,-0.5470251576360288,0.5313788845496136,-1.993921625236842,2.580384974496262,-74.94244659613594
APELA,-0.2585546164033702,0.7014854822468167,-1.901196468100899,2.580384974496262,-8.532302341311215
APEX1,-0.3976695832296136,0.704803445039054,-1.993921625236842,2.69020138254721,-59.65043748444204
APOA1,-0.37183230786818133,0.6481286843963677,-1.993921625236842,2.69020138254721,-85.14959850181353
APOA2,-0.6434167025021932,0.40246919226866446,-1.993921625236842,0.9818616389731174,-63.69825354771712
APOA4,-0.6434167025021932,0.40246919226866446,-1.993921625236842,0.9818616389731174,-63.69825354771712
APOA5,-0.5885338271115077,0.4171565604930191,-1.993921625236842,0.9818616389731174,-75.33232987027299
APOB,-0.6424360316370961,0.3912511408274924,-1.993921625236842,0.9818616389731174,-67.45578332189508
APOBEC1,-0.37175773397701084,0.269868383511808,-0.7238184736771327,0.1906756653533126,-8.92218561544826
APOC1,-0.5472011809774874,0.5190033263757062,-1.993921625236842,2.580384974496262,-72.23055588902834
APOC2,-0.33123171430105064,0.37093846295578,-1.1293390879283,0.5108256237660376,-14.242963714945176
APOC3,-0.6434167025021932,0.4024691922686643,-1.993921625236842,0.9818616389731174,-63.69825354771712
APOE,-0.4698413306108365,0.5054190199510199,-1.993921625236842,2.580384974496262,-120.27938063637414
APOER2,-0.7241589630474792,0.38893834708944963,-1.993921625236842,0.9818616389731174,-57.932717043798334
APOF,-0.3034492896799361,0.25885304465769066,-0.7238184736771327,0.1906756653533126,-5.765536503918787
APOH,-0.7186984253567977,0.37850828956279187,-1.993921625236842,0.9818616389731174,-61.08936615532781
APOM,-0.7241589630474792,0.3889383470894495,-1.993921625236842,0.9818616389731174,-57.932717043798334
APOPT1,-0.83370462769801,0.3930403120133961,-1.340930746824771,-0.4941551110670765,-3.33481851079204
APP,-0.2686230295282266,0.6932654539815132,-1.901196468100899,2.580384974496262,-9.133183003959704
APRT,-0.11319048995842515,0.7155804914570048,-0.9612872582749395,2.69020138254721,-10.639906056091965
APTX,-0.600880662648489,,-0.600880662648489,-0.600880662648489,-0.600880662648489
AQP1,0.34378280057691296,0.60789373550925,-0.3568412835404082,0.7312326029000751,1.0313484017307388
AQP4,0.34378280057691296,0.60789373550925,-0.3568412835404082,0.7312326029000751,1.0313484017307388
AQP5,-0.20835983165501323,0.7067717009806969,-1.901196468100899,2.580384974496262,-7.5009539395804765
AR,-0.7226370087215657,0.3867424838394383,-1.993921625236842,0.9818616389731174,-58.53359770644682
ARC,-0.7241589630474792,0.3889383470894494,-1.993921625236842,0.9818616389731174,-57.932717043798334
ARCN1,-0.024538863437767216,0.7966540894758825,-0.9612872582749395,2.69020138254721,-1.7177204406437052
ARG1,-0.7241589630474792,0.3889383470894494,-1.993921625236842,0.9818616389731174,-57.932717043798334
ARG2,-0.2585546164033702,0.7014854822468167,-1.901196468100899,2.580384974496262,-8.532302341311215
ARHGAP31,-0.21132595518782496,0.6714010637798206,-1.9788186985822251,0.7943008267116998,-4.860496969319974
ARHGDIA,-0.3656669573005462,0.42620117827302495,-1.340930746824771,0.245765087485239,-8.044673060612016
ARHGEF2,-0.024538863437767216,0.7966540894758825,-0.9612872582749395,2.69020138254721,-1.7177204406437052
ARHGEF5,-0.02453886343776722,0.7966540894758823,-0.9612872582749395,2.69020138254721,-1.7177204406437054
ARHGEF7,-0.3993276586283946,0.6928050414501747,-1.993921625236842,2.69020138254721,-62.69444240465795
ARID1B,-0.11378164600453868,0.3366023126998563,-0.873746924972993,0.7838558621265488,-2.9583227961180056
ARL6IP1,-0.600880662648489,,-0.600880662648489,-0.600880662648489,-0.600880662648489
ARMS2,-0.7241589630474792,0.3889383470894494,-1.993921625236842,0.9818616389731174,-57.932717043798334
ARRB2,-0.7511245830492573,0.23946025524010206,-1.1762069099477337,-0.2089667088802898,-18.026989993182177
ARSA,-0.642991342103656,0.40045395191245403,-1.993921625236842,0.9818616389731174,-64.29913421036561
ARTN,-0.6262549623629937,0.09402871662636621,-0.7159413609125735,-0.4911643324698271,-3.7575297741779625
ARVCF,-0.2275574013320193,0.6614403380907602,-1.9788186985822251,0.7943008267116998,-5.461377631968463
AS3MT,-0.3034492896799361,0.25885304465769066,-0.7238184736771327,0.1906756653533126,-5.765536503918787
ASAH1,-0.2616585861011098,0.3662366547906704,-0.999252666038501,0.245765087485239,-4.709854549819976
ASCC1,-0.4006033105525724,0.6907812584060927,-1.993921625236842,2.69020138254721,-63.29532306730644
ASL,-0.2616585861011098,0.3662366547906704,-0.999252666038501,0.245765087485239,-4.709854549819976
ASNS,-0.35322613379276624,0.4446122264799943,-1.1293390879283,0.5108256237660376,-8.47742721102639
ASPG,-0.21132595518782496,0.6714010637798206,-1.9788186985822251,0.7943008267116998,-4.860496969319974
ASRGL1,-0.3034492896799361,0.2588530446576906,-0.7238184736771327,0.1906756653533126,-5.765536503918787
ASS1,-0.25965013512021945,0.6004486708634421,-1.901196468100899,2.580384974496262,-13.242156891131192
ATAT1,-0.3076039856010708,0.6656319780299509,-1.901196468100899,2.580384974496262,-11.688951452840689
ATF3,-0.10433561004426356,0.7696622835585732,-1.901196468100899,2.69020138254721,-10.85090344460341
ATG16L1,-0.2585546164033702,0.7014854822468166,-1.901196468100899,2.580384974496262,-8.532302341311215
ATL1,-0.600880662648489,,-0.600880662648489,-0.600880662648489,-0.600880662648489
ATL3,-0.600880662648489,,-0.600880662648489,-0.600880662648489,-0.600880662648489
ATM,-0.40646132858089745,0.6926391472598219,-1.993921625236842,2.69020138254721,-63.407967258620005
ATN1,-0.17516695943282082,0.4450757496539647,-0.999252666038501,0.7312326029000751,-3.6785061480892374
ATOH1,-0.7241589630474792,0.3889383470894496,-1.993921625236842,0.9818616389731174,-57.932717043798334
ATP10D,-0.7241589630474792,0.3889383470894495,-1.993921625236842,0.9818616389731174,-57.932717043798334
ATP12A,-0.11378164600453868,0.33660231269985624,-0.873746924972993,0.7838558621265488,-2.9583227961180056
ATP13A2,-0.600880662648489,,-0.600880662648489,-0.600880662648489,-0.600880662648489
ATP2B1,-0.7241589630474792,0.3889383470894495,-1.993921625236842,0.9818616389731174,-57.932717043798334
ATP4A,-0.11378164600453868,0.33660231269985624,-0.873746924972993,0.7838558621265488,-2.9583227961180056
ATP5E,-0.600880662648489,,-0.600880662648489,-0.600880662648489,-0.600880662648489
ATP5J,-0.7241589630474792,0.3889383470894495,-1.993921625236842,0.9818616389731174,-57.932717043798334
ATP6,-0.7226370087215657,0.3867424838394382,-1.993921625236842,0.9818616389731174,-58.53359770644682
ATP6V0A1,-0.5472011809774874,0.5190033263757061,-1.993921625236842,2.580384974496262,-72.23055588902834
ATP6V0A2,-0.2585546164033702,0.7014854822468167,-1.901196468100899,2.580384974496262,-8.532302341311215
ATP6V0A4,-0.2585546164033702,0.7014854822468167,-1.901196468100899,2.580384974496262,-8.532302341311215
ATP7A,-0.2686230295282266,0.6932654539815133,-1.901196468100899,2.580384974496262,-9.133183003959704
ATP7B,-0.293609797664793,0.5596846715844574,-1.9788186985822251,0.7943008267116998,-13.506050692580478
ATP8,-0.36313231494699516,0.43806012665465843,-1.1293390879283,0.5108256237660376,-9.078307873674879
ATP8B1,-0.35322613379276624,0.4446122264799943,-1.1293390879283,0.5108256237660376,-8.47742721102639
ATR,-0.7241589630474792,0.38893834708944963,-1.993921625236842,0.9818616389731174,-57.932717043798334
ATRX,-0.21132595518782496,0.6714010637798206,-1.9788186985822251,0.7943008267116998,-4.860496969319974
ATXN1,-0.7226370087215657,0.3867424838394383,-1.993921625236842,0.9818616389731174,-58.53359770644682
ATXN2,-0.7226370087215657,0.38674248383943827,-1.993921625236842,0.9818616389731174,-58.53359770644682
ATXN3,-0.600880662648489,,-0.600880662648489,-0.600880662648489,-0.600880662648489
ATXN7,-0.2686230295282266,0.6932654539815132,-1.901196468100899,2.580384974496262,-9.133183003959704
ATXN8,-0.600880662648489,,-0.600880662648489,-0.600880662648489,-0.600880662648489
ATXN8OS,-0.600880662648489,,-0.600880662648489,-0.600880662648489,-0.600880662648489
AURKA,-0.600880662648489,,-0.600880662648489,-0.600880662648489,-0.600880662648489
AVPR1A,-0.6786250673410513,0.40995131366140264,-1.993921625236842,0.9818616389731174,-62.43350619537672
AZI2,-0.2585546164033702,0.7014854822468166,-1.901196468100899,2.580384974496262,-8.532302341311215
B2M,-0.3758936401417611,0.41928057230140264,-1.340930746824771,0.245765087485239,-8.645553723260505
B4GALNT2,-0.6434167025021932,0.4024691922686644,-1.993921625236842,0.9818616389731174,-63.69825354771712
BAAT,-0.2585546164033702,0.7014854822468166,-1.901196468100899,2.580384974496262,-8.532302341311215
BACE1,-0.6313298223058947,0.10420457241504039,-0.7159413609125735,-0.4911643324698271,-3.1566491115294735
BAD,-0.19475635826151222,0.5706007848766359,-1.901196468100899,2.580384974496262,-11.490625137429221
BAG3,-0.600880662648489,,-0.600880662648489,-0.600880662648489,-0.600880662648489
BAG6,-0.2585546164033702,0.7014854822468166,-1.901196468100899,2.580384974496262,-8.532302341311215
BAI2,-0.6313298223058947,0.1042045724150404,-0.7159413609125735,-0.4911643324698271,-3.1566491115294735
BAK1,-0.600880662648489,,-0.600880662648489,-0.600880662648489,-0.600880662648489
BANK1,-0.7241589630474792,0.3889383470894494,-1.993921625236842,0.9818616389731174,-57.932717043798334
BARD1,-0.7241589630474792,0.38893834708944947,-1.993921625236842,0.9818616389731174,-57.932717043798334
BAX,-0.39901535196748694,0.7026448025964924,-1.993921625236842,2.69020138254721,-60.25131814709053
BAZ1B,-0.646837157886376,0.4219556806803361,-1.993921625236842,0.9818616389731174,-65.97739010441035
BBC3,-0.2585546164033702,0.7014854822468167,-1.901196468100899,2.580384974496262,-8.532302341311215
