,Count
NFKBIA,2
CYP17A1,2
FABP2,2
ESR2,2
TTN,2
SERPINC1,2
CD80,2
MMP2,2
ARTN,2
RET,2
ALOX5,2
PPARG,2
FCGR1A,2
FCGR3B,2
GDNF,2
LTA4H,2
MMP1,2
PIK3CD,2
F5,2
MAP2K1,2
GSTP1,1
ITGAV,1
ARHGEF7,1
NFKB2,1
CD274,1
IRAK1,1
CARD11,1
MAOB,1
MAOA,1
TYK2,1
STAT2,1
IFNAR1,1
RAP1B,1
GSTM1,1
HLCS,1
PCCA,1
PCCB,1
IL1R1,1
ZAP70,1
SLCO1B3,1
INPPL1,1
ITK,1
SOD1,1
GSTT1,1
NOD1,1
RELA,1
PLA2G1B,1
SOCS1,1
IL6ST,1
RIT1,1
KCNQ2,1
PLA2G4A,1
GHR,1
IL10RA,1
FCGR2C,1
HLA-DQB1,1
FABP5,1
VIM,1
ANXA1,1
F2RL3,1
PTGDR,1
PTGER1,1
NTRK2,1
GH1,1
ITGA4,1
ADA,1
IKBKB,1
CHUK,1
SLC10A1,1
CYP19A1,1
KRT8,1
SERPINB2,1
LRP1,1
CALR,1
RAF1,1
MAPK3,1
MAPK1,1
TRAF6,1
TAB3,1
HLA-E,1
TLR3,1
HLA-DQA2,1
AR,1
RFC2,1
RYR1,1
FPR1,1
CYP4A11,1
BRCA2,1
BRIP1,1
NBN,1
NHEJ1,1
RAD51,1
RAD51C,1
XRCC2,1
BRCA1,1
KAT5,1
CCL2,1
MMP14,1
HLA-DQA1,1
TMEM126B,1
NDUFV2,1
NDUFV1,1
NDUFS6,1
NDUFS4,1
NDUFS3,1
NDUFS2,1
NDUFS1,1
NDUFAF5,1
NDUFAF4,1
NDUFAF3,1
NDUFAF2,1
NDUFAF1,1
ACAD9,1
C6,1
ERBB3,1
CHEK2,1
CD28,1
HLA-DPB1,1
TIMP2,1
AGK,1
CREB1,1
CD36,1
IL1B,1
CASP3,1
CASP1,1
CYP11B2,1
CALM3,1
DLG4,1
AMY2A,1
BCL2,1
HPSE,1
F3,1
F10,1
KDR,1
GRIN2B,1
ERBB2,1
DLD,1
BAAT,1
ALAS1,1
FGFR4,1
ELANE,1
NR1I2,1
GFRA1,1
NEFL,1
PTK2B,1
SHANK3,1
RAMP2,1
