Gene,Mean Difference in -log(BH)
SOCS3,-0.8667852197870562
SOD1,-0.943374659083517
SOS1,-0.4464137558324609
SRC,-0.1651689346407917
SST,-0.13016023007552352
STAT1,-0.34871574639698993
STAT2,-0.901171744637054
STAT3,-0.8667852197870562
SYK,0.2545694988799069
SYT1,-0.300456019325181
TAB3,-0.4929166784717722
TAC1,-0.29389337892777795
TACR1,-0.46609567512565664
TAS2R50,-0.6821735727909355
TBXA2R,-0.7659293256010848
TEK,-0.5647368609915722
TF,-0.591664462616489
TFRC,-0.36717261890605607
TIMP2,-0.427521145551303
TLR3,-0.2419164112640377
TLR4,-0.26534948335938674
TMEM126B,-0.999252666038501
TNF,-0.23121552296492265
TNFRSF1A,-0.33292973632625655
TP53,-0.2191758036205239
TRAF6,-0.4929166784717722
TRH,-0.5218068405261094
TRIP10,-0.46701762148302495
TTN,-0.9145315307990023
TYK2,-0.901171744637054
UGT1A1,-0.05025305801388047
UTS2,-0.7842037199344579
UTS2R,-0.7842037199344579
VAMP8,-0.7564701900691333
VEGFA,-0.45214109826154336
VIM,-0.2098084951311083
VIP,-0.1957082458442869
VWF,-0.41464395943195037
WNT5A,-0.300456019325181
XDH,-0.07226096489270616
XRCC2,-0.1125481496176217
ZAP70,0.3447215513531354
