Gene,Mean Difference in -log(BH)
DRD5,-0.32024613166201876
EGFR,-0.5363231022128028
ELANE,0.2143192012936188
EPHA2,0.29452210977094967
EPHA5,0.41938477174102484
EPHB4,0.41938477174102484
ERBB2,-0.5325727337880908
ESR1,-0.47391730951775707
ESR2,-0.4569307938774507
ESRRG,-0.4569307938774507
F10,-0.2245581602303183
F2,-0.21901893739924583
FAAH,-0.1655406646250501
FABP2,-0.3740813530985487
FCGR1A,-0.2096964880826551
FCGR2A,-0.2096964880826551
FCGR2B,-0.2096964880826551
FCGR2C,-0.2096964880826551
FCGR3A,-0.2096964880826551
FCGR3B,-0.2096964880826551
FGA,-0.7291971097000821
FGF1,-0.11001158210686815
FGF19,-0.2095357833868814
FGF2,0.15801689018126908
FGF4,-0.2095357833868814
FGFR1,-0.023094029880304186
FGFR2,0.04723685952176174
FGFR3,0.11752386940411659
FGFR4,-0.0778386369465367
FGR,0.41938477174102484
FKBP1A,0.44455324274570174
FLT1,0.06303266609537697
FLT3,0.09976458132185284
FLT4,0.06303266609537699
FMO1,-0.49230002086644253
FMO3,-0.35407237645773054
FRK,0.29452210977094967
FYN,0.41938477174102484
GABRA1,-0.5914051827163961
GABRB2,-0.1655406646250501
GABRB3,-0.1655406646250501
GARS,-0.3896330086871673
GARS1,-0.3896330086871673
GATM,-0.3896330086871673
GCAT,-0.3896330086871673
GCSH,-0.3896330086871673
GJA1,-0.999252666038501
GLDC,-0.3896330086871673
GLP1R,0.2385611311535278
GLRA1,-0.40066859738446
GLRA2,-0.3896330086871673
GLRA3,-0.3896330086871673
GLRB,-0.3896330086871673
GLYAT,-0.3896330086871673
GLYATL1,-0.3896330086871673
GLYATL2,-0.3896330086871673
GNMT,-0.3896330086871673
GNRHR,-0.6421798665094163
GP1BA,-0.2083824715407445
GPER1,-0.4569307938774507
GPR18,-0.3896330086871673
GRIN1,-0.45410918316981136
GRIN2A,-0.42831871337675376
GRIN2B,-0.4763866057985723
GRIN2C,-0.3896330086871673
GRIN3A,-0.37314473762286804
GRIN3B,-0.3896330086871673
GRM5,-0.4140710556179092
GSS,-0.3896330086871673
GSTM1,-0.943374659083517
GSTP1,-0.5315867528327536
GSTT1,-0.943374659083517
HCAR2,-0.0620793681923093
HCAR3,-0.0620793681923093
HCK,-0.9458878868462754
HDAC2,-0.060574558279710346
HGF,-0.2095357833868814
HIF1A,-0.999252666038501
HLCS,-1.1705119419266277
HM13,0.0479445569449783
HPSE,-0.15619585579870335
HRH1,-0.5143393567501635
HRH2,-0.46952496796400284
HRH3,-0.41301267594755875
HRH4,-0.459501499025026
HSD11B1,-0.4874833813163697
HSD11B2,-0.4874833813163697
HSD17B2,-0.4569307938774507
HSPA8,0.41938477174102484
HTR1A,-0.42538978242971365
HTR1B,-0.40358449503283966
HTR1D,-0.3985570958383573
HTR1E,-0.4769746167189863
HTR1F,-0.07551249609715503
HTR2A,-0.4605557158863223
HTR2B,-0.4218735232290463
HTR2C,-0.4761594390743364
HTR3A,-0.4824512851606408
HTR4,-0.596203513472795
HTR5A,-0.46113853811204963
HTR6,-0.46544580603419033
HTR7,-0.46106310632618325
Htr2c,-0.5942547426646245
IFNG,0.7943008267116998
IKBKB,-0.4929166784717722
IL1B,-0.36788277846338285
IL1R1,-0.8404536830994633
IL2,-0.17700910551292232
IL2RA,0.08578702040977144
IL2RB,0.08578702040977144
IL2RG,-0.037919431823749704
IL3RA,-0.3689605682963659
IL6,-1.9788186985822251
ITGA2B,-0.00253692498144531
ITGA4,-0.11882601332882044
ITGB3,-0.16179029036679493
ITK,0.1885610217331716
JAK1,-0.6140616988985568
JAK2,-0.6140616988985568
JAK3,-0.5183583503190577
JUN,-0.3791874067375502
KCNA1,-0.42693534154258117
KCND2,-0.4235390080141967
KCND3,-0.4235390080141967
KCNH1,-0.4007293585582534
KCNH2,-0.5092140106791644
KCNJ2,-0.999252666038501
KCNJ4,-0.999252666038501
KCNQ2,-0.42693534154258117
KCNQ3,-0.36642830794267445
KCNQ5,-0.3059212743427677
KDR,-0.11261339290211701
KIT,0.20527270160557645
KLK1,-0.7606499747302051
KRT8,-1.0120386970902733
LCK,0.20630464479491017
LHCGR,-0.2741025828005797
LRP1,-1.0120386970902733
LTA4H,-0.5297276125581747
LY96,1.2998114387403632
LYN,0.04170571170331223
MAOA,-0.27603789065287526
MAOB,-0.45978902891237494
MAP2K1,-0.9458878868462754
MAP2K2,-0.9458878868462754
MAP3K2,-0.03570611445474192
MAP3K20,0.41938477174102484
MAPK11,0.0447967858307993
MAPK14,0.41938477174102484
MAPK3,-0.9239249681871975
MCCC1,-1.1705119419266277
MCCC2,-1.1705119419266277
MCHR1,-0.5098027397417138
MET,-0.5460224975591581
MME,0.2385611311535278
MMP2,-0.5297276125581747
MMP9,-0.4745324970121187
MPO,-0.2601376532133731
MT-ATP6,-0.4569307938774507
MT1A,-0.943374659083517
MT2A,-0.943374659083517
MTOR,0.7093459005334948
NCOA2,-0.4569307938774507
NDUFC2,-0.999252666038501
NFATC1,-0.527403940076514
NFKB1,-0.11865960956085253
NNMT,-0.0620793681923093
NOMO1,0.0479445569449783
NOS1,-0.482013522098871
NOS2,-0.4874833813163697
NPPB,-0.999252666038501
NPY2R,-0.1580581771887512
NQO1,-0.943374659083517
NR0B1,-0.4874833813163697
NR1I2,-0.40006806684563706
NR1I3,-0.0757745184419125
NR3C1,-0.4874833813163697
NR3C2,-0.3337073330542832
NR4A3,0.41938477174102484
NT5E,-0.1855737652282201
NTRK1,-0.30344808735443074
NTRK2,-0.42693534154258117
OPRD1,-0.05700624716029912
OPRK1,-0.07723641670206627
OPRL1,-0.2333058203883933
OPRM1,-0.07303089605985373
ORM1,-0.49268700741584076
ORM2,-0.5326946537255113
P2RY12,-0.004232515983509888
PAH,-0.5091247516531388
PARP1,0.0479445569449783
PC,-1.1705119419266277
PCCA,-1.1705119419266277
PCCB,-1.1705119419266277
PDE3A,-0.060574558279710346
PDE4A,-0.06881460414162091
PDE4B,-0.2709403779486024
PDE5A,-0.06881460414162091
PDGFRA,-0.009368795652091505
PDGFRB,0.12452361627148444
PF4,-0.2095357833868814
PGR,-0.390678988478293
PGRMC1,-0.05340049792814751
PIK3CA,-0.3383156358842629
PIK3CB,-0.3383156358842629
PIK3CD,-0.3383156358842629
PIPOX,-0.3896330086871673
PLA2G1B,-0.4929166784717722
PLA2G4A,-0.037919431823749704
PLAT,-0.2083824715407445
PLAUR,-0.7291971097000821
PLG,-0.7375845403747816
PPARA,-0.3351765337915591
PPARD,-0.4584450770745745
PPARG,-0.15552245417911975
PPAT,0.41938477174102484
PRG2,-0.3689605682963659
PRKDC,-0.3383156358842629
PRSS1,-0.7606499747302051
PTGDR2,-0.9239249681871975
PTGIR,0.12942711957853703
PTGIS,0.3742117306595141
PTGS1,-0.2876500129719229
PTGS2,-0.17464645874371584
PTK6,-0.5067190825917264
QPRT,-0.0620793681923093
RAF1,0.0447967858307993
RET,-0.32145037924117126
RIC3,0.0479445569449783
RYR1,-0.3383156358842629
S100A4,-0.2098084951311083
S100A7,-0.2083824715407445
SCN10A,-0.5362468973822567
SCN11A,-0.1987468697915204
SCN2A,-0.5124427511797703
SCN4A,-0.5196437947990216
SCN5A,-0.3231047935271061
SCN9A,-0.873746924972993
SDC2,-0.3689605682963659
SELE,-0.999252666038501
SELP,-0.15619585579870335
SERPINA7,-0.17267167958823837
SERPINB2,-1.0120386970902733
SERPINC1,-0.16393832379691356
SERPINE1,-0.7291971097000821
SH2B3,0.1885610217331716
SHBG,-0.5782012225969422
SHMT1,-0.3896330086871673
SHMT2,-0.3896330086871673
SI,-0.3289165786472572
SIGMAR1,-0.35580080900219874
SLC10A1,-0.3337073330542832
SLC15A1,0.05980141061496421
SLC16A1,0.16303055644021544
SLC16A10,0.20054887721230288
SLC16A3,-0.0620793681923093
SLC18A2,-0.649050890262183
SLC22A1,-0.37092848216259594
SLC22A11,-0.2957616408051807
SLC22A12,-1.009051765619958
SLC22A2,-0.43316323006146384
SLC22A3,-0.512243253592625
SLC22A4,-0.48131500271968747
SLC22A5,-0.5543667249553833
SLC22A6,-0.4546914442998587
SLC22A7,-0.21851597760787214
SLC22A8,-0.3468542169537365
SLC28A1,-0.244250962419704
SLC28A3,-0.6048911261083845
SLC29A2,-0.244250962419704
SLC2A9,-1.009051765619958
SLC31A1,-0.943374659083517
SLC32A1,-0.3896330086871673
SLC36A1,-0.40185203215253823
SLC46A1,-0.4929166784717722
SLC47A1,0.011272850311511106
SLC5A6,-1.1705119419266277
SLC5A8,-0.0620793681923093
SLC6A2,-0.5132033552092043
SLC6A3,-0.4961420075174046
SLC6A4,-0.5094697933082323
SLC6A5,-0.3896330086871673
SLC6A9,-0.3896330086871673
SLC7A11,-0.4929166784717722
SLC7A5,0.18769074673805392
SLC7A8,0.8458401081791495
SLC9A1,-0.45410918316981136
SLCO1A2,-0.31103150936370016
SLCO1B1,-0.03058420056831558
SLCO1B3,-0.30490915884169006
SLCO1C1,-0.4569307938774507
SLCO2B1,-0.31119760991169615
SLCO4A1,-0.4569307938774507
SMPD1,-0.5812260242880125
SOD1,-0.943374659083517
SRC,0.04170571170331223
SST,-0.13295570055790834
SSTR1,-0.1266800814001976
SSTR2,-0.1266800814001976
SSTR3,-0.6338493701217676
SSTR5,-0.1266800814001976
STAT5B,0.41938477174102484
SULT1A3,-0.4725488403075486
TAAR1,-1.2871471573376765
TACR1,-0.6858937944571304
TBXAS1,-0.4929166784717722
TDO2,0.9818616389731174
TEK,-0.2316215319139765
TERT,-0.244250962419704
TFPI,0.0038239269658308
THBD,-0.2083824715407445
TK1,-0.244250962419704
TLR4,-0.33400524449534014
TNF,-0.2540153410680088
TNFAIP6,-0.482013522098871
TNNC1,-0.2098084951311083
TPMT,0.7943008267116998
TRPV1,-0.6858937944571304
TTLL3,0.0479445569449783
TTR,-0.9144405284286306
TYK2,-0.5183583503190577
UGT1A1,-0.0634513066544203
UGT1A10,-0.231811560676761
UGT1A3,0.20060024671649473
UGT1A4,-0.45729860390787913
UGT1A6,-0.1655406646250501
UGT1A7,0.027268507637637995
UGT1A8,0.08587583486391615
UGT1A9,-0.42636483838300965
UGT2B10,-0.4358116265875143
UGT2B15,1.2998114387403632
UGT2B17,-1.009051765619958
UGT2B4,0.22351714168420359
UGT2B7,-0.019388145659806306
VCAM1,-0.999252666038501
VEGFA,-0.4615563369459574
VKORC1,-0.2148060827133378
XDH,-0.2702153901924082
YES1,0.41938477174102484
rpsD,-0.2537520348278947
rpsI,-0.2537520348278947
tynA,-1.2871471573376765
