Gene,Mean Difference in -log(BH)
KCNQ5,-0.3059212743427677
LY96,1.2998114387403632
LYN,0.41938477174102484
MAOA,-0.4303590232346943
MAOB,-0.4725488403075486
MAP3K20,0.41938477174102484
MAPK14,0.41938477174102484
MCHR1,-0.5098027397417138
MT-ATP6,-0.4569307938774507
NCOA2,-0.4569307938774507
NFKB1,-0.527403940076514
NOMO1,0.0479445569449783
NOS1,-0.482013522098871
NR1I2,-0.4193140566656117
NR1I3,-0.0757745184419125
NR3C2,-0.3337073330542832
NR4A3,0.41938477174102484
OPRD1,-0.45288437584010727
OPRK1,-0.45288437584010727
OPRL1,-0.2333058203883933
OPRM1,-0.45288437584010727
ORM1,-0.5919662804876353
ORM2,-0.5326946537255113
PARP1,0.0479445569449783
PDGFRA,0.027268507637637995
PDGFRB,0.027268507637637995
PF4,-0.2095357833868814
PPARA,-0.3351765337915591
PPARG,-0.3985735649169664
PPAT,0.41938477174102484
RET,-0.5067190825917264
RIC3,0.0479445569449783
S100A7,-0.2083824715407445
SCN11A,-0.1987468697915204
SCN2A,-0.6858937944571304
SCN4A,-0.873746924972993
SCN9A,-0.873746924972993
SERPINA7,-0.17267167958823837
SIGMAR1,-0.3783617190379913
SLC15A1,0.05980141061496421
SLC18A2,-0.5098027397417138
SLC22A1,0.006416849231449362
SLC22A2,-0.3139757049061693
SLC22A3,-0.42304028918723713
SLC22A4,-0.45410918316981136
SLC22A7,-0.21851597760787214
SLC22A8,-0.4874833813163697
SLC2A9,-1.009051765619958
SLC36A1,-0.40185203215253823
SLC47A1,-0.45410918316981136
SLC6A2,-0.4713167667672469
SLC6A3,-0.45288437584010727
SLC6A4,-0.45551757454398434
SLC7A5,-0.3059212743427677
SLC9A1,-0.45410918316981136
SLCO1B1,-0.28897437565082823
SLCO1B3,-0.3783712149886797
SLCO2B1,-0.3232910123434621
SULT1A3,-0.4725488403075486
TACR1,-0.6858937944571304
TLR4,-0.4713167667672469
TNFAIP6,-0.482013522098871
TRPV1,-0.6858937944571304
TTLL3,0.0479445569449783
TYK2,-0.5183583503190577
UGT1A1,-0.3175025609230439
UGT1A10,0.027268507637637995
UGT1A4,-0.404154713131339
UGT1A7,0.027268507637637995
UGT1A8,0.027268507637637995
UGT1A9,-0.9144405284286306
UGT2B10,-0.4358116265875143
UGT2B17,-1.009051765619958
UGT2B4,-0.999252666038501
UGT2B7,-0.999252666038501
rpsD,-0.2537520348278947
rpsI,-0.2537520348278947
tynA,-1.2871471573376765
