Gene,Mean Difference in -log(BH)
GAL,-0.4095471149141498
GALR1,-0.6500032061981434
GAST,-0.201377549792896
GCG,-0.753151255428332
GDNF,-0.5460224975591581
GFAP,-0.7641200899972768
GFRA1,-0.600880662648489
GH1,-0.8613505397419798
GHR,-0.6031203116105724
GHRH,-0.7187819646073879
GHRL,-0.586242803277486
GHSR,-0.776924483722557
GIP,-0.7062071514303319
GJC2,-0.3433359475365328
GNAQ,-0.23980845498122147
GPER1,-0.6786553469724086
GPR17,-0.5964864831697765
GPR65,-0.7575735137416671
GRAP2,0.00293395641358924
GRIN2A,-0.47924671751279213
GRIN2B,-0.5974019599710729
GRM8,-0.6769264455014751
GRP,-0.22513673434629503
GRPR,-0.34862184858019546
GSN,-0.6804691474661108
GSTM1,-0.943374659083517
GSTP1,-0.7650509779311565
GSTT1,-0.943374659083517
HBEGF,-0.48881048436254937
HGF,-0.19115502957331035
HLA-DPA1,0.3404289657703175
HLA-DPB1,-0.22020805545628175
HLA-DQA1,-0.7851376622656989
HLA-DQA2,-0.7851376622656989
HLA-DQB1,-0.7851376622656989
HLA-DRB1,0.11617415727967781
HLA-DRB3,0.3404289657703175
HLA-E,-0.7851376622656989
HLCS,-1.1705119419266277
HP,-0.5450221870323909
HPSE,-0.6587282536891639
HRAS,-0.5510799091933958
HRG,-1.2714029079889126
HRH1,-0.33336111661418727
HRH3,-0.003489408534932875
HTR1A,-0.0680884207528967
HTR1B,-0.6847970771626817
HTR1D,-0.6623545057834487
HTR1E,-0.6614528378432036
HTR1F,-0.7572177964164238
HTR2A,-0.7224845230015414
HTR2C,-0.6828040248534697
HTR6,-0.7204342299577359
IAPP,-0.2503236907350568
ICOS,0.025452211471403047
IFNA2,-1.4011841063689765
IFNAR1,-0.901171744637054
IFNG,-0.8667852197870562
IGF2R,-0.6287705274576149
IGHG3,-1.0480764095345505
IKBKB,0.6458892830115133
IL10RA,-1.901196468100899
IL1B,-0.36788277846338285
IL1R1,-0.8404536830994633
IL2,-0.13088066769099482
IL2RA,-0.05714726257851259
IL2RB,0.10887239832621097
IL2RG,-0.17828029687766186
IL3,-0.26764025404724195
IL4,-0.6430062416269445
IL5,0.21807094468529936
IL5RA,0.21807094468529936
IL6,-0.9055963350277193
IL6ST,0.1676260285267865
IL7,-0.6430062416269445
IL7R,-0.8667852197870562
INPPL1,-0.437120333469231
IRAK1,1.0437341480122448
IRAK4,2.580384974496262
IRS1,-0.5096796287445304
ITGA2,-0.5584380434166696
ITGA2B,-0.4274193962249475
ITGA4,-0.0811051990358961
ITGAV,0.3447215513531354
ITGB3,-0.2992248161063557
ITK,0.1885610217331716
JAK1,-0.3464265752247306
JAK2,-0.3340583521841528
JAK3,0.21807094468529936
KAT5,-0.1653136832911652
KCNMA1,-0.7734495813219016
KCNQ2,-0.2004136481148748
KDR,-0.4911643324698271
KIT,-0.4572275253496576
KL,-0.3550529343007707
KNG1,-0.34124168155566525
KRAS,-0.5610400598844144
KRT16,-0.581455393226285
KRT8,-1.1293390879283
LDLR,-0.7087376151228698
LDLRAP1,-0.7156591727573031
LIG4,-0.28474807583188344
LPAR1,-0.04529631776685497
LPAR2,-0.04529631776685497
LRP1,-1.7549956285381008
LRP2,-0.5162764946343028
LTA,-0.3909518659742164
LTA4H,-0.6283311484863114
LTB,-0.3425687346156963
LTB4R,-0.3227969148363867
LY96,1.618671028433667
MAOA,-0.749816668331448
MAOB,-0.749816668331448
MAP2K1,-0.4505455505077381
MAP3K7,-0.24695380641250608
MAP3K8,-0.4929166784717722
MAPK1,-1.7527272831184817
MAPK3,-1.7527272831184817
MET,-0.5038938756839573
MMP1,0.025580724006696115
MMP14,-0.427521145551303
MMP2,0.025580724006696115
MMP9,-0.25932656780264257
MPO,-0.30873985537097165
MTNR1A,-0.776134310284146
MTNR1B,-0.776134310284146
MTOR,0.7093459005334948
MYD88,0.3110657113262165
MYLK,-0.3953737532807275
NBN,-0.1125481496176217
NCAM1,0.10778674882553216
NCK1,-0.5240233924595978
NCK2,-0.5240233924595978
NCOA3,-0.32922697196719464
NDUFAF1,-0.999252666038501
NDUFAF2,-0.999252666038501
NDUFAF3,-0.999252666038501
NDUFAF4,-0.999252666038501
NDUFAF5,-0.999252666038501
NDUFS1,-0.999252666038501
NDUFS2,-0.999252666038501
NDUFS3,-0.999252666038501
NDUFS4,-0.999252666038501
NDUFS6,-0.999252666038501
NDUFV1,-0.999252666038501
NDUFV2,-0.999252666038501
NEFL,-0.600880662648489
NFKB1,-0.013287316169435551
NFKB2,-0.4929166784717722
NFKBIA,-0.1906122667456073
NGF,-0.4387633123015213
NHEJ1,-0.1125481496176217
NLRC4,-0.353067206696437
NOD1,-0.4929166784717722
NOD2,-0.6498031966918338
NOS2,-0.4874833813163697
NPHS1,-0.3523049266025465
NPW,-0.04529631776685497
NPY,-0.65691736690994
NR1I2,-0.40006806684563706
NR3C1,-0.4874833813163697
NRAS,-0.12353648292925314
NRG1,-0.1491270471258117
NTRK2,-0.4387633123015213
NTS,-0.281804682044044
OCRL,-0.36212838645782636
OPRD1,-0.6836031530427701
OPRK1,-0.6786553469724086
OXT,-0.21437614049891507
OXTR,-0.1989451027427437
P2RY1,-0.6347558422510018
P2RY11,-0.7743899192280307
P2RY12,-0.6426016286715125
P2RY2,-0.6959619971527597
PAK2,-0.5240233924595978
PALB2,-0.09321232868986831
PARP1,0.0479445569449783
PCCA,-1.1705119419266277
PCCB,-1.1705119419266277
PDE4B,-0.7043377083931887
PDGFA,-0.508466743543667
PDGFB,-0.22867301037397564
PDGFRA,-0.07163666109165083
PDGFRB,-0.13613839988474166
PECAM1,0.01884975261616928
PF4,-0.04639880681358886
PIK3CA,-0.2691017464095288
PIK3CB,-0.3796226460967557
PIK3CD,-0.5065120925403455
PIK3R1,-1.2419640671273318
PLA2G1B,-0.4929166784717722
PLA2G4A,-0.1954482853067212
PLAT,-0.6761874326156112
PLAU,-0.864535512622242
PLAUR,-1.3532411436038918
PLG,-0.8050197688445765
PNOC,-0.047392517990549145
POMC,-0.09138308550682318
PPARA,-1.1242436096639352
PPARG,-0.14230744983871357
PPBP,-0.34150049512171193
PPY,-0.42812792003079864
PSPN,-0.6500903289968742
PTAFR,-0.3146805070883325
PTGDR,-0.05356263697610174
PTGDR2,-0.04529631776685497
PTGER1,-0.5495417895309078
PTGER2,-0.7405464602826421
PTGER3,-0.17317195351093523
PTGS1,-0.3392273505720892
PTGS2,-0.17464645874371584
PTH,-0.3085520316963242
PTH1R,-0.1861554054838198
PTHLH,-0.2744312622835586
PTK2B,-0.600880662648489
PTPN11,-0.27879984184857776
PTPN22,0.05903730876131341
PTPN6,0.1676260285267865
PTPRA,-0.40471600294608034
RAD51,-0.1125481496176217
RAD51C,-0.1125481496176217
RAF1,-1.7527272831184817
RAMP1,-0.7252053148070712
RAMP2,-0.5495417895309078
RAP1B,0.3447215513531354
RASGRP1,0.4540313939401574
RELA,-0.4929166784717722
REN,-0.429923099603793
RET,-0.5475178868577828
RFC2,-0.5763823945868634
RHOA,-0.434591193976449
RIPK1,-0.46710051966343114
RIT1,-0.2004136481148748
RLN2,-0.7312626777476284
ROCK1,0.5008393168621037
RYR1,-0.5763823945868634
S1PR1,-0.08377241109341738
S1PR3,-0.047392517990549145
SAA1,-0.20685937106050245
SCARB2,-0.36212838645782636
SCN5A,-0.7734495813219016
SCT,-0.4313661188164275
SELP,-0.40471600294608034
SERPINB2,-1.7549956285381008
SERPINC1,-0.24446339801008365
SERPINE1,-0.9018320175702345
SERPING1,-0.5731994929430632
SF3B1,0.1818124611109777
SHANK3,-0.600880662648489
SHC1,-0.24415963136953023
SLC10A1,-0.3337073330542832
SLC18A2,-0.5974019599710729
SLC22A1,0.18223884501920917
SLC25A13,-0.35129239545759827
SLC6A3,-0.3579605279253639
SLC6A4,-0.7600550870971279
SLCO1B1,-0.3271695975169485
SLCO1B3,0.3977086226612929
SOCS1,-1.901196468100899
SOCS3,-0.8667852197870562
SOD1,-0.943374659083517
SOS1,-0.44641375583246085
SPTBN4,-0.6587282536891639
SPTBN5,-0.6587282536891639
SRC,-0.1651689346407917
SRSF2,0.1818124611109777
SST,-0.11798337360271914
SSTR1,-0.047392517990549145
STAT1,-0.34871574639698993
STAT2,-0.901171744637054
STAT3,-0.8667852197870562
SYK,0.2545694988799069
SYT1,-0.300456019325181
TAB2,-0.24695380641250608
TAB3,1.0437341480122448
TAC1,-0.3048168028562176
TACR1,-0.46609567512565664
TAS2R50,-0.6786553469724086
TBXA2R,-0.7659293256010848
TEK,-0.27225298518811547
TF,-0.591664462616489
TFRC,-0.36717261890605607
TICAM1,2.580384974496262
TIMP2,-0.427521145551303
TLR3,1.169234281616112
TLR4,-0.33400524449534014
TMEM126B,-0.999252666038501
TNF,-0.23121552296492265
TNFRSF1A,-0.33292973632625655
TP53,-0.2132520450648071
TPMT,0.7943008267116998
TRAF6,1.0437341480122448
TRH,-0.519447172050344
TRIP10,-0.46701762148302495
TSHR,-0.7062071514303319
TTN,-0.5611598748196297
TTR,-0.8830400778091878
TXNRD2,-0.8698317743030746
TYK2,-0.901171744637054
UGT1A1,-0.05025305801388049
UTS2,-0.776924483722557
UTS2B,-0.7575735137416671
UTS2R,-0.776924483722557
VAMP8,-0.7564701900691333
VEGFA,-0.45214109826154336
VIM,-0.2098084951311083
VIP,-0.20856462500395348
VWF,-0.3582439046002123
WNT5A,-0.6295717955132106
XDH,-0.07226096489270616
XRCC2,-0.1125481496176217
ZAP70,0.3447215513531354
