,Count
RAF1,1
CALR,1
LRP1,1
SERPINB2,1
KRT8,1
CYP19A1,1
SLC10A1,1
BIRC3,1
CHUK,1
IKBKB,1
HLA-DQA1,1
CALM3,1
CREB1,1
RAD51,1
CYP4A11,1
KAT5,1
BRCA1,1
XRCC2,1
TTR,1
RAD51C,1
C6,1
SF3B1,1
NHEJ1,1
NBN,1
BRIP1,1
COMT,1
BRCA2,1
FPR1,1
SRSF2,1
MMP14,1
RYR1,1
CCL2,1
NDUFV1,1
NDUFS6,1
NDUFS4,1
NDUFS3,1
NDUFS2,1
AR,1
NDUFS1,1
TIMP2,1
NDUFAF5,1
NDUFAF4,1
NDUFAF3,1
NDUFAF2,1
NDUFAF1,1
ACAD9,1
TXNRD2,1
RFC2,1
TICAM1,1
CFTR,1
HPSE,1
ERBB2,1
SPTBN4,1
SPTBN5,1
KDR,1
BCL2,1
AMY2A,1
GFRA1,1
CYP11B2,1
CASP1,1
CASP3,1
DLG4,1
IRAK4,1
NDUFV2,1
FGFR4,1
F3,1
ERBB3,1
ALAS1,1
BECN1,1
CYP1B1,1
PPARA,1
CSF3R,1
ELANE,1
CHEK2,1
BAAT,1
F10,1
DLD,1
GRIN2B,1
SLC18A2,1
SHANK3,1
PTK2B,1
NEFL,1
RAMP2,1
